gene,degree,degree_norm,betweenness,closeness,eigenvector,clustering_coeff,module,MCC,logFC,direction,module_sz,degree_n,betweenness_n,closeness_n,eigenvector_n,MCC_n,hub_score,hub_components,hub_rank,is_hub
KIT,47,0.03660436137071651,0.029791726309572053,0.328472755180353,0.42330126926201717,0.15911193339500462,6,16196.000000000004,-1.9803010299223944,Down,110,0.3898305084745763,0.24280304251952525,0.8983020553438928,0.4233012691732484,3.0390114626952487e-5,0.390853453125174,degree+betweenness+closeness+eigenvector+MCC,24,FALSE
ICAM1,49,0.0381619937694704,0.013505368211950936,0.316256157635468,0.5477511609196619,0.2414965986394558,7,1001068,2.3624081258040235,Up,154,0.4067796610169492,0.11006896539441496,0.8494678586632609,0.5477511608500493,0.001878514410574834,0.38318923206704986,degree+betweenness+closeness+eigenvector+MCC,25,FALSE
BCL2,40,0.03115264797507788,0.05221749275576997,0.3267175572519084,0.2663873025012467,0.11153846153846153,2,2459,2.51232035498644,Up,100,0.3305084745762712,0.4255733951801446,0.8912858889738227,0.2663873023883248,4.61246691899038e-6,0.38275193471709645,degree+betweenness+closeness+eigenvector+MCC,26,FALSE
IGF1,45,0.035046728971962614,0.027391538958212155,0.3244882486732373,0.4202529561312893,0.2292929292929293,6,17515.000000000004,1.352130796739499,Up,110,0.3728813559322034,0.22324147749065282,0.8823745293916921,0.4202529560420513,3.2865234181935526e-5,0.3797566368181563,degree+betweenness+closeness+eigenvector+MCC,27,FALSE
CXCL12,41,0.031931464174454825,0.005982467056940197,0.3179791976225854,0.5199966758146646,0.30121951219512194,7,5228796.000000015,5.381358981227988,Up,154,0.3389830508474576,0.048757201516422474,0.8563554780114743,0.5199966757407798,0.009811897462848808,0.3547808607157966,degree+betweenness+closeness+eigenvector+MCC,28,FALSE
PRKACB,43,0.03348909657320872,0.06428006730666286,0.30535077288941737,0.03461070265915383,0.0753045404208195,11,318,3.362084442257778,Up,143,0.3559322033898305,0.5238835693251843,0.8058750578355398,0.034610702510555605,5.948543585516478e-7,0.3440604255830938,degree+betweenness+closeness+eigenvector+MCC,29,FALSE
MMP2,41,0.031931464174454825,0.008632208836728024,0.311046511627907,0.4711137675572785,0.2682926829268293,9,1417599.9999999995,4.493044831054223,Up,110,0.3389830508474576,0.07035263909993954,0.8286430032290879,0.4711137674758693,0.0026601417786386657,0.34235052048619863,degree+betweenness+closeness+eigenvector+MCC,30,FALSE
THBS1,43,0.03348909657320872,0.00872934254369855,0.309472161966739,0.4577047966161117,0.21705426356589147,9,490704.9999999999,1.7648294942524618,Up,110,0.3559322033898305,0.0711442803542453,0.8223497533520178,0.4577047965326385,9.208120288918855e-4,0.3416103691315248,degree+betweenness+closeness+eigenvector+MCC,31,FALSE
VWF,40,0.03115264797507788,0.01540267504794337,0.3104448742746615,0.39346807720621363,0.18333333333333335,7,28913.000000000007,1.1717055936423018,Up,154,0.3305084745762712,0.12553204623723418,0.8262380392666706,0.39346807711285275,5.425371991938563e-5,0.3351601781825896,degree+betweenness+closeness+eigenvector+MCC,32,FALSE
CD36,37,0.02881619937694704,0.018310863774703277,0.3139364303178484,0.3678045869641858,0.17867867867867868,7,32164.000000000007,-2.3391860089160152,Down,154,0.3050847457627119,0.14923383054274503,0.8401950623991735,0.3678045868668746,6.0354260990841174e-5,0.33247571596649916,degree+betweenness+closeness+eigenvector+MCC,33,FALSE
PIK3R1,45,0.035046728971962614,0.02784591591501148,0.3082093134901584,0.24024368854834702,0.11818181818181818,6,1338,1.592050728470074,Up,110,0.3728813559322034,0.22694465690413285,0.8173016873371891,0.24024368843140098,2.508896774080609e-6,0.33147477950034004,degree+betweenness+closeness+eigenvector+MCC,34,FALSE
VCAM1,35,0.027258566978193146,0.005121620523118366,0.3150920245398773,0.4719887864262465,0.36302521008403366,7,284694.0000000001,2.33914204195594,Up,154,0.288135593220339,0.041741288595418924,0.8448143940350256,0.47198878634497193,5.342298798080262e-4,0.32944285841511267,degree+betweenness+closeness+eigenvector+MCC,35,FALSE
FYN,42,0.03271028037383177,0.032289166738229756,0.3082093134901584,0.20653887055639025,0.12311265969802555,6,1074,2.725414033853186,Up,110,0.3474576271186441,0.2631572216727664,0.8173016873371891,0.20653887043425617,2.013497560649584e-6,0.32689148401208323,degree+betweenness+closeness+eigenvector+MCC,36,FALSE
RUNX2,33,0.02570093457943925,0.04309611270198918,0.3205192211682476,0.13739115907670557,0.06628787878787878,10,151,2.7156961308262577,Up,46,0.2711864406779661,0.35123400289312207,0.8665088786573225,0.1373911589439279,2.8147682581308257e-7,0.3252641525298329,degree+betweenness+closeness+eigenvector+MCC,37,FALSE
SCARB1,33,0.02570093457943925,0.026249863070665017,0.31059506531204645,0.26962738665106656,0.12878787878787878,7,1312,1.040032185220381,Up,154,0.2711864406779661,0.21393680087718112,0.8268384076288416,0.26962738653864343,2.4601074576063416e-6,0.31631829916601795,degree+betweenness+closeness+eigenvector+MCC,38,FALSE
CALML5,39,0.030373831775700934,0.05399525028339674,0.29241630608061947,0.019527313074837148,0.05802968960863698,11,159,-1.0594229895902698,Down,143,0.3220338983050847,0.440062147261325,0.7541712758472067,0.019527312923917205,2.9648892318978026e-7,0.30715898616529136,degree+betweenness+closeness+eigenvector+MCC,39,FALSE
CCL5,37,0.02881619937694704,0.004663971329451386,0.2974976830398517,0.40642987494794003,0.33183183183183185,7,5819055.000000015,1.4141893284634444,Up,154,0.3050847457627119,0.03801144039950394,0.7744833931060316,0.4064298748565743,0.010919525661032835,0.3069857959571709,degree+betweenness+closeness+eigenvector+MCC,40,FALSE
PDGFRB,35,0.027258566978193146,0.007196409162839806,0.31059506531204645,0.3559679648037012,0.2134453781512605,6,3766,2.7355162039088343,Up,110,0.288135593220339,0.05865084895706381,0.8268384076288416,0.3559679647045681,7.065068327908372e-6,0.3059199759158281,degree+betweenness+closeness+eigenvector+MCC,41,FALSE
PDGFRA,34,0.0264797507788162,0.01650693268346786,0.30261607353287767,0.2975301436857479,0.21746880570409982,6,2427,3.9216413804908337,Up,110,0.2796610169491525,0.13453176350251456,0.7949434669609946,0.29753014357761975,4.5524185294835885e-6,0.3013341886817622,degree+betweenness+closeness+eigenvector+MCC,42,FALSE
CCN2,33,0.02570093457943925,0.012582586457758763,0.30140845070422534,0.32739819208970655,0.2708333333333333,9,102722.00000000004,2.7375736262734875,Up,110,0.2711864406779661,0.10254827944385371,0.7901161580058003,0.3273981919861758,1.927572068289711e-4,0.29828836546412496,degree+betweenness+closeness+eigenvector+MCC,43,FALSE
SDC4,33,0.02570093457943925,0.01818187944311818,0.3047709470685972,0.262211771455781,0.16287878787878787,9,19525.000000000007,-1.250217081188456,Down,110,0.2711864406779661,0.1481826061920384,0.8035572825245003,0.2622117713422164,3.663702364783084e-5,0.2970349475520738,degree+betweenness+closeness+eigenvector+MCC,44,FALSE
SHC1,36,0.028037383177570093,0.013538877119454467,0.3097708082026538,0.22808615959076267,0.1634920634920635,6,1134,1.4156615513078492,Up,110,0.2966101694915254,0.11034206352269457,0.8235435512952675,0.22808615947194527,2.1260882909748167e-6,0.2917168139739447,degree+betweenness+closeness+eigenvector+MCC,45,FALSE
DCN,35,0.027258566978193146,0.005005354930569418,0.2962621135209968,0.3542707876599883,0.2957983193277311,9,468835.9999999998,1.358056706149826,Up,110,0.288135593220339,0.04079372216983217,0.7695443710358795,0.354270787560594,8.797745842005101e-4,0.290724849714169,degree+betweenness+closeness+eigenvector+MCC,46,FALSE
ENG,34,0.0264797507788162,0.009876582511456233,0.3012670107930549,0.3002193155853429,0.21212121212121213,10,4756,1.9762889312435084,Up,46,0.2796610169491525,0.08049430430979126,0.7895507710872895,0.3002193154776287,8.922815378274717e-6,0.2899868661278481,degree+betweenness+closeness+eigenvector+MCC,47,FALSE
PRKCA,28,0.021806853582554516,0.0382685371119859,0.30607866507747317,0.06928293761502825,0.06613756613756615,11,95,1.3007594246520782,Up,143,0.2288135593220339,0.3118891851720631,0.8087847084271398,0.06928293747176698,1.763921441761984e-7,0.2837541133570296,degree+betweenness+closeness+eigenvector+MCC,48,FALSE
TEK,33,0.02570093457943925,0.006095183534838945,0.2994402985074627,0.30617219151664493,0.19507575757575757,6,1209.9999999999998,1.6248394728008853,Up,110,0.2711864406779661,0.049675842601249694,0.7822487357451424,0.30617219140984697,2.268703216053445e-6,0.28185709582748425,degree+betweenness+closeness+eigenvector+MCC,49,FALSE
IL7,30,0.02336448598130841,0.0040854487446576005,0.3068100358422939,0.3125595531446931,0.2896551724137931,7,34374.00000000001,1.626790141776152,Up,154,0.2457627118644068,0.033296472146420224,0.8117082641589624,0.31255955303887833,6.450135289115392e-5,0.28067830051231174,degree+betweenness+closeness+eigenvector+MCC,50,FALSE
SERPINE1,27,0.02102803738317757,0.003705637680394578,0.30368968779564803,0.3410923554785273,0.3675213675213675,7,492831.9999999999,1.4315369794374426,Up,154,0.22033898305084745,0.03020100594122718,0.7992350947955558,0.3410923553771044,9.24803370281915e-4,0.27835844850700336,degree+betweenness+closeness+eigenvector+MCC,51,FALSE
LGALS3,25,0.019470404984423675,0.015481371373339353,0.30448185914156983,0.254597304475779,0.21,7,10646.000000000004,-1.3335600953862494,Down,154,0.2033898305084746,0.1261734225389194,0.8024016926284935,0.25459730436104233,1.997547207186843e-5,0.2773164451018003,degree+betweenness+closeness+eigenvector+MCC,52,FALSE
NT5E,22,0.017133956386292833,0.03565774967589511,0.296398891966759,0.14239671187054423,0.20779220779220778,11,1255,2.9138374337899213,Up,143,0.17796610169491525,0.290611226108277,0.7700911243767734,0.14239671173853702,2.35314626379737e-6,0.27621350341295325,degree+betweenness+closeness+eigenvector+MCC,53,FALSE
PPARG,26,0.020249221183800622,0.022546339415966073,0.30666348220683065,0.1656689412374936,0.12923076923076923,7,162,1.3314071883908678,Up,154,0.211864406779661,0.18375302427894435,0.8111224358191012,0.1656689411090686,3.021184597060419e-7,0.274481822021047,degree+betweenness+closeness+eigenvector+MCC,54,FALSE
COL3A1,37,0.02881619937694704,0.0023861481201935624,0.2797385620915033,0.32511555534188813,0.34384384384384387,9,7560734.000000014,4.760600675945179,Up,110,0.3050847457627119,0.019447145071921988,0.7034937086148791,0.32511555523800606,0.014187807504401526,0.27346579243838415,degree+betweenness+closeness+eigenvector+MCC,55,FALSE
CDH5,28,0.021806853582554516,0.012574012455037769,0.30147922047428977,0.2452311474997726,0.22486772486772486,6,2551,1.0376112312968866,Up,110,0.2288135593220339,0.10247840118552132,0.7903990505917,0.24523114738359425,4.785106038822403e-6,0.2733853887177776,degree+betweenness+closeness+eigenvector+MCC,56,FALSE
FBN1,35,0.027258566978193146,0.004798275346942459,0.28269484808454426,0.30757197826825483,0.3411764705882353,9,5319114.000000015,3.1368035158192615,Up,110,0.288135593220339,0.03910602027482157,0.7153110621045016,0.30757197816167237,0.00998138028920738,0.2720212068101084,degree+betweenness+closeness+eigenvector+MCC,57,FALSE
FLT1,31,0.024143302180685357,0.0025454940765703054,0.29756662804171496,0.3048328423375652,0.210752688172043,6,1365,2.1538325568266377,Up,110,0.2542372881355932,0.020745817146827085,0.7747589914278039,0.30483284223056106,2.559562602726964e-6,0.27091549970067763,degree+betweenness+closeness+eigenvector+MCC,58,FALSE
GNG2,32,0.024922118380062305,0.02889261536669697,0.29476584022038566,0.08823940194001123,0.10887096774193548,11,440,2.7487627504791687,Up,143,0.2627118644067797,0.2354752740570939,0.7635632208521594,0.08823940179966783,8.237888435462882e-7,0.2699981169809089,degree+betweenness+closeness+eigenvector+MCC,59,FALSE
SELE,23,0.01791277258566978,0.004887957917345835,0.30147922047428977,0.3191360186196265,0.3952569169960474,7,43695.00000000001,2.704849364602832,Up,154,0.1864406779661017,0.03983693464778003,0.7903990505917,0.319136018514824,8.199232284717888e-5,0.26717893480865057,degree+betweenness+closeness+eigenvector+MCC,60,FALSE
BGN,32,0.024922118380062305,0.0024526781552946303,0.2879569410181655,0.30568559108187676,0.34475806451612906,9,5161088.000000015,1.2984695687693737,Up,110,0.2627118644067797,0.019989365914501355,0.7363455670333976,0.3056855909750039,0.009684842576701127,0.26688344618127674,degree+betweenness+closeness+eigenvector+MCC,61,FALSE
PPARGC1A,23,0.01791277258566978,0.03599512535628493,0.3016917293233083,0.061397245763292474,0.10276679841897232,2,62,1.9655106343741484,Up,100,0.1864406779661017,0.29336084326102396,0.7912485259788703,0.06139724561881739,1.1446724249732023e-7,0.2664894814584112,degree+betweenness+closeness+eigenvector+MCC,62,FALSE
SCARB2,26,0.020249221183800622,0.0077641517574782055,0.30325932923948984,0.2517376530384165,0.1753846153846154,7,1284,-1.0896198862863835,Down,154,0.211864406779661,0.06327796011919348,0.7975147946631002,0.2517376529232397,2.407565116787899e-6,0.2648794444100622,degree+betweenness+closeness+eigenvector+MCC,63,FALSE
CSF1,27,0.02102803738317757,0.0019222147144964427,0.2941580756013746,0.31942978675474637,0.31054131054131057,7,258893.00000000015,1.1856707658573784,Up,154,0.22033898305084745,0.01566608044816726,0.7611337639734115,0.3194297866499891,4.85813989256004e-4,0.2634108856223343,degree+betweenness+closeness+eigenvector+MCC,64,FALSE
SYK,25,0.019470404984423675,0.01123938849121471,0.3062977099236641,0.18757339630189132,0.26666666666666666,6,1464.9999999999998,-1.2372908863281236,Down,110,0.2033898305084746,0.09160119468636017,0.8096603105791683,0.18757339617683796,2.747213819935685e-6,0.2584454958329322,degree+betweenness+closeness+eigenvector+MCC,65,FALSE
OCLN,23,0.01791277258566978,0.02388297038719218,0.2942929177171671,0.14253787150635208,0.1660079051383399,12,357.99999999999994,-1.703479201809314,Down,75,0.1864406779661017,0.1946465879203119,0.7616727770970944,0.1425378713743666,6.699148454351364e-7,0.257059716854544,degree+betweenness+closeness+eigenvector+MCC,66,FALSE
FLNA,20,0.01557632398753894,0.02240785380323452,0.30261607353287767,0.14373151038745796,0.17894736842105263,9,325.99999999999994,1.76367087322671,Up,110,0.16101694915254236,0.18262436433601253,0.7949434669609946,0.14373151025565623,6.098664559283454e-7,0.25646338011433234,degree+betweenness+closeness+eigenvector+MCC,67,FALSE
THY1,24,0.018691588785046728,0.007259365503657253,0.30147922047428977,0.23495840515713026,0.25724637681159424,7,3129,1.2659976390869714,Up,154,0.19491525423728814,0.059163944134480936,0.7903990505917,0.23495840503937068,5.869730074288815e-6,0.2558885047465828,degree+betweenness+closeness+eigenvector+MCC,68,FALSE
MMP3,24,0.018691588785046728,0.005077907060077982,0.3036178765665642,0.24401349765207497,0.26811594202898553,7,43587.00000000002,3.6360028437504104,Up,154,0.19491525423728814,0.04138502317746428,0.7989480391180585,0.2440134975357092,8.178965953259348e-5,0.2558687207456105,degree+betweenness+closeness+eigenvector+MCC,69,FALSE
IRS1,24,0.018691588785046728,0.004925183345940836,0.3074712643678161,0.22600291906285483,0.2971014492753623,6,1043,2.628677405690297,Up,110,0.19491525423728814,0.040140322481973974,0.8143514357742633,0.22600291894371677,1.95532568331488e-6,0.2550823773525851,degree+betweenness+closeness+eigenvector+MCC,70,FALSE
CCR1,27,0.02102803738317757,0.003845142504949714,0.291156462585034,0.25867242424634557,0.35327635327635326,7,5248375.000000015,1.1305603279477698,Up,154,0.22033898305084745,0.03133797247670641,0.7491352218375538,0.2586724241322362,0.009848637694666103,0.253866647838402,degree+betweenness+closeness+eigenvector+MCC,71,FALSE
FGF9,22,0.017133956386292833,0.004468301244238441,0.3062246601478655,0.24437058920945456,0.19913419913419914,6,247,-1.2415307438166758,Down,110,0.17796610169491525,0.03641672609775188,0.8093683039786627,0.24437058909314377,4.616219943334554e-7,0.2536244364972936,degree+betweenness+closeness+eigenvector+MCC,72,FALSE
CXCL1,24,0.018691588785046728,0.0013060248341583433,0.2887339779626715,0.2996103674563833,0.5289855072463768,7,5678784.000000015,3.4639594610203233,Up,154,0.19491525423728814,0.010644123138235801,0.7394516671432444,0.2996103673485753,0.01065630542214199,0.2510555434578971,degree+betweenness+closeness+eigenvector+MCC,73,FALSE
COL4A2,28,0.021806853582554516,0.0020183022594448367,0.27261146496815286,0.2549030450786341,0.42063492063492064,9,41917449.00000017,3.4675150003765003,Up,110,0.2288135593220339,0.01644919546537946,0.6750041016351204,0.2549030449639445,0.07865860139483329,0.25076570055626235,degree+betweenness+closeness+eigenvector+MCC,74,FALSE
FGFR1,30,0.02336448598130841,0.00862417407768821,0.28744123572867697,0.1995338676338788,0.20919540229885056,6,1162.9999999999998,1.6780947344145345,Up,110,0.2457627118644068,0.07028715568617203,0.7342841048755753,0.19953386751066646,2.1805071439653456e-6,0.24997400408879286,degree+betweenness+closeness+eigenvector+MCC,75,FALSE
FGF18,21,0.016355140186915886,0.0016404383883594947,0.3046986236355007,0.2621929870340922,0.30476190476190473,6,1116,1.0411498119949325,Up,110,0.1694915254237288,0.013369598915506193,0.8032681793807259,0.26219298692052473,2.092311071877247e-6,0.2496648765903115,degree+betweenness+closeness+eigenvector+MCC,76,FALSE
LYN,25,0.019470404984423675,0.009931733844268827,0.30084348641049674,0.17573688100565185,0.26333333333333336,6,1268.9999999999998,1.8450489430056536,Up,110,0.2033898305084746,0.08094378854802428,0.7878577896396403,0.17573688087877656,2.379417434206591e-6,0.24958613379847,degree+betweenness+closeness+eigenvector+MCC,77,FALSE
TGFB2,22,0.017133956386292833,0.004242296022532811,0.298465829846583,0.2545960306786043,0.37662337662337664,10,24090.000000000007,-2.2110489660832737,Down,46,0.17796610169491525,0.034574779951858495,0.7783534290470484,0.2545960305638675,4.5203301713408984e-5,0.2491071089118806,degree+betweenness+closeness+eigenvector+MCC,78,FALSE
TIMP1,21,0.016355140186915886,0.001892573539836166,0.29456297315898144,0.29400294936017624,0.4523809523809524,7,457874.9999999998,1.9566848305544848,Up,154,0.1694915254237288,0.015424504403980271,0.7627522872071543,0.2940029492515051,8.59206134282262e-4,0.24850609448413014,degree+betweenness+closeness+eigenvector+MCC,79,FALSE
RAC2,28,0.021806853582554516,0.024705307046728846,0.28834493599820343,0.0685532898777807,0.08730158730158731,6,121,1.631139272327106,Up,110,0.2288135593220339,0.2013486447543495,0.7378965244989812,0.06855328973440711,2.2518146065046605e-7,0.24732244869824652,degree+betweenness+closeness+eigenvector+MCC,80,FALSE
FGF5,21,0.016355140186915886,0.0014867913875124636,0.30247349823321557,0.2519974539280407,0.3,6,334,1.2296048704334033,Up,110,0.1694915254237288,0.012117373418668408,0.7943735414805229,0.25199745381290384,6.248785533050432e-7,0.24559610380287547,degree+betweenness+closeness+eigenvector+MCC,81,FALSE
BMP4,28,0.021806853582554516,0.011527163867419666,0.29308377082857795,0.14282418962129895,0.15873015873015872,10,394,2.0041777169721673,Up,46,0.2288135593220339,0.0939465685723412,0.7568393759183955,0.14282418948935754,7.374692836302763e-7,0.24448488615428238,degree+betweenness+closeness+eigenvector+MCC,82,FALSE
CCL3,23,0.01791277258566978,0.002505633170181253,0.29089261440869957,0.26379503356060935,0.4505928853754941,7,1030950.9999999997,1.1186296192524896,Up,154,0.1864406779661017,0.020420950126759898,0.7480805244318642,0.26379503344728844,0.0019345902238133157,0.2441343552391655,degree+betweenness+closeness+eigenvector+MCC,83,FALSE
BMP2,28,0.021806853582554516,0.007334402319457807,0.292616226071103,0.17630447751595454,0.20105820105820107,10,592,1.7601224298383285,Up,46,0.2288135593220339,0.059775495374849906,0.7549704289747279,0.17630447738916663,1.1090186937035452e-6,0.24397301401589444,degree+betweenness+closeness+eigenvector+MCC,84,FALSE
CD86,24,0.018691588785046728,0.00453815865117278,0.28667113194909577,0.25086916264133646,0.36231884057971014,7,153088.0000000001,1.142069823234964,Up,154,0.19491525423728814,0.036986065073611504,0.7312057191549691,0.250869162526026,2.8726961888831597e-4,0.24285269412215663,degree+betweenness+closeness+eigenvector+MCC,85,FALSE
CD68,23,0.01791277258566978,0.00467623009027627,0.289907428313389,0.2446500592601129,0.3557312252964427,7,88653.00000000004,1.042095802901045,Up,154,0.1864406779661017,0.03811134949489747,0.7441423762389116,0.24465005914384513,0.00016635655707987603,0.2427021638801672,degree+betweenness+closeness+eigenvector+MCC,86,FALSE
ABL1,20,0.01557632398753894,0.02138583644866245,0.3,0.09170215121984807,0.11578947368421054,6,75,1.1348923606033932,Up,110,0.16101694915254236,0.17429490666648081,0.7844860667752094,0.09170215108003768,1.3886190073445406e-7,0.2423000425072342,degree+betweenness+closeness+eigenvector+MCC,87,FALSE
