gene,C1,C1_logFC,C1_FDR,C2,C2_logFC,C2_FDR,C3,C3_logFC,C3_FDR,module
CKMT1B,DOWN,-1.29940261667787,0.0029510736931715,NS,-0.431021391577255,0.639371790417932,NS,-0.688207814376359,0.190186374977143,DOWN IN LIMBUS
CLC,DOWN,-3.01285349037576,2.72880336692761e-05,NS,0.858521537900062,0.43518028192455,NS,-0.735557961324223,0.271446905276326,DOWN IN LIMBUS
CLCA2,DOWN,-1.67784358871327,0.0001735636299026,NS,0.650834771636084,0.386307102338593,DOWN,-1.11257676134174,0.026793282565497,DOWN IN LIMBUS
CLCA4,DOWN,-2.83720176229449,0.0002155899517233,NS,0.187652776632184,0.919057430369859,NS,-0.907188221524553,0.255311532622942,DOWN IN LIMBUS
CLDN1,DOWN,-2.13141752768641,0.0001712844826171,NS,-0.190064164933891,0.882822473370387,DOWN,-1.35948087200836,0.0314218031255491,DOWN IN LIMBUS
CLDN11,UP,1.64551088481117,0.0003651542723503,NS,-0.36622923832169,0.678697939638731,UP,1.92062069191513,0.0018717597300726,SHARED C1 & C3
CLDN4,DOWN,-1.16325415429572,0.0047046705078466,NS,-0.484866069027994,0.571663066540489,NS,-0.393228053812516,0.449124947569763,DOWN IN LIMBUS
CLDN5,UP,2.25632303436177,0.0002864499466854,NS,0.601570936313926,0.592424946999528,UP,1.70997620815451,0.0191010919059769,SHARED C1 & C3
CLDN7,DOWN,-1.45785394095189,0.0005217110430818,NS,-0.85277662635788,0.247375226641115,DOWN,-1.93610438407046,0.0011112700935699,DOWN IN LIMBUS
CLEC14A,UP,1.43516945021195,0.0003623767540554,NS,0.137856724408235,0.886183595701404,NS,0.896711659328004,0.0491964531064928,C1 SPECIFIC
CLEC1A,NS,0.827827214501837,0.0179365535504577,NS,0.86250143449089,0.232274884621308,UP,1.0495641149477,0.0324565086155749,C3 SPECIFIC
CLEC3B,UP,2.02772134158668,0.0018407612431949,NS,-0.58905253609286,0.663113770435944,UP,1.66011990473568,0.0415043412670688,SHARED C1 & C3
CLEC7A,DOWN,-1.85133154691726,2.6753562230795e-05,NS,0.59984109290856,0.371604577182719,NS,0.29984541526621,0.478078709843,DOWN IN LIMBUS
CLIC2,UP,1.89060005275708,0.0026994388332081,NS,-0.715481179952759,0.576251567795303,NS,0.982288009914119,0.192392262581091,C1 SPECIFIC
CLIC3,DOWN,-1.1484746000857,0.0419748868037394,NS,-1.07559875276247,0.38286829131734,NS,-0.939342276745181,0.213117385724306,DOWN IN LIMBUS
CLIC4,UP,3.7426670334671,1.30637394877782e-05,NS,0.814097875329365,0.535062244436877,NS,0.077564109985456,0.935299097948074,C1 SPECIFIC
CLIC5,UP,1.25589679293645,0.0021373055768068,NS,-0.322981227422413,0.716001919400737,NS,0.110969000053245,0.847004566121371,C1 SPECIFIC
CLIC6,UP,3.12177217017765,2.05283696892486e-05,NS,-0.265232142342256,0.853297309171264,UP,1.85976045616885,0.0136257820657624,SHARED C1 & C3
CLIP3,UP,1.23916140073996,0.0003405675347026,NS,1.13262358985936,0.0515876341104895,UP,1.30392584230522,0.0034469042504035,SHARED C1 & C3
CLLU1,DOWN,-1.44031832791597,0.0011240039529811,NS,-0.283933249118964,0.770104726306085,NS,-0.905932061699142,0.0815840672362603,DOWN IN LIMBUS
CLMP,UP,2.57447307196491,0.000438622700152,NS,1.4038437047643,0.27335931982315,NS,1.18491819285093,0.140231292380054,C1 SPECIFIC
CLSTN2,UP,1.50061379571225,0.0004972661390558,NS,0.776591577301232,0.305411214511982,UP,1.51921094863474,0.0056891005277534,SHARED C1 & C3
CLTRN,DOWN,-2.09789716489797,0.0008809439783934,NS,-0.246949753181521,0.875163172647056,DOWN,-1.75983901736038,0.0240437578236781,DOWN IN LIMBUS
CLU,DOWN,-2.50988787857669,5.25458404422838e-05,NS,-0.154422557628089,0.911904983806193,UP,1.37309259617966,0.0334261811737,C3 SPECIFIC
CMAHP,UP,2.0771139572637,0.0008093611258782,NS,-0.376745963504581,0.78072144705833,UP,1.55522892328941,0.0370812921316562,SHARED C1 & C3
CMKLR1,UP,1.26099560480115,0.0006274727261693,NS,0.493162229189514,0.470153336668839,UP,1.09970973280211,0.0158428163542319,SHARED C1 & C3
CMTM3,UP,1.18466914216156,0.000157257438291,NS,-0.186280555094678,0.76072338790423,NS,0.236394912569716,0.475390457430935,C1 SPECIFIC
CMTM7,NS,-0.0497804807807656,0.896167661470121,NS,0.153662710730323,0.882752151063905,DOWN,-1.77367723289405,0.002214865062113,DOWN IN LIMBUS
CNGA1,DOWN,-1.48478478203312,0.0037879328092606,NS,0.0027809182057794,0.998439214265333,NS,-0.982926970971431,0.121101765076432,DOWN IN LIMBUS
CNKSR3,NS,-0.550347163092554,0.190010807789795,NS,0.10302440519605,0.941929714890751,UP,1.27989621924921,0.0390777379024808,C3 SPECIFIC
CNN1,NS,0.799107879274596,0.0100780156942292,NS,0.579451689735195,0.369699530267858,UP,1.08797132891712,0.0139566523393974,C3 SPECIFIC
CNN3,UP,1.79521055252742,1.73100871623824e-05,NS,0.802053899522182,0.179275907920499,NS,0.812335155170897,0.0430489532533753,C1 SPECIFIC
CNOT3,DOWN,-1.02446332483066,0.0002841576101883,NS,-0.180952130950391,0.747057900802467,NS,-0.697092359130455,0.031355974586793,DOWN IN LIMBUS
CNR1,UP,1.08788451220443,0.0008111822033576,NS,0.223683969938063,0.742854512826363,NS,0.577816527387058,0.119132881468667,C1 SPECIFIC
CNRIP1,UP,2.53538550059017,3.47734298862589e-05,NS,0.591646747050063,0.547894380633654,UP,2.05776699536107,0.0032116615617494,SHARED C1 & C3
CNTLN,UP,1.1780639833905,0.0003606300996835,NS,0.418991442881596,0.483311867345142,NS,0.856248006053991,0.026997518970021,C1 SPECIFIC
CNTN1,UP,1.62409879728559,0.0422031788541788,NS,1.69981511793814,0.324201459666964,NS,0.68257700317317,0.541669773895428,C1 SPECIFIC
CNTN3,UP,2.95273312071133,2.05283696892486e-05,NS,1.94177224339808,0.0515721339160806,UP,2.95070675463703,0.0005959154277505,SHARED C1 & C3
CNTN4,DOWN,-3.68621712226523,3.3757050362228e-08,NS,0.575013864332003,0.386740720837814,NS,0.629749057410843,0.12663163248994,DOWN IN LIMBUS
CNTNAP2,DOWN,-2.46657487540481,0.0001963863705324,NS,-0.566835047651383,0.637799902359116,DOWN,-1.79473021680079,0.0182553970621964,DOWN IN LIMBUS
CNTNAP3,NS,-0.51163053051429,0.0706431446179341,NS,-1.01823100161922,0.097895337912163,DOWN,-1.7750704486855,0.0006106983244221,DOWN IN LIMBUS
CNTNAP3B,NS,-0.51163053051429,0.0706431446179341,NS,-1.01823100161922,0.097895337912163,DOWN,-1.7750704486855,0.0006106983244221,DOWN IN LIMBUS
CNTNAP3P2,NS,-0.51163053051429,0.0706431446179341,NS,-1.01823100161922,0.097895337912163,DOWN,-1.7750704486855,0.0006106983244221,DOWN IN LIMBUS
CNTNAP4,NS,0.67056943139885,0.0018166160837546,UP,0.933993239539777,0.0193648491199776,NS,0.476866840162053,0.0673767330252933,C2 SPECIFIC
COBL,DOWN,-1.13093733358522,0.0004420480158229,NS,-0.30209872150575,0.618164637785704,NS,-0.432951255878608,0.214150122100688,DOWN IN LIMBUS
COBLL1,DOWN,-1.5842959742991,7.23580173885849e-06,NS,-0.624243177745061,0.195527598309129,NS,-0.0538167622053844,0.885173259585472,DOWN IN LIMBUS
COCH,UP,2.08482399742404,0.0133473411774956,NS,1.68611930841445,0.332010730032449,NS,1.80209706695079,0.102561513517943,C1 SPECIFIC
COL11A1,UP,1.49633695969802,0.014873038522553,NS,1.48065840290239,0.24028380042009,NS,1.28678809904278,0.109930564700557,C1 SPECIFIC
COL13A1,UP,1.17147889629448,0.0016857265425369,NS,1.23143936704444,0.0769145202593103,UP,1.3515550612048,0.0072592873232234,SHARED C1 & C3
COL14A1,UP,3.51123269938883,3.40317983662617e-07,NS,-0.614358788586127,0.444303991581355,UP,2.58367662911177,0.0002481752733835,SHARED C1 & C3
COL15A1,UP,3.33938023572895,0.0001955865615002,NS,-0.196646326524516,0.927717989883192,UP,2.19758483980373,0.0293206181890947,SHARED C1 & C3
COL16A1,UP,1.59261223691686,0.0002242684100282,NS,1.0027162064628,0.166209093633819,UP,1.41923532370716,0.0065762919280902,SHARED C1 & C3
COL17A1,DOWN,-1.20458370052523,9.60846281114153e-05,UP,1.40743914794612,0.0055504026354281,DOWN,-1.02481119076831,0.0048536206307187,C2 SPECIFIC
COL1A1,UP,3.65294205286332,1.31023916856223e-06,NS,0.219432248449582,0.862536838751784,UP,2.45807943562336,0.0010986232324334,SHARED C1 & C3
COL1A2,UP,3.25242309022047,8.78472204946865e-05,NS,0.227510708097459,0.904078990528642,UP,2.45261671799679,0.0092836384529554,SHARED C1 & C3
COL24A1,UP,1.22902442996667,0.0008881486190825,NS,1.27066502388678,0.0531420791911386,UP,1.182625538108,0.0122519682198608,SHARED C1 & C3
COL3A1,UP,4.76060067594518,5.22030151084394e-08,NS,-0.54173135862184,0.558258538227585,UP,3.06314843448731,0.0002007114516155,SHARED C1 & C3
COL4A1,UP,3.65923953738175,2.39797282181351e-07,NS,0.733499888973459,0.356647257184449,UP,2.36422264657668,0.0005053495044558,SHARED C1 & C3
COL4A2,UP,3.4675150003765,6.16925383356978e-07,NS,0.461812726342616,0.597585005820816,UP,2.1058778152708,0.0012864245242444,SHARED C1 & C3
COL5A1,UP,1.65960994102382,0.0010265743412523,NS,1.0651766616914,0.247375226641115,UP,1.68534153669998,0.010114928333497,SHARED C1 & C3
COL6A1,UP,2.40943654323093,3.5357466413277e-05,NS,0.709082924534554,0.432004773243342,UP,1.9637452536004,0.0031589243826116,SHARED C1 & C3
COL6A2,UP,1.54770382055129,0.0004549360555424,NS,0.695190257373066,0.37658196035847,UP,1.66666885902599,0.0037502606477639,SHARED C1 & C3
COL6A3,UP,2.73206158862657,4.99202596896674e-05,NS,0.444592619830722,0.706413601994742,UP,1.61727955869219,0.0231413267093342,SHARED C1 & C3
COL8A1,UP,1.56184234722014,0.0298763910019108,UP,3.83090666113666,0.012834335852984,UP,2.17845860985762,0.0335050675395673,CORE — all 3 contrasts
COL8A2,UP,1.5979357639426,0.0259958192512858,UP,3.1995001477786,0.0324308892980941,UP,2.23393546890747,0.0293622999443967,CORE — all 3 contrasts
COLEC12,NS,0.0485115703766414,0.916776478914762,NS,-0.198485788572125,0.873560997213939,UP,1.73238199223956,0.007722299641373,C3 SPECIFIC
COMP,UP,1.6253093348221,0.0374059516888583,NS,1.68555210357765,0.313880645533633,NS,1.70704512239104,0.107878925316366,C1 SPECIFIC
COPS8,DOWN,-1.12584125468981,4.12106142353809e-05,NS,0.006357428444355,0.993318521103952,NS,0.10047853747475,0.730594071715343,DOWN IN LIMBUS
COPZ2,UP,1.06882412003996,0.0054205825057079,NS,0.641312762491115,0.409997723957713,UP,1.12216545010613,0.0296275926040589,SHARED C1 & C3
CORO1A,UP,1.24081802818638,0.0013720272043345,NS,-0.180899145764653,0.850452927437516,NS,0.775426743612868,0.0913985521950003,C1 SPECIFIC
CORO2A,DOWN,-1.26457500276537,0.0001509030280866,NS,0.0097183562446669,0.992133106471244,DOWN,-1.58994675284561,0.0005883885402658,DOWN IN LIMBUS
COTL1,UP,1.56964097160792,6.13545724652732e-05,NS,0.0184275283454358,0.98757233900375,NS,0.289886567465991,0.458704041062301,C1 SPECIFIC
CP,UP,3.28264939729872,0.0188082277924868,NS,-2.02557229829888,0.513071173823826,NS,0.169001704589784,0.94042430951004,C1 SPECIFIC
CPA3,UP,2.56868835646612,0.0002671797286737,NS,0.225382441682251,0.894159071938551,UP,1.99293893589612,0.0160835252759001,SHARED C1 & C3
CPA6,NS,0.247818639148082,0.286367230445616,NS,0.253077100128656,0.655445016148312,DOWN,-1.47783655913058,0.0006154139658836,DOWN IN LIMBUS
CPAMD8,DOWN,-1.88210205591064,0.0001055936079611,NS,0.705607292330019,0.37658196035847,NS,0.655231340028095,0.179913474492465,DOWN IN LIMBUS
CPE,UP,3.54796937703346,3.79997720913849e-05,NS,0.541229979694428,0.718239393624774,UP,1.80322202462181,0.0387492050542112,SHARED C1 & C3
CPEB2,DOWN,-1.19873994389246,0.0028390058318791,NS,-0.235626451773703,0.809797216839306,NS,0.890149396290704,0.0732711098004421,DOWN IN LIMBUS
CPEB3,DOWN,-1.53623616063594,0.0002286446708829,NS,-0.412064575629896,0.577300510790017,NS,-0.570419455373687,0.190466392300245,DOWN IN LIMBUS
CPED1,UP,2.47317402283836,3.63596128644214e-06,NS,0.519096731686486,0.481991266971695,UP,1.96116943010072,0.000761758529851,SHARED C1 & C3
CPNE8,UP,1.35337358383529,0.0001836399651998,NS,-0.0876266847417293,0.919535950599226,NS,-0.476569536110124,0.20125936795268,C1 SPECIFIC
CPQ,UP,2.14329915633991,1.86707918339703e-05,NS,0.374091472709264,0.639371790417932,UP,1.08706528277929,0.0281640357345438,SHARED C1 & C3
CPVL,DOWN,-2.03914855326608,0.0081396871211685,NS,-0.003974833668539,0.998486050957243,NS,0.187936531966907,0.872942973165162,DOWN IN LIMBUS
CPXM1,UP,1.1864649649371,0.0412668283046533,NS,0.692542102360985,0.603771711647024,NS,1.30157549842785,0.101525948697947,C1 SPECIFIC
CPXM2,NS,-0.911774193811638,0.042202206998498,UP,2.71764146737017,0.0055504026354281,UP,3.18195658278753,0.0002503545287537,SHARED C2 & C3
CPZ,NS,0.846351832803373,0.0348923407828969,NS,0.648380283467409,0.466186235322766,UP,1.15896177274187,0.0417028704085446,C3 SPECIFIC
CR1,NS,-0.146345509719711,0.562834860358385,DOWN,-1.04264032204052,0.0497729191997527,NS,0.0417877444074715,0.921401772645851,DOWN IN LIMBUS
CRABP1,UP,1.13168048275676,0.0221891310904531,NS,1.37493918438273,0.179275907920499,NS,1.29248642626044,0.0559824436755662,C1 SPECIFIC
CRABP2,UP,1.03487433728459,0.0209184744248515,NS,-0.230262815176339,0.854549036749922,NS,-0.40321623221112,0.505531281200996,C1 SPECIFIC
CRACDL,DOWN,-1.34877119675487,7.44042909652891e-05,NS,-0.0800521918969554,0.918204501184712,NS,-0.0428927505210854,0.918531220114477,DOWN IN LIMBUS
CRCT1,NS,0.0664683127181096,0.871933858026679,NS,0.0865234578764924,0.945828231710523,DOWN,-1.17377503139248,0.0333522666616221,DOWN IN LIMBUS
CREB5,UP,1.78997795751948,0.0001045036641952,NS,-0.149443224852077,0.884621015719301,UP,1.45197347627286,0.0067575998474318,SHARED C1 & C3
CREBRF,NS,0.28951613574372,0.308981724267014,NS,0.325135168742174,0.635900993975772,UP,1.10646278220153,0.012490157469918,C3 SPECIFIC
CREG2,DOWN,-3.24740299369159,6.9248965363079e-06,NS,1.50006007302887,0.127351069322638,NS,-0.464064658561989,0.468498655166656,DOWN IN LIMBUS
CRIM1,NS,-0.47150001054581,0.0229411079629604,NS,0.665154390834267,0.122652186947458,UP,1.29194918800827,0.0005263851410622,C3 SPECIFIC
CRISPLD1,UP,1.60010667812541,0.0012288500591036,NS,-0.0191816695787024,0.990979654702743,NS,0.383212433047807,0.515810786003188,C1 SPECIFIC
CRISPLD2,UP,3.43505721449282,0.0001054643215943,NS,1.2651720856637,0.38286829131734,UP,3.1255387961184,0.0034684423715082,SHARED C1 & C3
CRLF1,DOWN,-1.50235979144678,0.0009103618342208,NS,1.36557592706454,0.097895337912163,NS,0.0987299174341567,0.873843017132694,DOWN IN LIMBUS
CRTAC1,DOWN,-3.26066247705822,0.000157257438291,NS,2.51440513241639,0.0765997406308035,UP,2.99421337615253,0.0043541883278749,C3 SPECIFIC
CRYBG1,DOWN,-1.87990902003712,6.44368375149932e-06,NS,0.499230492636141,0.390746601053444,NS,-0.148145652975462,0.70691080565434,DOWN IN LIMBUS
CSF1,UP,1.18567076585738,6.46303872017515e-06,NS,0.497483354026802,0.167313410196858,UP,1.02412898262895,0.0006648811612024,SHARED C1 & C3
CSF2RB,UP,1.79014425746001,0.0002492342937841,NS,-0.120517058144692,0.919482584725756,UP,1.19686578771018,0.0314024656805156,SHARED C1 & C3
CSGALNACT1,UP,2.99984421597751,3.22759565911024e-06,NS,0.0619158265351052,0.963047686349035,UP,1.6252409928812,0.0074156918842111,SHARED C1 & C3
CSGALNACT2,UP,1.3196527833969,0.0001045036641952,NS,0.663734731324567,0.221428407228734,NS,0.58772353460415,0.0930559148757934,C1 SPECIFIC
CSRNP1,NS,-0.643567196214992,0.244262678644281,NS,-0.09747220208558,0.960948627381865,UP,1.63822814988837,0.0436233841984989,C3 SPECIFIC
CSTA,NS,-0.330574225764851,0.485404781763604,NS,-0.711419913850417,0.513535562876853,DOWN,-2.06104512660442,0.005674546524667,DOWN IN LIMBUS
CTHRC1,UP,4.63575364526727,2.25917070272161e-05,NS,-0.0411493092091906,0.989030763801485,UP,3.4323635567784,0.004165771173579,SHARED C1 & C3
CTSC,DOWN,-1.03186570461033,0.0001850035559674,NS,0.0804084892097485,0.902062478221969,DOWN,-1.76209944437464,9.60917310102315e-05,DOWN IN LIMBUS
CTSF,NS,0.0116493284574268,0.940603627437797,UP,0.652351017644722,0.0288086798105972,UP,1.39326973228745,1.32272940709872e-05,SHARED C2 & C3
CTSK,UP,2.92230703811472,1.20063757416571e-08,NS,-0.348633958827866,0.46231650411561,UP,1.7104197106941,0.0001262550742236,SHARED C1 & C3
CTSV,DOWN,-3.04209486487658,0.0001189482376676,NS,1.75697372251278,0.169231738084478,DOWN,-1.83600923468881,0.0333522666616221,DOWN IN LIMBUS
CTSZ,UP,1.49145657845005,0.0009536682415123,NS,0.561098416358382,0.518605027897252,NS,0.0186661421934975,0.977733784174424,C1 SPECIFIC
CWH43,NS,0.446016675732051,0.228300305663389,NS,-0.0202714356274027,0.989030763801485,DOWN,-3.03470276021972,0.0001311301391332,DOWN IN LIMBUS
CXADR,DOWN,-1.70517497288726,0.0093025737992404,NS,-0.762924599630055,0.587879318736478,NS,-0.85570346991002,0.303640787556381,DOWN IN LIMBUS
CXCL1,UP,3.46395946102032,0.000100751815436,NS,-0.215834748264706,0.917804428879256,NS,0.448930787270804,0.637468893036463,C1 SPECIFIC
CXCL10,NS,0.0815352352490626,0.871851775592186,NS,-0.589543701357846,0.579615562834626,DOWN,-1.71787429292768,0.0143874927590323,DOWN IN LIMBUS
CXCL12,UP,5.38135898122799,1.2906940143336e-08,NS,-0.309148995829547,0.758612775539709,UP,4.02444631278207,1.16947710960298e-05,SHARED C1 & C3
CXCL14,DOWN,-2.23605856982741,0.0017945181370507,NS,1.34070307894173,0.320294932924576,UP,2.25487914678637,0.0158682738189509,C3 SPECIFIC
CXCL2,UP,3.04193721810055,0.0023698010068194,NS,-0.21288777887098,0.941423520829239,NS,1.26596503116136,0.287346100263262,C1 SPECIFIC
CXCL5,NS,0.197539815121998,0.463782115870451,NS,0.157884638895033,0.834736902929496,DOWN,-1.02246313781676,0.0129978350992678,DOWN IN LIMBUS
CXCL6,UP,1.55795343024132,0.009314754139953,NS,-1.97215436512777,0.101966920429467,NS,-0.821889433518426,0.278867695829243,C1 SPECIFIC
CXCL8,UP,2.11468342175027,0.0077920031873899,NS,-0.184810528327924,0.939820054073434,NS,-0.62390855358666,0.550342391888847,C1 SPECIFIC
CXCR4,UP,1.57221803127129,0.004280938881393,NS,0.214180422437732,0.886464068194665,NS,1.32393800580831,0.0590823774142347,C1 SPECIFIC
CYB5R2,NS,0.388436383656916,0.145224779982925,NS,-0.1663243167652,0.826041486390387,DOWN,-1.5944997065863,0.0009031405905669,DOWN IN LIMBUS
CYB5R3,UP,1.56042881316789,1.66217634940181e-08,NS,0.116507844735221,0.683715774581711,NS,0.675194031115337,0.0010986232324334,C1 SPECIFIC
CYBB,UP,1.7685596850016,0.0042928566784811,NS,-0.61186846466546,0.646833204942493,NS,1.48926762407502,0.0591458811065116,C1 SPECIFIC
CYBRD1,NS,0.0505053526614301,0.925025582738154,NS,0.726839422822708,0.512370112050984,UP,2.03856781737147,0.0066961482168965,C3 SPECIFIC
CYGB,UP,1.32177661740589,0.0009845262094911,NS,0.40773215034359,0.601930119225436,UP,1.04187387697461,0.0339537719530553,SHARED C1 & C3
CYP1B1,UP,4.33541423117502,0.0001642325519904,NS,0.689046828690167,0.758965208991067,NS,1.66476731169951,0.16241170303018,C1 SPECIFIC
CYP26A1,DOWN,-2.42464783674405,0.0092037880158537,NS,-0.099867256355914,0.974348748979253,NS,0.391235094428856,0.77013749924423,DOWN IN LIMBUS
CYP26B1,UP,1.96006321823188,0.0005018098096401,NS,0.764549531376924,0.454170404699807,UP,1.59784597571785,0.0191902919671392,SHARED C1 & C3
CYP27C1,DOWN,-1.66632110157245,0.0001269942511129,NS,0.292068642853732,0.718778112435684,DOWN,-1.44320630369702,0.0052917562146992,DOWN IN LIMBUS
CYP2C18,DOWN,-1.39934744840359,0.0195897031056422,NS,-0.0757932796925926,0.969971943284093,NS,1.28401563096778,0.106642908016495,DOWN IN LIMBUS
CYP2U1,NS,0.977897534820711,2.46506588060887e-05,NS,0.0777163758329156,0.86819350290386,UP,1.02248309529701,0.0005263851410622,C3 SPECIFIC
CYP4B1,UP,2.24494709716075,0.0445619786755948,NS,-0.981834896160409,0.721893678848614,NS,1.8371752540888,0.219296890276973,C1 SPECIFIC
CYP4X1,UP,3.68472428834703,0.000157257438291,NS,-0.0693491070687386,0.98062078876639,NS,1.33149743536388,0.182947503169789,C1 SPECIFIC
CYP51A1,NS,-0.402937986825396,0.235533624461984,NS,-0.298673780199337,0.730135605904647,DOWN,-1.00975210293674,0.0430564086513452,DOWN IN LIMBUS
CYS1,DOWN,-1.18682817126598,0.0163999692826561,NS,0.957246718311689,0.35843597834361,NS,-0.29435386545971,0.670224385682739,DOWN IN LIMBUS
CYSLTR1,UP,1.81575105157414,0.0018636562742856,NS,-0.831914590891818,0.466186235322766,NS,0.398301216596,0.581139689407632,C1 SPECIFIC
CYSRT1,DOWN,-1.24922463237285,0.0006851626348469,NS,-0.19307191926214,0.817131801500994,NS,-0.598107657047518,0.148936642641205,DOWN IN LIMBUS
CYTH3,UP,1.5813819501223,1.13155012721514e-06,NS,0.55619745708745,0.165870512666263,NS,0.618253108392993,0.0233145692513929,C1 SPECIFIC
CYTIP,UP,1.11865272889397,0.0263515974283463,NS,-0.346497916045123,0.789951410387599,NS,0.996854264257387,0.137105345247771,C1 SPECIFIC
CYTL1,UP,2.24376396987443,0.0004609082389706,UP,5.43896632146894,2.93356701633502e-05,UP,3.22390099172869,0.0006106983244221,CORE — all 3 contrasts
CYTOR,UP,1.32675221524926,0.0013302663230803,NS,-0.0794529087074949,0.946833051593211,NS,-0.657062708340257,0.170121987248273,C1 SPECIFIC
CYYR1,UP,1.61026375655857,0.0012158094748138,NS,0.420349077644501,0.679428717414638,NS,0.441919811035932,0.451195532745543,C1 SPECIFIC
DAAM1,DOWN,-1.51077361743902,0.0002213061203206,NS,0.0505884525505103,0.962402318644892,NS,-0.546539438275541,0.19898168111825,DOWN IN LIMBUS
DAAM2,UP,1.48613530893106,0.0034292353233945,NS,0.230313054597345,0.863222802439948,UP,1.65358420905336,0.0158512186711733,SHARED C1 & C3
DAB2,UP,3.56230609917042,7.63356373245798e-07,NS,0.40979673483783,0.668708138448887,UP,1.59721027618192,0.0095488606832583,SHARED C1 & C3
DACT1,UP,2.08456903949464,0.0033510864891532,NS,1.36357216232087,0.324201459666964,UP,2.00446532378658,0.0312807691839105,SHARED C1 & C3
DAPL1,DOWN,-2.84497230570198,2.08614783325897e-05,NS,0.557921060120748,0.593323753130151,UP,1.41180559216841,0.0327798233382992,C3 SPECIFIC
DAPP1,NS,-0.848054606435501,0.0428894074722356,NS,-0.620630890100705,0.516212216454509,DOWN,-1.57115992549641,0.0129978350992678,DOWN IN LIMBUS
DBN1,UP,1.24259044764547,0.0005844126232196,NS,-0.251364407722329,0.733546567793478,NS,-0.435931224911795,0.274966395552662,C1 SPECIFIC
DBP,DOWN,-1.12703985983342,0.0009590341578463,NS,-0.0530359365800148,0.957687432385494,NS,0.189516746872603,0.64761308933026,DOWN IN LIMBUS
DCAF16,NS,0.292608160504342,0.257618438045908,NS,0.074601845472035,0.928700106554479,UP,1.05433952382296,0.0096323866746613,C3 SPECIFIC
DCBLD2,NS,0.761772986364411,0.202709361858576,NS,0.332059772402507,0.850947459438798,DOWN,-2.37883966454214,0.011045891427129,DOWN IN LIMBUS
DCDC1,DOWN,-4.09810017479122,1.0521897283695e-06,NS,-0.0966556915489347,0.952592965251099,NS,1.08842122040787,0.0956354579661999,DOWN IN LIMBUS
DCHS1,UP,2.27829618871773,2.51708909700563e-05,NS,0.658118137923625,0.423055914811575,UP,1.7849919986085,0.0032116615617494,SHARED C1 & C3
DCLK1,UP,1.55688591216748,0.0292996180549386,NS,-0.237103117591797,0.914553901417025,UP,2.05859206437888,0.040916415187474,SHARED C1 & C3
DCLK2,DOWN,-1.4620549964894,0.0005971478728928,NS,0.418846986955931,0.603833490564712,NS,0.761861462536179,0.111773308582946,DOWN IN LIMBUS
DCN,UP,1.35805670614983,0.0228793951880046,NS,0.909945890717747,0.493180743044682,UP,2.63613456484778,0.0045052165978083,SHARED C1 & C3
DCT,UP,4.53552939257668,0.0036194620884325,NS,-0.193665443993263,0.968908228331842,NS,3.11667203283898,0.106270197624741,C1 SPECIFIC
DCXR,NS,-0.41192809419233,0.114368659433373,NS,0.336258341495389,0.579856026128937,UP,1.00164364927913,0.0129605687046317,C3 SPECIFIC
DDAH1,UP,1.27613088974528,0.0091509930556412,NS,1.18081880722149,0.231747041688149,UP,1.85007303196153,0.0089828513629161,SHARED C1 & C3
DDIT4,UP,2.19517894696742,2.22217779579532e-06,NS,-0.125218443561899,0.877704556786907,NS,-0.840966139536977,0.0349703183462671,C1 SPECIFIC
DDIT4L,UP,1.23009515877141,0.024256319272857,NS,1.37588140187758,0.229727997257715,NS,1.08679682197167,0.13375793673304,C1 SPECIFIC
DDR2,UP,3.1821947705547,5.53044295932023e-07,NS,0.676813716265507,0.371604577182719,UP,2.92388760443128,7.85896586579628e-05,SHARED C1 & C3
DDX25,DOWN,-1.23071365282601,0.0024095727729317,NS,0.477251180568201,0.560350328815265,NS,-0.234991543699093,0.649560014810413,DOWN IN LIMBUS
DEGS1,UP,1.71259150224421,5.41743343109757e-05,NS,0.0191729319782681,0.987967126207833,NS,0.779743676053952,0.0662646831311644,C1 SPECIFIC
DENND2B,UP,1.14233192638388,0.0003350927399259,NS,0.0324043865152461,0.971083681376286,NS,0.78074899608515,0.0334261811737,C1 SPECIFIC
DENND2C,DOWN,-1.29804932709786,0.002373652843136,NS,-0.293715847974575,0.761156720835276,NS,-0.468639157948024,0.361103448353454,DOWN IN LIMBUS
DENND2D,DOWN,-1.52274959436228,1.30231530898093e-05,NS,-0.50547512661751,0.310840430570372,NS,-0.654226664850888,0.0467890023183094,DOWN IN LIMBUS
DENND4A,DOWN,-1.03451831849309,0.0013275113960148,NS,-0.0070615232602433,0.994809531743969,NS,0.346434699303921,0.355763306091264,DOWN IN LIMBUS
DENND5A,UP,1.34241351228532,2.04406884853551e-05,NS,0.469991585526921,0.309254608083692,NS,0.907819030859685,0.0065516842455629,C1 SPECIFIC
DEPP1,UP,3.58724173648447,4.38873625033728e-07,NS,0.111660103401451,0.926305937787706,UP,1.85877431283879,0.0027322692841563,SHARED C1 & C3
DEPTOR,UP,1.7875282724022,2.44888666463766e-06,NS,0.0399075258625352,0.95935628904279,UP,1.52235487814393,0.0004104935243824,SHARED C1 & C3
DGKB,DOWN,-2.67777838876135,6.16925383356978e-07,NS,0.124515264457,0.888483801536949,NS,0.147382176451453,0.739131815474436,DOWN IN LIMBUS
