gene,C1,C1_logFC,C1_FDR,C2,C2_logFC,C2_FDR,C3,C3_logFC,C3_FDR,module
ACAT2,NS,-0.387691290170999,0.311528072589465,NS,-0.452740445514765,0.62227879301513,DOWN,-1.43071056637138,0.0152714504418815,DOWN IN LIMBUS
ACKR1,UP,2.97454534786876,0.0001719836779029,NS,0.69502408848195,0.625329716522438,UP,2.29898668118872,0.0125753961484164,SHARED C1 & C3
ACKR3,UP,1.18251541759171,0.0125739272468002,NS,-0.279737375761886,0.822354863169286,NS,-0.0281324103081122,0.972075965766398,C1 SPECIFIC
ACKR4,UP,2.65616185523617,6.32395496780623e-05,NS,-1.45380187848453,0.165135714170937,UP,1.45296237513021,0.0362384265618263,SHARED C1 & C3
ACOT7,NS,0.0924791808815701,0.755002972565224,NS,0.186386135637928,0.810067459643597,DOWN,-1.06756879500974,0.0129978350992678,DOWN IN LIMBUS
ACOX2,NS,0.610680587003234,0.0390215428728036,NS,0.691724234317568,0.278736575295344,UP,1.04429529423344,0.0173510286574507,C3 SPECIFIC
ACSL4,UP,1.51366652203453,0.0028436924606134,NS,0.757956291407094,0.450885801620895,NS,-0.203850797846632,0.76809565815532,C1 SPECIFIC
ACSL5,UP,2.05708762848032,0.0003400417009263,NS,-1.26093492177163,0.194246334369038,NS,0.759854229277773,0.214631299383822,C1 SPECIFIC
ACSS3,NS,0.578684655552892,0.0479669178137456,NS,1.03791379999957,0.0984290154632084,UP,1.88109829626736,0.0005263851410622,C3 SPECIFIC
ACTA2,UP,2.74833466804834,8.92182656158652e-06,NS,0.809347665585786,0.356647257184449,UP,1.99296740006964,0.0025945681134711,SHARED C1 & C3
ACTG2,UP,1.04276917053205,0.0262603294705436,NS,0.592322260479668,0.571663066540489,UP,1.56198417994894,0.0216929992429486,SHARED C1 & C3
ACTN1,UP,2.10419545765239,0.0023157316365055,NS,0.757391870434247,0.587879318736478,NS,-0.805301971587394,0.329727528300735,C1 SPECIFIC
ACTR3C,NS,-0.499232618255293,0.0014608165854077,DOWN,-0.597151885693689,0.0376019593302066,NS,-0.613521619573193,0.0045052165978083,DOWN IN LIMBUS
ACVRL1,UP,1.40441737161823,0.0001105590315743,NS,0.0990006156442789,0.906379638207616,UP,1.17452302612304,0.0058608835182697,SHARED C1 & C3
ADA,UP,1.2602857701414,0.0007981679738557,NS,0.317079714682365,0.670881446355686,NS,-0.42072649885796,0.321362244721352,C1 SPECIFIC
ADA2,UP,1.17300021690887,0.0058203058157404,NS,-0.390053352529357,0.677901943029614,NS,0.610519599270416,0.246438269743325,C1 SPECIFIC
ADAM19,NS,0.702779692727863,0.120507941121233,NS,0.0081663621554479,0.996546599473231,DOWN,-2.2965395142306,0.0025744421218325,DOWN IN LIMBUS
ADAM28,UP,2.20422703988798,0.000658436198728,NS,-1.00818627445084,0.390438366400826,NS,-0.539491378111655,0.466279801756366,C1 SPECIFIC
