"","Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","status"
"XR_429119","XR_429119",-0.279455314747345,7.16429330862449,-1.55806750008777,0.139629944134459,0.300488738174329,-5.40829835651098,"NS"
"RFPL2","RFPL2",-0.226031018640366,4.78002557797038,-1.55798084319313,0.139650428648039,0.300488738174329,-5.40841982851864,"NS"
"ZNF540","ZNF540",-0.356881881777056,4.97087882663618,-1.55796986604374,0.139653023678637,0.300488738174329,-5.40843521547977,"NS"
"MEFV","MEFV",0.258280731287224,5.03117019940787,1.55778862516678,0.139695875458257,0.300553998095114,-5.40868925432558,"NS"
"SNORD45B","SNORD45B",0.536428676876846,7.1729645291892,1.55758205412356,0.139744729757728,0.300632159509276,-5.40897877158674,"NS"
"RABAC1","RABAC1",-0.342128121975682,10.1227867341851,-1.55691534401288,0.139902506148304,0.30094460947944,-5.40991300265176,"NS"
"GKN1","GKN1",-0.147764304410947,3.6536660866489,-1.55678742721394,0.139932794779921,0.300982788807927,-5.41009221377519,"NS"
"FAM151A","FAM151A",0.153847846887986,4.1080301083322,1.55639528745143,0.140025681719234,0.301128609678798,-5.41064153446822,"NS"
"XM_006710599","XM_006710599",0.153847846887986,4.1080301083322,1.55639528745143,0.140025681719234,0.301128609678798,-5.41064153446822,"NS"
"KRIT1","KRIT1",0.292591715427401,8.50914957898308,1.55606529484995,0.140103888150453,0.301269801414368,-5.41110372030573,"NS"
"TLE3","TLE3",0.307133041638254,6.43722948518353,1.55595452963022,0.140130147180463,0.301275132292646,-5.41125884162501,"NS"
"CIPC","CIPC",0.350190634351643,8.90271833682893,1.55594894423835,0.140131471415511,0.301275132292646,-5.41126666348458,"NS"
"UVSSA","UVSSA",0.272275739611671,7.70285819981521,1.55556820028516,0.140221766585083,0.301415264335945,-5.41179981480795,"NS"
"XM_006713898","XM_006713898",0.272275739611671,7.70285819981521,1.55556820028516,0.140221766585083,0.301415264335945,-5.41179981480795,"NS"
"H4C9","H4C9",-0.281991292364985,4.5777019699289,-1.55525124013518,0.140296972670356,0.301549918333831,-5.41224357862489,"NS"
"CLDND1","CLDND1",-0.289956290726792,9.66312290895383,-1.55514827747489,0.140321410270207,0.30157543779598,-5.41238771868049,"NS"
"POM121","POM121",0.328867037265486,9.19711760329855,1.55494577076852,0.14036948458597,0.301651374004993,-5.41267119289924,"NS"
"NAA25","NAA25",-0.354102267127862,5.76046003463961,-1.55489357257508,0.140381878494949,0.301651374004993,-5.41274425698706,"NS"
"SNORD28","SNORD28",0.477967867974645,9.36513184357753,1.55477317212981,0.140410469837043,0.30168580225841,-5.41291277999214,"NS"
"PTPRN","PTPRN",0.191857672845596,5.10602150088604,1.55469132476507,0.140429908839561,0.3016862795141,-5.41302733535378,"NS"
"PCDH10","PCDH10",0.790984896388338,2.85137016063067,1.55466639415192,0.140435830389594,0.3016862795141,-5.41306222792052,"NS"
"CTAG2","CTAG2",0.778649742259311,5.94250310567162,1.55453883854819,0.140466130858678,0.301695481640151,-5.41324074679137,"NS"
"ACOX1","ACOX1",-0.315259361446931,6.37842050289969,-1.55450516813822,0.140474130090659,0.301695481640151,-5.41328786803472,"NS"
"TK1","TK1",-0.438509734882513,6.72590478755107,-1.55443672175414,0.140490392396132,0.301695481640151,-5.41338365547164,"NS"
"XM_005257631","XM_005257631",-0.438509734882513,6.72590478755107,-1.55443672175414,0.140490392396132,0.301695481640151,-5.41338365547164,"NS"
"ASMTL","ASMTL",0.230966544613122,7.56805597651355,1.55427637085649,0.140528496702679,0.301713404619523,-5.41360804695591,"NS"
"CA5BP1","CA5BP1",-0.456444866187425,5.05657152563653,-1.55423023477609,0.140539461673761,0.301713404619523,-5.41367260566703,"NS"
"CLBA1","CLBA1",-0.23725395555913,6.1940163182149,-1.55416617217554,0.140554688366466,0.301713404619523,-5.413762246856,"NS"
"XM_005267317","XM_005267317",-0.23725395555913,6.1940163182149,-1.55416617217554,0.140554688366466,0.301713404619523,-5.413762246856,"NS"
"LTK","LTK",0.218981605506701,4.12599644986667,1.55413713589136,0.140561590303121,0.301713404619523,-5.41380287572134,"NS"
"KAT2A","KAT2A",0.381377569492964,7.93174867969741,1.55354314723723,0.140702844563435,0.30198959806953,-5.41463389091353,"NS"
"C2CD4B","C2CD4B",0.259064972470149,4.22653159482734,1.55340601439362,0.140735472670307,0.302032619369878,-5.41482571296344,"NS"
"TNNC2","TNNC2",-0.23898616326399,4.80038442022439,-1.55309903796238,0.140808534963013,0.302162401089159,-5.41525506868453,"NS"
"MAB21L2","MAB21L2",0.280004605031246,3.22262865745471,1.55285860200859,0.140865782603242,0.302258225821832,-5.41559131409615,"NS"
"LAMTOR3","LAMTOR3",-0.297578357101915,7.95218585693686,-1.55266207784469,0.140912589489557,0.302331632513483,-5.41586612172642,"NS"
"LIPA","LIPA",0.294324028154493,10.5670873864737,1.55243055661412,0.140967748625352,0.30242294444992,-5.4161898349316,"NS"
"NM_018280","NM_018280",0.215460289713037,5.78782536617693,1.55213476196347,0.141038247238266,0.302526114275973,-5.41660336456127,"NS"
"MLPH","MLPH",-0.357116049362402,10.0516012596035,-1.55207014587811,0.14105365156497,0.302526114275973,-5.41669369217528,"NS"
"XM_006712738","XM_006712738",-0.357116049362402,10.0516012596035,-1.55207014587811,0.14105365156497,0.302526114275973,-5.41669369217528,"NS"
"ELSPBP1","ELSPBP1",-0.149458836646295,4.3454110761782,-1.55201441054552,0.141066939882979,0.302527581403794,-5.41677160309442,"NS"
"PRM2","PRM2",-0.231476299967063,5.5211581554313,-1.55146539500067,0.141197891742804,0.302781363138638,-5.41753894909862,"NS"
"CA4","CA4",-0.574812351059641,5.21479941220727,-1.5513219479352,0.141232123837465,0.302827714520888,-5.41773940933517,"NS"
"RNF182","RNF182",-1.09790624737475,4.28995158977897,-1.55120998358065,0.141258847796656,0.302831037292011,-5.41789586472027,"NS"
"SLC29A1","SLC29A1",0.313066605199957,4.2394797010747,1.55120973421328,0.141258907321113,0.302831037292011,-5.41789621316909,"NS"
"ARF6","ARF6",0.237485500927987,8.81553172298795,1.55064559146689,0.14139362353044,0.303045085239009,-5.41868440383071,"NS"
"ZNF214","ZNF214",-0.335872138538694,3.38885100022322,-1.55061900249194,0.141399975605105,0.303045085239009,-5.41872154743847,"NS"
"OXR1","OXR1",0.464794502018052,6.17415629598182,1.55052731495005,0.141421881499964,0.303045085239009,-5.41884962729898,"NS"
"XM_005250995","XM_005250995",0.464794502018052,6.17415629598182,1.55052731495005,0.141421881499964,0.303045085239009,-5.41884962729898,"NS"
"XM_005250996","XM_005250996",0.464794502018052,6.17415629598182,1.55052731495005,0.141421881499964,0.303045085239009,-5.41884962729898,"NS"
"TBX15","TBX15",0.170579099525961,4.08955320906208,1.55025723856183,0.141486424543448,0.303156325825016,-5.41922686970558,"NS"
"GCKR","GCKR",-0.207464815687857,4.51052773152004,-1.5500124465072,0.141544946621819,0.303227580222858,-5.41956875393496,"NS"
"XM_005264257","XM_005264257",-0.207464815687857,4.51052773152004,-1.5500124465072,0.141544946621819,0.303227580222858,-5.41956875393496,"NS"
"CRYM","CRYM",0.388375875046475,6.62023575484557,1.54985982442796,0.141581444109238,0.303278698929936,-5.41978189094126,"NS"
"CCNL2","CCNL2",0.316187983184223,9.83047570440899,1.54972049283165,0.141614770301711,0.303295950457899,-5.41997645451298,"NS"
"XM_005244803","XM_005244803",0.316187983184223,9.83047570440899,1.54972049283165,0.141614770301711,0.303295950457899,-5.41997645451298,"NS"
"MIR302B","MIR302B",-0.303756642785818,5.50167032877792,-1.54948244989107,0.141671722218007,0.303390852665651,-5.42030882999852,"NS"
"TRAPPC6B","TRAPPC6B",-0.176454189825931,8.86591909355401,-1.54913637180798,0.141754556122406,0.303512975478741,-5.42079198732636,"NS"
"DCAF4","DCAF4",-0.280838748786867,7.51324470291613,-1.54892728584754,0.141804620740713,0.303512975478741,-5.42108385302687,"NS"
"XM_005267522","XM_005267522",-0.280838748786867,7.51324470291613,-1.54892728584754,0.141804620740713,0.303512975478741,-5.42108385302687,"NS"
"XM_005267523","XM_005267523",-0.280838748786867,7.51324470291613,-1.54892728584754,0.141804620740713,0.303512975478741,-5.42108385302687,"NS"
"XM_006720113","XM_006720113",-0.280838748786867,7.51324470291613,-1.54892728584754,0.141804620740713,0.303512975478741,-5.42108385302687,"NS"
"XR_245678","XR_245678",-0.280838748786867,7.51324470291613,-1.54892728584754,0.141804620740713,0.303512975478741,-5.42108385302687,"NS"
"ARHGDIG","ARHGDIG",-0.25237679670557,5.35676429945885,-1.54881642678281,0.141831171464427,0.303521368921056,-5.4212385910176,"NS"
"MLLT6","MLLT6",0.363925487286972,7.71462336354087,1.54880531239512,0.141833833589641,0.303521368921056,-5.42125410412909,"NS"
"HNRNPUL1","HNRNPUL1",0.273763850436564,6.8916634432395,1.54855681980731,0.141893363714609,0.303621691707056,-5.42160092120965,"NS"
"CXADR","CXADR",-0.85570346991002,7.58262521554386,-1.54846678321398,0.141914938538767,0.303640787556381,-5.42172657388809,"NS"
"ESCO2","ESCO2",-0.563261204343685,3.79356120171539,-1.5479518596708,0.142038379224478,0.30387781247401,-5.42244508593761,"NS"
"VIRMA","VIRMA",0.266227499412421,3.99046600955221,1.54760924598404,0.142120562949128,0.304026537602939,-5.42292306509934,"NS"
"PIERCE1","PIERCE1",-0.221126934070225,4.96669488372643,-1.54754734466932,0.142135415676955,0.304031213535181,-5.42300941524026,"NS"
"FBXW4","FBXW4",0.191270639650615,8.97956755524939,1.54730627871665,0.142193270027193,0.304127861984733,-5.42334566987722,"NS"
"VWCE","VWCE",0.273210289842914,5.52630462011094,1.54701506086134,0.14226318704767,0.304250290966601,-5.42375182910934,"NS"
"NKAIN1","NKAIN1",0.212160825738443,4.15931434713024,1.54690503635368,0.142289609829358,0.304262375634607,-5.42390526501164,"NS"
"AMER2","AMER2",0.153816900703251,2.94415801965942,1.5468859631269,0.142294190754873,0.304262375634607,-5.42393186298888,"NS"
"P2RX4","P2RX4",0.313878854403296,6.45916377372978,1.54673441092464,0.142330594336638,0.304313105760555,-5.42414319697605,"NS"
"RPL13","RPL13",-0.384631407676857,5.98868305229231,-1.5461304113336,0.142475756129959,0.304563407305527,-5.4249853032933,"NS"
"POT1","POT1",-0.410149618377094,7.02943256157344,-1.54601212029494,0.142504200151073,0.304563407305527,-5.42515019874146,"NS"
"CHTOP","CHTOP",-0.2553434392575,7.24131415094739,-1.54598339312387,0.142511108551303,0.304563407305527,-5.42519024249013,"NS"
"XM_005245085","XM_005245085",-0.2553434392575,7.24131415094739,-1.54598339312387,0.142511108551303,0.304563407305527,-5.42519024249013,"NS"
"XM_006711269","XM_006711269",-0.2553434392575,7.24131415094739,-1.54598339312387,0.142511108551303,0.304563407305527,-5.42519024249013,"NS"
"TBC1D31","TBC1D31",-0.293429174000535,6.33806671031433,-1.54566833474141,0.142586893335878,0.30469823841237,-5.4256293773635,"NS"
"LYSMD2","LYSMD2",-0.214286966863593,9.08254389603422,-1.54558323115071,0.142607370161984,0.304714866787852,-5.42574798538237,"NS"
"SLC35B1","SLC35B1",-0.236461429879713,8.95734242272584,-1.54543526437457,0.14264297844706,0.304763821317993,-5.42595419392712,"NS"
"ZNF277","ZNF277",-0.307782749078234,6.85702227544682,-1.54516949513383,0.14270695480629,0.304864339936502,-5.4263245376978,"NS"
"ANAPC11","ANAPC11",-0.299050784504166,4.49906548462077,-1.54513429993713,0.142715428861201,0.304864339936502,-5.42637357799374,"NS"
"TTC39B","TTC39B",-0.315657961051047,5.59069366725975,-1.54503694643026,0.142738871174505,0.304878369259101,-5.42650922424265,"NS"
"CEACAM8","CEACAM8",-0.116137843082229,2.71417301372822,-1.54500152717109,0.142747400788842,0.304878369259101,-5.42655857367261,"NS"
"TONSL","TONSL",-0.209891024053514,5.22379744418732,-1.54483087153545,0.142788503860473,0.304939022124661,-5.42679633560083,"NS"
"ABR","ABR",-0.303217354963913,9.08181380681835,-1.54435455436447,0.142903279551618,0.305129838608482,-5.4274598525332,"NS"
"XM_006721511","XM_006721511",-0.303217354963913,9.08181380681835,-1.54435455436447,0.142903279551618,0.305129838608482,-5.4274598525332,"NS"
"GCAT","GCAT",0.309235287511736,7.55251787039561,1.54423720648502,0.142931568215909,0.305163093783868,-5.42762329711323,"NS"
"ACTRT3","ACTRT3",-0.367258654846501,4.42057856189778,-1.54371341016904,0.143057895689947,0.305405640162779,-5.42835274179111,"NS"
"BRIP1","BRIP1",-0.728841432597926,5.21079256348977,-1.54356273612872,0.143094252204355,0.305456086927156,-5.42856253893835,"NS"
"CFAP100","CFAP100",-0.268302880711467,5.16716412264042,-1.54285565788019,0.143264969030207,0.305719900252984,-5.42954686983376,"NS"
"XM_005247431","XM_005247431",-0.268302880711467,5.16716412264042,-1.54285565788019,0.143264969030207,0.305719900252984,-5.42954686983376,"NS"
"CCND2","CCND2",-0.553177947772999,7.62151683635157,-1.54283985051697,0.143268787519605,0.305719900252984,-5.42956887168877,"NS"
"XM_005253813","XM_005253813",-0.553177947772999,7.62151683635157,-1.54283985051697,0.143268787519605,0.305719900252984,-5.42956887168877,"NS"
"B3GALT5","B3GALT5",-0.703415488626881,7.57450481987814,-1.54263614901901,0.143318002145133,0.305784670117155,-5.4298523838418,"NS"
"POPDC3","POPDC3",-0.694759574149347,5.66901835635923,-1.54260876027695,0.14332462039905,0.305784670117155,-5.42989050147707,"NS"
"ADAM3A","ADAM3A",-0.149108427050801,3.0126463135102,-1.54249500606793,0.143352110884468,0.305816137716559,-5.43004881095901,"NS"
"CRYGD","CRYGD",-0.239972258312826,4.67738795737198,-1.54187389574442,0.143502290379235,0.306109311560825,-5.43091304853875,"NS"
"MIR1-1HG","MIR1-1HG",-0.216410088699272,6.198226598093,-1.54169063503253,0.143546626696972,0.306176675906934,-5.43116799652495,"NS"
"COPZ1","COPZ1",-0.357928643286294,8.17244172710055,-1.54148351241644,0.143596749840203,0.306256370149685,-5.43145611415935,"NS"
"KHDC4","KHDC4",0.263147758873478,9.51054573497504,1.54117125348307,0.143672343605815,0.306390367945515,-5.43189042842309,"NS"
"PMCHL2","PMCHL2",-0.149778994301393,3.47997898709936,-1.54079120016843,0.143764394776812,0.306529620727805,-5.43241895027378,"NS"
"MATN3","MATN3",-0.388377396063854,3.24465271193477,-1.54076347696425,0.143771111447533,0.306529620727805,-5.43245749989667,"NS"
"KLHL6","KLHL6",0.253034423119725,3.00479072301166,1.54074348607614,0.143775954926824,0.306529620727805,-5.43248529728008,"NS"
"WFIKKN1","WFIKKN1",0.208452791394954,5.89001570474245,1.54018433285763,0.143911484759912,0.306791318696811,-5.43326269523975,"NS"
"METTL27","METTL27",0.332004737122609,5.23485794612757,1.53996286860767,0.143965193941687,0.306871807055706,-5.43357054320976,"NS"
"EIF4G3","EIF4G3",-0.502889879185236,5.57659129457409,-1.53992322005014,0.14397481123466,0.306871807055706,-5.43362565357904,"NS"
"PAM","PAM",0.381453209072548,10.6850208968528,1.53954397333104,0.144066830021364,0.306995771070005,-5.43415274368335,"NS"
"XM_006714633","XM_006714633",0.381453209072548,10.6850208968528,1.53954397333104,0.144066830021364,0.306995771070005,-5.43415274368335,"NS"
"JMJD6","JMJD6",0.380133358241308,5.41845224172566,1.53952538037671,0.144071342610305,0.306995771070005,-5.43417858238472,"NS"
"FAM95A","FAM95A",-0.512904506774184,6.59528235157347,-1.53920377798057,0.144149415736197,0.307134866977381,-5.43462547862637,"NS"
"MS4A12","MS4A12",-0.162478603786048,3.3838736429211,-1.5390433599777,0.144188372604522,0.307139692857318,-5.4348483689105,"NS"
"XM_006718591","XM_006718591",-0.162478603786048,3.3838736429211,-1.5390433599777,0.144188372604522,0.307139692857318,-5.4348483689105,"NS"
"COMMD2","COMMD2",-0.286687489932186,8.40537999932088,-1.53898368631725,0.144202866378182,0.307139692857318,-5.43493127723788,"NS"
"XR_241494","XR_241494",-0.286687489932186,8.40537999932088,-1.53898368631725,0.144202866378182,0.307139692857318,-5.43493127723788,"NS"
"RANGRF","RANGRF",-0.16666862966531,8.85732677443038,-1.53864231801029,0.144285802867544,0.307261808218152,-5.43540551656064,"NS"
"XM_005256618","XM_005256618",-0.16666862966531,8.85732677443038,-1.53864231801029,0.144285802867544,0.307261808218152,-5.43540551656064,"NS"
"HMMR","HMMR",-0.962118405158866,6.3799457976165,-1.53846652245095,0.144328528626388,0.307299946178586,-5.4356497073265,"NS"
"TFAP2A","TFAP2A",-0.298624248606872,5.07603890403988,-1.53841060483921,0.14434212120729,0.307299946178586,-5.43572737605355,"NS"
"XM_006715175","XM_006715175",-0.298624248606872,5.07603890403988,-1.53841060483921,0.14434212120729,0.307299946178586,-5.43572737605355,"NS"
"TAAR1","TAAR1",0.166978370097924,2.63556233876751,1.53802262740436,0.144436461367326,0.307430128985538,-5.43626621441572,"NS"
"ZER1","ZER1",-0.279308225009964,6.4268982562547,-1.53799670797253,0.144442765758912,0.307430128985538,-5.43630220882522,"NS"
"YTHDC1","YTHDC1",0.490643639731306,4.53920898523736,1.53794845250027,0.14445450357049,0.307430128985538,-5.43636922020109,"NS"
"XM_005265707","XM_005265707",0.490643639731306,4.53920898523736,1.53794845250027,0.14445450357049,0.307430128985538,-5.43636922020109,"NS"
"SPATA31H1","SPATA31H1",-0.250538528748955,5.85644176939675,-1.53713998582245,0.144651277114011,0.307821611250155,-5.43749169384962,"NS"
"SHISAL2A","SHISAL2A",-0.211286928919872,3.60960813385671,-1.53699772963326,0.144685924353959,0.307868045775153,-5.4376891576888,"NS"
"WSCD1","WSCD1",0.25762034477069,4.41035946066484,1.53671201646953,0.144755532418064,0.307945111195548,-5.43808571201545,"NS"
"TBC1D14","TBC1D14",-0.375464571523354,9.06916336529606,-1.53669108922336,0.144760632014806,0.307945111195548,-5.43811475578753,"NS"
"XM_006713896","XM_006713896",-0.375464571523354,9.06916336529606,-1.53669108922336,0.144760632014806,0.307945111195548,-5.43811475578753,"NS"
"CNMD","CNMD",0.348909516038711,3.52098394527872,1.5361025585403,0.14490410844716,0.308195694368519,-5.43893142730733,"NS"
"XM_006719760","XM_006719760",0.348909516038711,3.52098394527872,1.5361025585403,0.14490410844716,0.308195694368519,-5.43893142730733,"NS"
"GLRA2","GLRA2",-0.153618778040131,4.23842318456834,-1.53547859295619,0.145056354287736,0.308492168670409,-5.43979702136525,"NS"
"MSTO2P","MSTO2P",-0.294325940340392,6.75050407956226,-1.53534747820835,0.145088363042387,0.308532904203365,-5.43997887730777,"NS"
"WDHD1","WDHD1",-0.564208666144146,4.4623075925037,-1.53495518325715,0.145184168677976,0.308709285666971,-5.44052292228688,"NS"
"MAP7D2","MAP7D2",-0.40951559372293,4.59327783488489,-1.53488827233743,0.145200514872251,0.308710368578607,-5.44061570601489,"NS"
"MOB3B","MOB3B",-0.329098579183706,8.43135574259183,-1.5348478050937,0.145210401685379,0.308710368578607,-5.44067181951888,"NS"
"ACTR2","ACTR2",-0.321443475451948,6.52307450489104,-1.53470253363473,0.145245898563166,0.308758485281473,-5.44087324988308,"NS"
"PTPN2","PTPN2",-0.31882338959999,3.50200382755456,-1.5345013064989,0.145295080204931,0.308808333930643,-5.44115224429461,"NS"
"XM_005258126","XM_005258126",-0.31882338959999,3.50200382755456,-1.5345013064989,0.145295080204931,0.308808333930643,-5.44115224429461,"NS"
"ZNF592","ZNF592",0.234479114523737,7.02240463989739,1.53443146329226,0.145312153763522,0.30881727595467,-5.44124907324197,"NS"
"SSR3","SSR3",-0.40889272256787,8.55129393535304,-1.53421110542732,0.145366032539258,0.308904427889091,-5.44155455107577,"NS"
"DEFA5","DEFA5",-0.209167898817558,3.77980229861142,-1.53413835179251,0.145383824918639,0.308911925825665,-5.44165540101587,"NS"
"SMIM12","SMIM12",-0.261549247799937,8.97258260306707,-1.53409142773894,0.145395301477066,0.308911925825665,-5.44172044455134,"NS"
"SLC25A40","SLC25A40",-0.272740830458311,5.58382648601432,-1.53391286581698,0.145438980645794,0.308950032167479,-5.44196794399882,"NS"
"XR_242257","XR_242257",-0.272740830458311,5.58382648601432,-1.53391286581698,0.145438980645794,0.308950032167479,-5.44196794399882,"NS"
"CLOCK","CLOCK",-0.362044294968474,8.57378978932051,-1.53376674855264,0.145474731540366,0.308998628887777,-5.44217045725311,"NS"
"LPA","LPA",0.418903205246411,5.57944112656153,1.53347966068372,0.145544995636104,0.309102704177061,-5.44256830976584,"NS"
"EPHB3","EPHB3",0.340934667149148,6.37607531026325,1.53342438372831,0.145558527824068,0.309102704177061,-5.44264490752763,"NS"
"NAXE","NAXE",-0.251222534425011,9.65330182238029,-1.53340871353266,0.145562364191039,0.309102704177061,-5.44266662148936,"NS"
"PROC","PROC",-0.222287712815612,5.09651959745124,-1.53305506650746,0.145648966466432,0.309251329532838,-5.44315662204329,"NS"
"NR_033772","NR_033772",0.197438848859069,3.27800589915555,1.53296508687575,0.145671007903436,0.309251329532838,-5.44328128143786,"NS"
"NR_033773","NR_033773",0.197438848859069,3.27800589915555,1.53296508687575,0.145671007903436,0.309251329532838,-5.44328128143786,"NS"
"ZNF605","ZNF605",-0.287742298290029,7.8795541894748,-1.53265425883936,0.145747170037758,0.309385652714803,-5.44371186716872,"NS"
"DICER1","DICER1",-0.248060156376851,4.63448270790553,-1.53243342392632,0.145801301541498,0.309473190626019,-5.44401774803834,"NS"
"TBX21","TBX21",0.182382367949874,4.29961909492672,1.53222385404974,0.145852687387267,0.309554885725455,-5.44430799588754,"NS"
"HERC3","HERC3",-0.399832117123765,5.82050866955676,-1.53192842706894,0.14592515100513,0.309626544768842,-5.44471710407054,"NS"
"XM_005263331","XM_005263331",-0.399832117123765,5.82050866955676,-1.53192842706894,0.14592515100513,0.309626544768842,-5.44471710407054,"NS"
"XM_005263332","XM_005263332",-0.399832117123765,5.82050866955676,-1.53192842706894,0.14592515100513,0.309626544768842,-5.44471710407054,"NS"
"GTF2IRD1","GTF2IRD1",0.239245482092686,8.31527185835734,1.53158424876817,0.146009610774598,0.309723612709846,-5.44519365073621,"NS"
"XM_005250721","XM_005250721",0.239245482092686,8.31527185835734,1.53158424876817,0.146009610774598,0.309723612709846,-5.44519365073621,"NS"
"XM_006716183","XM_006716183",0.239245482092686,8.31527185835734,1.53158424876817,0.146009610774598,0.309723612709846,-5.44519365073621,"NS"
"LAMC1","LAMC1",0.436624031256359,10.2896837917706,1.53149310536926,0.146031983834133,0.30974369706494,-5.44531983412744,"NS"
"LSM2","LSM2",-0.327000171745059,8.22896620535685,-1.53132741608953,0.146072663134533,0.30980260321243,-5.44554920847454,"NS"
"MARCHF6","MARCHF6",0.305178365904307,8.90213313383138,1.53117009728063,0.146111296180063,0.309857061707138,-5.44576697829967,"NS"
"ETV3","ETV3",0.545727292555941,7.48648423675904,1.53098139148551,0.146157648324095,0.309857061707138,-5.4460281743,"NS"
"QPCTL","QPCTL",-0.194408582119082,3.6454148326289,-1.53088897112164,0.146180354218529,0.309857061707138,-5.44615608883451,"NS"
"TTR","TTR",0.253970440085701,5.26807481374952,1.53088240071785,0.146181968552572,0.309857061707138,-5.4461651823968,"NS"
"PMS1","PMS1",0.290067047898833,4.57411612173284,1.53076414694918,0.146211025813539,0.309857061707138,-5.44632884297027,"NS"
"XM_005246647","XM_005246647",0.290067047898833,4.57411612173284,1.53076414694918,0.146211025813539,0.309857061707138,-5.44632884297027,"NS"
"AGBL5","AGBL5",-0.332382382743534,5.25126517311184,-1.53074436711358,0.146215886579996,0.309857061707138,-5.44635621692107,"NS"
"XM_006712058","XM_006712058",-0.332382382743534,5.25126517311184,-1.53074436711358,0.146215886579996,0.309857061707138,-5.44635621692107,"NS"
"XM_006712059","XM_006712059",-0.332382382743534,5.25126517311184,-1.53074436711358,0.146215886579996,0.309857061707138,-5.44635621692107,"NS"
"AMPH","AMPH",0.214141328445916,4.55158039376841,1.53069736823594,0.146227436795132,0.309857061707138,-5.44642125914546,"NS"
"GPR84","GPR84",0.258926793332809,3.76694533553654,1.53054119027797,0.146265823843976,0.309867864165895,-5.44663738495121,"NS"
"MELTF","MELTF",-0.378152902207105,6.71378487353025,-1.53046654057857,0.146284175021405,0.309867864165895,-5.44674068275142,"NS"
"XM_006713642","XM_006713642",-0.378152902207105,6.71378487353025,-1.53046654057857,0.146284175021405,0.309867864165895,-5.44674068275142,"NS"
"XM_006713644","XM_006713644",-0.378152902207105,6.71378487353025,-1.53046654057857,0.146284175021405,0.309867864165895,-5.44674068275142,"NS"
"PDCD6","PDCD6",-0.264155648955293,6.81530973821229,-1.52997215102494,0.146405759992282,0.310082097776958,-5.44742471003259,"NS"
"NDUFS4","NDUFS4",-0.19876858634633,2.95617370473539,-1.5299061601511,0.146421995524644,0.310082097776958,-5.44751600146578,"NS"
"WDR13","WDR13",-0.338434095239151,5.63588048496401,-1.52984835641648,0.146436218044795,0.310082097776958,-5.44759596449365,"NS"
"RP9P","RP9P",-0.289859490137736,7.41093268152878,-1.52984522856796,0.146436987680269,0.310082097776958,-5.44760029135259,"NS"
"ITGAE","ITGAE",-0.214560901798571,10.1878316101455,-1.52975537215469,0.146459099118349,0.310101561136082,-5.44772459002174,"NS"
"RABGAP1L","RABGAP1L",-0.299165063263421,6.41013047147169,-1.52963359946983,0.146489068843259,0.310137658143769,-5.44789303007578,"NS"
"SLC6A20","SLC6A20",0.453239951378919,4.45831164348631,1.52929698039222,0.146571941699435,0.310285742165271,-5.44835860196689,"NS"
"NM_001014442","NM_001014442",0.263568070122345,4.97571474987069,1.52908557437462,0.146624008287762,0.31034437237142,-5.44865095567844,"NS"
"KIF2B","KIF2B",0.228546706433039,3.33368788535422,1.52907953005817,0.146625497154067,0.31034437237142,-5.44865931393955,"NS"
"DNAJB1","DNAJB1",-0.29633359051623,10.4752669355305,-1.52885943544288,0.146679720625902,0.310404395561885,-5.44896365092068,"NS"
"XM_006722735","XM_006722735",-0.29633359051623,10.4752669355305,-1.52885943544288,0.146679720625902,0.310404395561885,-5.44896365092068,"NS"
"CLVS2","CLVS2",0.131625840280176,2.91323935932098,1.52872552293444,0.146712720149845,0.31040750296381,-5.44914880350295,"NS"
"P4HA3","P4HA3",-0.375776766101212,5.51094943299844,-1.52871482853444,0.146715355797324,0.31040750296381,-5.44916358948128,"NS"
"INF2","INF2",-0.385659679498741,7.13225105373557,-1.52869603852145,0.146719986714625,0.31040750296381,-5.44918956819632,"NS"
"ATP10D","ATP10D",0.184063604343567,9.55045123288443,1.52831593426042,0.146813692212059,0.310551003831307,-5.44971504309717,"NS"
"XM_006714024","XM_006714024",0.184063604343567,9.55045123288443,1.52831593426042,0.146813692212059,0.310551003831307,-5.44971504309717,"NS"
"NEK11","NEK11",-0.411430727613646,6.29284501650989,-1.52773283384802,0.146957539326821,0.310775534216386,-5.45052096454004,"NS"
"XM_006713750","XM_006713750",-0.411430727613646,6.29284501650989,-1.52773283384802,0.146957539326821,0.310775534216386,-5.45052096454004,"NS"
"TMEM239","TMEM239",-0.23242885398153,5.26838327886921,-1.52769983295811,0.146965683976472,0.310775534216386,-5.45056656939768,"NS"
"CORT","CORT",-0.251244348814603,4.48682723467411,-1.5276757372139,0.146971631067836,0.310775534216386,-5.4505998675299,"NS"
"DEF8","DEF8",-0.300842569967653,7.98299588769547,-1.52747708922845,0.14702066726016,0.31081398552877,-5.45087436641313,"NS"
"XM_006721210","XM_006721210",-0.300842569967653,7.98299588769547,-1.52747708922845,0.14702066726016,0.31081398552877,-5.45087436641313,"NS"
"NMU","NMU",-0.597158737936882,8.85676713236359,-1.52744469960877,0.147028663931908,0.31081398552877,-5.45091912107599,"NS"
"VAT1L","VAT1L",0.456766610499196,4.27459735346044,1.52733157658244,0.147056595740352,0.31084565486217,-5.45107542445053,"NS"
