"gene","logFC","direction","degree","degree_norm","betweenness","closeness","eigenvector","clustering_coeff","module","module_sz","MCC","degree_n","betweenness_n","closeness_n","eigenvector_n","MCC_n","hub_score","hub_rank","is_hub"
"FGF5",1.2296048704334,"Up",19,0.0220673635307782,0.00329540276977108,0.305210918114144,0.286611835106476,0.274853801169591,10,50,361,0.202247191011236,0.0181516598373154,0.78421445557863,0.286611829250212,0.0444499320903815,0.267135013553555,51,FALSE
"CCL3",1.11862961925249,"Up",21,0.024390243902439,0.0040166480042808,0.292260692464358,0.293113637354478,0.476190476190476,1,120,441,0.224719101123595,0.022124405832493,0.730679283596309,0.293113631551588,0.054327694777133,0.264992823376224,52,FALSE
"FLNA",1.76367087322671,"Up",17,0.0197444831591173,0.0314535563335768,0.303275801338499,0.157518219803771,0.191176470588235,2,91,289,0.179775280898876,0.173251737383404,0.776214841348609,0.157518212887766,0.0355599456723052,0.264464003638192,53,FALSE
"ITGA8",2.42502592466457,"Up",22,0.0255516840882695,0.0058516537292592,0.281280627245998,0.302730430816817,0.519480519480519,2,91,484,0.235955056179775,0.032231941100981,0.685288593446308,0.302730425092872,0.0596369922212619,0.263168601608239,54,FALSE
"OCLN",-1.70347920180931,"Down",20,0.0232288037166086,0.0352838044593799,0.290878378378378,0.124522148435238,0.189473684210526,14,77,400,0.213483146067416,0.19434941980021,0.724964910400986,0.124522141248366,0.0492653414001729,0.26131699178343,55,FALSE
"COL6A3",2.73206158862657,"Up",22,0.0255516840882695,0.0004010262947378,0.272900158478605,0.353124617743062,0.645021645021645,2,91,484,0.235955056179775,0.00220892358126081,0.650644422071405,0.353124612432807,0.0596369922212619,0.260314001297302,56,FALSE
"BMP2",1.76012242983833,"Up",21,0.024390243902439,0.0216722950232486,0.285477453580902,0.187395878013295,0.2,13,34,441,0.224719101123595,0.119374824456823,0.702637929720053,0.187395871342558,0.054327694777133,0.257691084284033,57,FALSE
"IL15",1.09610869984882,"Up",25,0.0290360046457607,0.0039898562273265,0.278100775193798,0.2346293218845,0.25,1,120,625,0.269662921348315,0.0219768319983709,0.672143345548974,0.234629315601507,0.0770465489566613,0.255091792690766,58,FALSE
"LUM",2.01496552024943,"Up",23,0.0267131242740999,0.00514787627823739,0.271951989892609,0.28714414951323,0.422924901185771,2,91,529,0.247191011235955,0.0283554107389554,0.646724770808773,0.287144143661335,0.0651932337325596,0.254921714035516,59,FALSE
"LOX",2.39922256662375,"Up",20,0.0232288037166086,0.0120287203266078,0.280364702051449,0.256260739359994,0.363157894736842,2,91,400,0.213483146067416,0.0662563136893744,0.681502233722612,0.256260733254575,0.0492653414001729,0.25335355362683,60,FALSE
"LAMC1",1.35480503007513,"Up",21,0.024390243902439,0.00402005413498351,0.276759884281581,0.294610826971323,0.49047619047619,2,91,441,0.224719101123595,0.0221431674013198,0.666600212360692,0.294610821180723,0.054327694777133,0.252480199368693,61,FALSE
"MMP3",3.63600284375041,"Up",18,0.0209059233449477,0.00774968291893403,0.292558613659531,0.247498296474711,0.26797385620915,1,120,324,0.191011235955056,0.0426866207317401,0.731910865412106,0.247498290297361,0.039881466847759,0.250597695848805,62,FALSE
"CD86",1.14206982323496,"Up",20,0.0232288037166086,0.00821639877195958,0.287479131886477,0.230748013190712,0.357894736842105,1,120,400,0.213483146067416,0.0452573739891305,0.710912703862235,0.230748006875857,0.0492653414001729,0.249933314438962,63,FALSE
