contrast,direction,source,term_id,term,gene_ratio,bg_ratio,pvalue,padj,qvalue,count,genes
C1,Up,GO_BP,GO:0001503,ossification,90/1323,426/16355,1.1899273299735393e-17,5.876077505832969e-15,4.317898981109723e-15,90,MMP2/CTSK/IFITM1/VCAN/FERMT2/PRKD1/DDR2/PTPRB/VEGFC/COL1A1/TNC/SLC8A1/CSGALNACT1/MEF2C/BMP4/IGFBP5/CSF1/ASPN/GPM6B/OSR2/RORB/NPR2/IGFBP3/CTHRC1/DCHS1/TWIST1/CDH11/SRGN/COL6A1/RUNX2/IGSF10/GPC3/FHL2/BMP2/TEK/AXIN2/COL1A2/PPARG/SND1/ID3/ANO6/BCL2/CHRDL1/SMAD6/DKK1/ID4/CCN2/TNFAIP6/PRICKLE1/PTN/DNAI3/TMEM38B/TACR1/CBS/PTGER4/RUNX3/IL6/NPNT/MDK/FGF2/COL13A1/LOX/CLEC3B/FGR/SOX2/FZD1/IL6ST/RASSF2/PENK/ENPP1/TNN/CCN1/RFLNB/SOX9/IGF1/ALOX5/FGF18/MGP/GRP/S1PR1/ZBTB16/NELL1/COL11A1/CCR1/IGF2/SFRP2/TMEM119/COMP/WNT5A/CCL3
C1,Up,GO_BP,GO:0040013,negative regulation of locomotion,78/1323,340/16355,1.3722980868637702e-17,6.211936006536667e-15,4.5646967941994884e-15,78,CXCL12/IFITM1/COL3A1/FBLN1/ZEB2/PTPRG/MIR224/ENG/CD200/IL33/RECK/PTPRJ/DLC1/MEF2C/BMP4/IGFBP5/LIMCH1/PTPRK/CLIC4/PODN/IGFBP3/CDH11/MEOX2/ADARB1/MITF/PPARG/SERPINF1/ACVRL1/NRP1/BCL2/CYP1B1/CD69/MMRN2/CLDN5/TIMP1/DPYSL3/TNFAIP6/FOXO3/RRAS/STARD13/ADA/DNAI3/TIE1/AIF1/CYGB/PTPRM/PRKG1/APOD/PTGER4/GDF15/TPM1/MAGI2/ANGPT2/CCL21/FGF2/IL27RA/CITED2/RGN/DPP4/RGCC/EMILIN2/TNN/GNA12/TGFBR3/NAV3/CCL2/TGFBR1/ADORA3/TMIGD3/MYOCD/SERPINE1/LDLRAD4/DCN/SFRP2/THBS1/THY1/WNT5A/GATA3
C1,Up,GO_BP,GO:0045765,regulation of angiogenesis,72/1323,300/16355,1.870134086472112e-17,7.814283352089625e-15,5.742144498706274e-15,72,ADAMTS1/TGFBR2/ETS1/FYN/SHC1/PRKD1/C3/COL4A2/PLXND1/RHOJ/ENG/CCBE1/RECK/FLT1/AKT3/ADGRA2/THBS2/QKI/TWIST1/GATA2/HHEX/PTGIS/HSPG2/JCAD/TEK/ABL1/PPARG/SERPINF1/ANXA3/SMOC2/ACVRL1/NRP1/CYP1B1/CLDN5/STAB1/THBS4/SEMA6A/RRAS/KLF2/TIE1/C3AR1/PTPRM/PPP1R16B/IL6/ANGPT2/MDK/FGF2/CYSLTR1/F3/RGCC/ISM1/AQP1/EMILIN2/TNN/CXCR4/CYBB/CXCL8/ALOX5/FGF18/DDAH1/PRKCA/ITGA5/CDH5/SERPINE1/CHI3L1/LRG1/DCN/BMPER/SFRP2/THBS1/GPNMB/WNT5A
C1,Up,GO_BP,GO:0030336,negative regulation of cell migration,73/1323,308/16355,2.325712337926674e-17,9.023763871155495e-15,6.6309031469307875e-15,73,CXCL12/IFITM1/COL3A1/ZEB2/PTPRG/MIR224/ENG/CD200/IL33/RECK/PTPRJ/DLC1/MEF2C/BMP4/IGFBP5/LIMCH1/PTPRK/CLIC4/PODN/IGFBP3/CDH11/MEOX2/ADARB1/MITF/PPARG/SERPINF1/ACVRL1/BCL2/CYP1B1/CD69/MMRN2/CLDN5/TIMP1/DPYSL3/TNFAIP6/FOXO3/RRAS/STARD13/ADA/DNAI3/TIE1/AIF1/CYGB/PTPRM/PRKG1/APOD/PTGER4/GDF15/TPM1/MAGI2/ANGPT2/CCL21/FGF2/IL27RA/CITED2/DPP4/RGCC/EMILIN2/TNN/GNA12/TGFBR3/NAV3/CCL2/TGFBR1/ADORA3/TMIGD3/MYOCD/SERPINE1/LDLRAD4/DCN/SFRP2/THBS1/THY1
C1,Up,GO_BP,GO:0007160,cell-matrix adhesion,61/1323,233/16355,6.810669593779723e-17,2.4663704822274303e-14,1.8123550245342252e-14,61,NID1/POSTN/COL3A1/FERMT2/SGCE/FBLN5/PTPRJ/DLC1/LIMCH1/TNXB/CSF1/JAM3/VCAM1/SVEP1/PTPRK/GPM6B/CDH11/ITGA8/ITGA1/PEAK1/NID2/TEK/ITGA4/ABL1/CASK/ACVRL1/L1CAM/NRP1/BCL2/PIK3R1/SNED1/COL16A1/FN1/EPHA3/ITGA10/ITGA7/CCN2/ITGAM/ECM2/RRAS/ITGB2/EFEMP2/ARHGAP6/APOD/FAM107A/NPNT/CCL21/COL13A1/ACTN1/LYVE1/TNN/ITGA9/WDPCP/EPDR1/ITGA5/SERPINE1/MUC4/CEACAM6/ITGBL1/THBS1/THY1
C1,Up,GO_BP,GO:0085029,extracellular matrix assembly,25/1323,49/16355,3.796159600816001e-15,1.2887961844770322e-12,9.470419214667286e-13,25,COL3A1/FBLN5/TNXB/ANTXR1/GPM6B/MFAP4/COL6A1/THSD4/COL1A2/PPARG/NTN4/GAS6/PRICKLE1/EFEMP2/TIE1/PXDN/MYH11/LOX/RGCC/FKBP10/TGFBR3/SOX9/TGFBR1/PLOD3/HAS2
C1,Up,GO_BP,GO:0030595,leukocyte chemotaxis,58/1323,234/16355,5.691053373695302e-15,1.8184589368184047e-12,1.3362522843995409e-12,58,MMP2/CXCL12/VEGFC/PTPRJ/FLT1/CSF1/JAM3/RAC2/ITGA1/CCL14/CXCL1/PREX1/ANO6/CCL23/LYN/PGF/RARRES2/TNFAIP6/THBS4/GAS6/IL16/CMKLR1/ITGB2/PTN/S100A9/AIF1/C3AR1/FCER1G/STK39/IL6/CORO1A/MDK/CCL21/S100A8/CCL19/CCL18/CXCL2/CCL5/DPP4/CXCR4/ITGA9/GPR183/SAA1/CCL2/CXCL8/ALOX5/CXCL6/S1PR1/CH25H/PDE4B/CCR1/SERPINE1/SCG2/THBS1/WNT5A/CCL3/CCL3L1/CCL3L3
C1,Up,GO_BP,GO:0010810,regulation of cell-substrate adhesion,55/1323,217/16355,1.0441645820481006e-14,3.151056672047379e-12,2.3154807573838582e-12,55,NID1/POSTN/HACD1/FERMT2/FBLN1/DAB2/COL1A1/CCDC80/PTPRJ/DLC1/LIMCH1/CSF1/GBP1/GPM6B/FZD7/RAC2/FZD4/PEAK1/FBLN2/TEK/ABL1/CASK/ACVRL1/PREX1/NRP1/BCL2/ABI3BP/PIK3R1/LIMS2/COL16A1/FN1/EPHA3/ECM2/RRAS/EFEMP2/ARHGAP6/GCNT2/MELTF/APOD/FAM107A/NPNT/ANGPT2/MDK/CCL21/FLNA/CCN1/PDPN/WDPCP/ITGA5/SERPINE1/CEACAM6/HAS2/COL8A1/THBS1/THY1
C1,Up,GO_BP,GO:0050921,positive regulation of chemotaxis,43/1323,143/16355,1.3559068158377072e-14,3.876466222963381e-12,2.848531105626917e-12,43,CXCL12/PRKD1/PDGFRA/VEGFC/PDGFRB/PTPRJ/PDGFD/CSF1/NTRK3/RAC2/LPAR1/SMOC2/ANO6/NRP1/PGF/RARRES2/THBS4/GAS6/IL16/CMKLR1/PTN/AIF1/C3AR1/FGFR1/STK39/IL6/MDK/CCL21/FGF2/CCL19/F3/CCL5/CXCR4/CXCL8/FGF18/S1PR1/CCR1/SERPINE1/SCG2/THBS1/WNT5A/CCL3/P2RY12
C1,Up,GO_BP,GO:0043542,endothelial cell migration,57/1323,232/16355,1.478483283586024e-14,4.0155605982196414e-12,2.9507413743990545e-12,57,ETS1/PLPP3/PRKD1/PLXND1/RHOJ/ZEB2/VEGFC/CCBE1/MEF2C/AKT3/ADGRA2/PIK3R3/GATA2/ANGPT1/SCARB1/FSTL1/MEOX2/JCAD/TEK/ABL1/PPARG/SERPINF1/ANXA3/SMOC2/ACVRL1/NRP1/CYP1B1/MMRN2/LPXN/CLEC14A/RRAS/STARD13/PTN/S100A9/LOXL2/PTPRM/FGFR1/SRPX2/ANGPT2/FGF2/DPP4/RGCC/TGFBR3/S100A2/EFNB2/FGF18/TGFBR1/PROX1/PRKCA/CDH5/SCG2/DCN/BMPER/FAP/THBS1/WNT5A/GATA3
