contrast,direction,source,term_id,term,gene_ratio,bg_ratio,pvalue,padj,qvalue,count,genes
C3,Down,GO_BP,GO:0050673,epithelial cell proliferation,24/408,437/16355,2.7057798935169235e-4,0.029367132882070917,0.027347515140432804,24,AREG/TGFA/CLDN1/SERPINB5/IRF6/WNT7A/SFN/CDK6/XDH/BAK1/FGFBP1/HAS2/MIR492/RPS6KA1/CEACAM1/BID/SERPINB1/EREG/CAV2/FUT2/MAPK1/FERMT1/KLK8/CDH3
C3,Down,GO_BP,GO:0045785,positive regulation of cell adhesion,26/408,492/16355,2.7697376741376504e-4,0.029367132882070917,0.027347515140432804,26,RHOD/PKP1/TMEM102/AGR2/F11R/PRKCZ/ITGA6/EPHA1/NRG1/SFN/CDK6/ITGA5/ST3GAL4/CD24/CEACAM6/HAS2/ITGA3/MAP4K4/ADAM19/IL1B/SOX4/PRSS2/ITGA2/FERMT1/IL1A/VTCN1
C3,Down,GO_BP,GO:0045109,intermediate filament organization,8/408,69/16355,3.096508989501012e-4,0.03177652920935965,0.029591213999440574,8,PKP1/KRT7/KRT23/KRT5/KRT80/KRT16/KRT14/KRT17
C3,Down,GO_BP,GO:0010811,positive regulation of cell-substrate adhesion,11/408,126/16355,3.168233847335778e-4,0.03177652920935965,0.029591213999440574,11,AGR2/PRKCZ/ITGA6/EPHA1/CDK6/ITGA5/CEACAM6/HAS2/ITGA3/MAP4K4/FERMT1
C3,Down,GO_BP,GO:0032963,collagen metabolic process,10/408,107/16355,3.410983201415915e-4,0.03331094384330121,0.031020104848333653,10,MMP1/MMP10/MMP28/MMP9/SERPINB7/PRSS2/ITGA2/MMP7/P3H2/KLK6
C3,Down,GO_BP,GO:1904375,regulation of protein localization to cell periphery,12/408,150/16355,3.848698405586178e-4,0.03662184559777002,0.034103311377974156,12,PKP1/MISP/AGR2/PRKCZ/NETO2/SFN/VAMP8/ITGA3/LYPLA1/PLS1/RAB38/EPHB2
C3,Down,GO_BP,GO:0051701,biological process involved in interaction with host,14/408,196/16355,4.160213940654889e-4,0.038596384834425734,0.03594205886097369,14,F11R/CLDN1/ITCH/NECTIN1/TMPRSS4/CHMP4C/ITGA5/VAMP8/JPT2/CAV2/TMPRSS2/ITGA2/SERPINB3/ITGB6
C3,Down,GO_BP,GO:0016032,viral process,23/408,424/16355,4.2977968822614543e-4,0.03890030300017624,0.03622507616037062,23,F11R/CLDN1/ITCH/OAS2/NECTIN1/TMPRSS4/ARK2N/OAS1/CHMP4C/ITGA5/ST3GAL4/VAMP8/IFI27/MGAT4A/JPT2/CAV2/TMPRSS2/ITGA2/APOBEC3G/IFIH1/SERPINB3/HMGA2/ITGB6
C3,Down,GO_BP,GO:0010631,epithelial cell migration,9/408,91/16355,4.4145510620304836e-4,0.039005711883797915,0.036323235931443806,9,PTK2/HAS2/ITGA3/MAP4K4/RAB25/MMP9/KRT16/ITGA2/FERMT1
C3,Down,GO_BP,GO:0090132,epithelium migration,9/408,93/16355,5.186104157494921e-4,0.04475728494991547,0.041679265481164816,9,PTK2/HAS2/ITGA3/MAP4K4/RAB25/MMP9/KRT16/ITGA2/FERMT1
