contrast,direction,source,term_id,term,gene_ratio,bg_ratio,pvalue,padj,qvalue,count,genes
C3,Up,GO_BP,GO:0050673,epithelial cell proliferation,54/726,437/16355,8.358766633542686e-12,2.3099697437872672e-9,1.8813694559088335e-9,54,CXCL12/PRKD1/DAB2/ZEB1/ZEB2/ENG/MEF2C/IGFBP4/FLT1/BMP4/IGFBP5/OSR2/FZD7/TWIST1/GATA2/GPC3/AGTR1/JCAD/TEK/VSTM4/SERPINF1/ACVRL1/AR/LIMS2/MMRN2/THBS4/HLX/PTN/ZNF703/TIE1/PTPRM/FGFR1/RUNX3/PPP1R16B/CCN3/FGF2/KIT/RGN/RGCC/TGFBR3/NR1D1/NR4A1/CCL2/NUPR1/IRS2/BMPER/COL8A2/COL8A1/SPARC/WNT2/ZFP36/ERRFI1/SULF1/KLF9
C3,Up,GO_BP,GO:0071559,response to transforming growth factor beta,40/726,271/16355,2.049734931185912e-11,5.34980817039523e-9,4.357185073018006e-9,40,POSTN/CTSK/COL3A1/FERMT2/DDR2/COL4A2/DAB2/ZEB1/ZEB2/COL1A1/ENG/FBN1/MEF2C/PDGFD/LRRC32/ACTA2/LTBP2/ASPN/ITGA8/TGFB1I1/COL1A2/ACVRL1/FMOD/SMAD6/CLDN5/SMAD9/TSC22D1/PDE3A/ZNF703/RUNX3/CITED2/NFATC1/ZFP36L2/PENK/TGFBR3/DNM3OS/DKK3/WNT2/JUN/BAMBI
C3,Up,GO_BP,GO:0016055,Wnt signaling pathway,54/726,450/16355,2.6139516175441594e-11,6.463339315380243e-9,5.264107551120787e-9,54,NID1/RBMS3/FERMT2/PLPP3/DAB2/ZEB2/COL1A1/WNT2B/RECK/IGFBP4/ADGRA2/FZD7/CTHRC1/FZD4/RSPO3/HHEX/COL6A1/CPE/BICC1/TGFB1I1/GPC3/PKD2/MITF/AXIN2/LRRK2/ROR1/DKK2/SNAI1/FOXO3/SOX10/TMEM237/KLF15/CMAHP/ZNF703/SOX17/MAGI2/FGF2/DACT1/DAAM2/TNN/FRZB/NFATC4/KLF4/LRP1/CPZ/MYOC/EGR1/DKK3/WNT2/LGR6/JADE1/LRP4/SULF1/BAMBI
C3,Up,GO_BP,GO:0071560,cellular response to transforming growth factor beta stimulus,39/726,264/16355,3.5744793682246806e-11,8.396452035959774e-9,6.838543422893008e-9,39,POSTN/CTSK/COL3A1/FERMT2/DDR2/COL4A2/DAB2/ZEB1/ZEB2/COL1A1/ENG/FBN1/MEF2C/PDGFD/LRRC32/ACTA2/LTBP2/ASPN/ITGA8/TGFB1I1/COL1A2/ACVRL1/FMOD/SMAD6/CLDN5/SMAD9/TSC22D1/PDE3A/ZNF703/CITED2/NFATC1/ZFP36L2/PENK/TGFBR3/DNM3OS/DKK3/WNT2/JUN/BAMBI
C3,Up,GO_BP,GO:0072006,nephron development,29/726,159/16355,7.376968937772088e-11,1.6503333366501557e-8,1.344124415478774e-8,29,NID1/PDGFRA/WNT2B/PDGFRB/MEF2C/PDGFD/BMP4/ACTA2/DCHS1/ANGPT1/GPC3/PKD2/TEK/PECAM1/PODXL/BCL2/IRX3/TFAP2B/KLF15/MAGI2/ENPEP/FGF2/POU3F3/AQP1/IRX1/BMP7/PBX1/EGR1/SULF1
C3,Up,GO_BP,GO:0032835,glomerulus development,19/726,71/16355,1.5523722226686207e-10,3.3150203191350815e-8,2.6999392485169555e-8,19,NID1/PDGFRA/PDGFRB/MEF2C/PDGFD/BMP4/ACTA2/ANGPT1/TEK/PECAM1/PODXL/BCL2/KLF15/MAGI2/ENPEP/AQP1/BMP7/EGR1/SULF1
C3,Up,GO_BP,GO:0060348,bone development,33/726,212/16355,2.9275218824956333e-10,5.979781653897602e-8,4.870270957835985e-8,33,COL3A1/DDR2/PAPSS2/COL1A1/ENG/FBN1/CSGALNACT1/MEF2C/BMP4/OSR2/NPR2/DCHS1/TWIST1/COL6A1/LEPR/TEK/AXIN2/OGN/PITX2/CYP26B1/GHR/COL13A1/CITED2/RGN/MSX1/TNN/RFLNB/FGF18/ZBTB16/GJA1/BGN/MYOC/SULF1
C3,Up,GO_BP,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,45/726,369/16355,7.429138167274259e-10,1.4479905605033188e-7,1.179325062720881e-7,45,COL3A1/FERMT2/DAB2/ZEB1/ZEB2/ENG/FBN1/BMP4/LRRC32/LTBP2/ASPN/GREM2/ITGA8/TGFB1I1/GPC3/COL1A2/ACVRL1/FMOD/CHRDL1/SMAD6/CLDN5/TFAP2B/SMAD9/TSC22D1/ZNF703/CHRD/MAGI2/CCN3/CITED2/MSX1/INHBB/TGFBR3/CCN1/ELAPOR2/ZNF423/BMP7/EMILIN1/CRIM1/LRP1/BMPER/EGR1/DKK3/SULF1/JUN/BAMBI
C3,Up,GO_BP,GO:0030278,regulation of ossification,24/726,123/16355,7.705356324517448e-10,1.4479905605033188e-7,1.179325062720881e-7,24,DDR2/SLC8A1/MEF2C/BMP4/CSF1/GPM6B/OSR2/TWIST1/SRGN/BCL2/SMAD6/PTN/CCN3/ENPP1/CCN1/RFLNB/BMP7/PBX1/MGP/S1PR1/ZBTB16/GJA1/TENT5A/LRP4
C3,Up,GO_BP,GO:0060537,muscle tissue development,49/726,424/16355,8.263332402047209e-10,1.4931206009545303e-7,1.2160815093701058e-7,49,COL3A1/GJC1/COL14A1/PDGFRA/ZFPM2/ENG/PDGFRB/SLC8A1/MEF2C/BMP4/IGFBP5/HLF/NPR2/FZD7/MYLK/TWIST1/COL6A1/ITGA8/MEOX2/PKD2/SGCD/PLN/PGM5/BCL2/IRX3/EYA2/TBX3/TFAP2B/KCNJ8/CYP26B1/HLX/FGFR1/PRKG1/MYH11/FGF2/CITED2/MSX1/TNN/TGFBR3/NR4A1/NUPR1/BMP7/S1PR1/GJA1/SYNE1/EGR1/WNT2/ZFAND5/SORBS2
C3,Up,GO_BP,GO:0001935,endothelial cell proliferation,28/726,166/16355,1.020869829045423e-9,1.776313502539036e-7,1.446729757731038e-7,28,CXCL12/PRKD1/ZEB2/ENG/MEF2C/FLT1/BMP4/GATA2/AGTR1/JCAD/TEK/VSTM4/ACVRL1/MMRN2/THBS4/TIE1/PTPRM/FGFR1/PPP1R16B/FGF2/RGCC/NR4A1/CCL2/BMPER/COL8A2/COL8A1/SPARC/SULF1
C3,Up,GO_BP,GO:0006935,chemotaxis,51/726,455/16355,1.0829018033101007e-9,1.8169545256967332e-7,1.4798300958767732e-7,51,MMP2/CXCL12/PRKD1/PDGFRA/SLIT3/ENG/PDGFRB/FLT1/PDGFD/BMP4/CSF1/VCAM1/ADGRA2/NTRK3/ANGPT1/ENPP2/ACKR4/AGTR1/CCL14/LPAR1/SMOC2/PREX1/CCL23/RARRES2/LSP1/THBS4/CMKLR1/ITGB2/PTN/SEMA3G/FGFR1/RNASE2/CCN3/FGF2/KIT/CXCL14/CCL19/CCN1/GPR183/NR4A1/CCL2/FGF18/S1PR1/MPP1/CH25H/BST1/GPNMB/CCL8/LGR6/DUSP1/ROBO2
C3,Up,GO_BP,GO:0050678,regulation of epithelial cell proliferation,44/726,361/16355,1.1728920484039983e-9,1.9000851184144773e-07,1.5475363324677074e-7,44,CXCL12/PRKD1/DAB2/ZEB1/ENG/MEF2C/FLT1/BMP4/OSR2/FZD7/TWIST1/GATA2/GPC3/AGTR1/JCAD/TEK/SERPINF1/ACVRL1/AR/LIMS2/MMRN2/THBS4/HLX/PTN/ZNF703/TIE1/PTPRM/FGFR1/RUNX3/PPP1R16B/FGF2/RGN/RGCC/TGFBR3/NR1D1/NR4A1/CCL2/NUPR1/IRS2/SPARC/WNT2/ZFP36/SULF1/KLF9
C3,Up,GO_BP,GO:0042330,taxis,51/726,457/16355,1.2616290735333765e-9,1.9757111291532675e-7,1.6091304148399383e-7,51,MMP2/CXCL12/PRKD1/PDGFRA/SLIT3/ENG/PDGFRB/FLT1/PDGFD/BMP4/CSF1/VCAM1/ADGRA2/NTRK3/ANGPT1/ENPP2/ACKR4/AGTR1/CCL14/LPAR1/SMOC2/PREX1/CCL23/RARRES2/LSP1/THBS4/CMKLR1/ITGB2/PTN/SEMA3G/FGFR1/RNASE2/CCN3/FGF2/KIT/CXCL14/CCL19/CCN1/GPR183/NR4A1/CCL2/FGF18/S1PR1/MPP1/CH25H/BST1/GPNMB/CCL8/LGR6/DUSP1/ROBO2
C3,Up,GO_BP,GO:0090287,regulation of cellular response to growth factor stimulus,41/726,326/16355,1.7172228506119545e-9,2.6024235329596657e-7,2.1195602926908166e-7,41,ZEB1/ZEB2/ENG/FBN1/CCBE1/BMP4/TNXB/ADGRA2/ASPN/FZD4/HHEX/GREM2/ITGA8/TGFB1I1/GPC3/JCAD/SMOC2/ACVRL1/CHRDL1/SMAD6/MMRN2/TFAP2B/TSC22D1/ZNF703/CHRD/TMEM204/FGF2/CITED2/MSX1/TGFBR3/CCN1/ELAPOR2/ZNF423/FGF18/EMILIN1/DCN/CRIM1/BMPER/DKK3/SULF1/BAMBI
C3,Up,GO_BP,GO:0060485,mesenchyme development,40/726,316/16355,2.2507836414045436e-9,3.3044317335370456e-7,2.6913153080610254e-07,40,FERMT2/ADAMTS5/DAB2/ZFPM2/COL1A1/ENG/MEF2C/BMP4/TNXB/ACTA2/QKI/DCHS1/TWIST1/TGFB1I1/PKD2/AXIN2/ACVRL1/BCL2/TBX3/EPHA3/SNAI1/PITX2/FOXF2/SOX10/SEMA3G/ZNF703/FGFR1/MEOX1/CITED2/MSX1/RGCC/TGFBR3/RFLNB/OLFM1/FRZB/BMP7/ACTG2/WNT2/ROBO2/BAMBI
C3,Up,GO_BP,GO:0002040,sprouting angiogenesis,25/726,140/16355,2.384317566155187e-9,3.394401189635476e-7,2.76459150015123e-7,25,RHOJ/CCBE1/RECK/FLT1/BMP4/ADGRA2/RSPO3/GATA2/ANGPT1/MEOX2/AGTR1/JCAD/TEK/VSTM4/ACVRL1/MMRN2/KLF2/PPP1R16B/FGF2/TNN/TGFBR3/NR4A1/TSPAN18/KLF4/BMPER
C3,Up,GO_BP,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,42/726,345/16355,2.9197498740624883e-9,4.0344073259839916e-7,3.2858485424820884e-7,42,COL3A1/FERMT2/DAB2/ZEB1/ZEB2/ENG/FBN1/BMP4/LRRC32/LTBP2/ASPN/GREM2/ITGA8/TGFB1I1/GPC3/COL1A2/ACVRL1/FMOD/CHRDL1/SMAD6/CLDN5/TFAP2B/SMAD9/TSC22D1/ZNF703/CHRD/MAGI2/CITED2/MSX1/INHBB/TGFBR3/CCN1/ELAPOR2/ZNF423/BMP7/CRIM1/BMPER/EGR1/DKK3/SULF1/JUN/BAMBI
C3,Up,GO_BP,GO:0061437,renal system vasculature development,12/726,31/16355,3.4677566099331676e-9,4.525422375962784e-7,3.6857588529552824e-7,12,PDGFRA/PDGFRB/PDGFD/BMP4/ACTA2/ANGPT1/PKD2/TEK/PECAM1/AQP1/BMP7/EGR1
C3,Up,GO_BP,GO:0061440,kidney vasculature development,12/726,31/16355,3.4677566099331676e-9,4.525422375962784e-7,3.6857588529552824e-7,12,PDGFRA/PDGFRB/PDGFD/BMP4/ACTA2/ANGPT1/PKD2/TEK/PECAM1/AQP1/BMP7/EGR1
C3,Up,GO_BP,GO:0045444,fat cell differentiation,33/726,234/16355,3.903344375449971e-9,4.956192398882152e-7,4.0366022204155466e-7,33,FERMT2/MEDAG/PDGFRA/ZFPM2/NEGR1/NPR2/RUNX1T1/GATA2/LMO3/TGFB1I1/AXIN2/ADGRF5/SMAD6/ID4/TFAP2B/LPL/KCNJ8/CCDC3/CLIP3/RARRES2/CMKLR1/ARID5B/ZFP36L2/INHBB/ENPP1/NR1D1/NR4A1/FRZB/BMP7/ZBTB16/KLF4/ZFP36/MAFB
C3,Up,GO_BP,GO:0003179,heart valve morphogenesis,16/726,61/16355,6.02966024587702e-9,7.454564167139537e-7,6.071416895779216e-7,16,ADAMTS5/SLIT3/MEF2C/BMP4/DCHS1/TWIST1/CDH11/AXIN2/SMAD6/SNAI1/TIE1/NFATC1/CCN1/OLFM1/EMILIN1/ROBO2
C3,Up,GO_BP,GO:0030282,bone mineralization,23/726,126/16355,6.705223044087408e-9,8.077214836185294e-7,6.578538668085758e-7,23,DDR2/SLC8A1/MEF2C/BMP4/ASPN/GPM6B/OSR2/TWIST1/SRGN/COL6A1/GPC3/AXIN2/COL1A2/PTN/CLEC3B/ENPP1/CCN1/RFLNB/BMP7/MGP/S1PR1/GJA1/TENT5A
C3,Up,GO_BP,GO:0003007,heart morphogenesis,35/726,266/16355,8.371741568933398e-9,9.832610472712276e-7,8.008231737650764e-7,35,ADAMTS1/ADAMTS5/PLXND1/ZFPM2/SLIT3/ENG/DLC1/MEF2C/BMP4/DCHS1/TWIST1/CPE/PKD2/TEK/AXIN2/ACVRL1/SMAD6/TBX3/CLDN5/KCNJ8/SNAI1/PITX2/CCM2L/COL5A1/SOX17/CITED2/MSX1/TGFBR3/CCN1/OLFM1/BMP7/S1PR1/GJA1/WNT2/ROBO2
C3,Up,GO_BP,GO:0043542,endothelial cell migration,32/726,232/16355,1.1634706416688364e-8,1.3331670913561447e-6,1.0858063626357434e-6,32,PLPP3/PRKD1/PLXND1/RHOJ/ZEB2/CCBE1/MEF2C/ADGRA2/GATA2/ANGPT1/MEOX2/JCAD/TEK/VSTM4/SERPINF1/SMOC2/ACVRL1/MMRN2/PTN/PTPRM/FGFR1/CCN3/FGF2/RGCC/TGFBR3/NR4A1/FGF18/DCN/KLF4/BMPER/SPARC/RHOB
C3,Up,GO_BP,GO:0060070,canonical Wnt signaling pathway,38/726,310/16355,1.3842738206495525e-8,1.5484091450979995e-6,1.2611116135491539e-6,38,NID1/RBMS3/DAB2/ZEB2/COL1A1/WNT2B/RECK/IGFBP4/ADGRA2/FZD7/CTHRC1/FZD4/RSPO3/HHEX/COL6A1/BICC1/GPC3/AXIN2/LRRK2/DKK2/SNAI1/FOXO3/SOX10/ZNF703/SOX17/FGF2/DACT1/DAAM2/TNN/FRZB/KLF4/EGR1/DKK3/WNT2/LGR6/JADE1/LRP4/BAMBI
C3,Up,GO_BP,GO:0085029,extracellular matrix assembly,14/726,49/16355,1.6203449552796717e-8,1.7703210697450924e-6,1.4418491829722418e-6,14,COL3A1/FBLN5/TNXB/ANTXR1/GPM6B/MFAP4/COL6A1/COL1A2/TIE1/MYH11/RGCC/FKBP10/TGFBR3/EMILIN1
C3,Up,GO_BP,GO:0010718,positive regulation of epithelial to mesenchymal transition,15/726,57/16355,1.7164831523868197e-8,1.8327358749802904e-6,1.4926833155325574e-6,15,FERMT2/DAB2/COL1A1/ENG/BMP4/TNXB/TWIST1/TGFB1I1/AXIN2/SNAI1/ZNF703/RGCC/OLFM1/BMP7/BAMBI
C3,Up,GO_BP,GO:0003170,heart valve development,17/726,74/16355,1.7898868765790746e-8,1.868641899148554e-6,1.5219272038280555e-6,17,ADAMTS5/SLIT3/MEF2C/BMP4/DCHS1/TWIST1/CDH11/AXIN2/SMAD6/TNFRSF1B/SNAI1/TIE1/NFATC1/CCN1/OLFM1/EMILIN1/ROBO2
C3,Up,GO_BP,GO:0060326,cell chemotaxis,38/726,314/16355,1.9641543623643662e-8,2.0059993900843027e-6,1.6337988803648676e-6,38,MMP2/CXCL12/PRKD1/PDGFRA/ENG/PDGFRB/FLT1/PDGFD/CSF1/VCAM1/ACKR4/AGTR1/CCL14/LPAR1/SMOC2/PREX1/CCL23/RARRES2/THBS4/CMKLR1/ITGB2/PTN/FGFR1/CCN3/FGF2/KIT/CXCL14/CCL19/GPR183/NR4A1/CCL2/FGF18/S1PR1/MPP1/CH25H/BST1/CCL8/DUSP1
C3,Up,GO_BP,GO:0072012,glomerulus vasculature development,11/726,29/16355,2.0338813346406145e-8,2.0330158532216186e-6,1.6558026095002542e-6,11,PDGFRA/PDGFRB/PDGFD/BMP4/ACTA2/ANGPT1/TEK/PECAM1/AQP1/BMP7/EGR1
