contrast,direction,source,term_id,term,gene_ratio,bg_ratio,pvalue,padj,qvalue,count,genes
C3,Up,GO_BP,GO:1903053,regulation of extracellular matrix organization,16/726,67/16355,2.6041065823130563e-8,2.5487693174389037e-6,2.075861277786834e-6,16,NID1/LAMA2/DDR2/AEBP1/RECK/TNXB/ANTXR1/COL6A1/AXIN2/TNFRSF1B/TIE1/RGCC/TGFBR3/EMILIN1/LRP1/ANGPTL7
C3,Up,GO_BP,GO:0010594,regulation of endothelial cell migration,27/726,180/16355,2.735809307279612e-8,2.6230269644080853e-6,2.1363408876393968e-6,27,PLPP3/PRKD1/RHOJ/CCBE1/MEF2C/ADGRA2/GATA2/ANGPT1/MEOX2/JCAD/TEK/SERPINF1/SMOC2/ACVRL1/MMRN2/PTN/PTPRM/FGFR1/FGF2/RGCC/TGFBR3/FGF18/DCN/KLF4/BMPER/SPARC/RHOB
C3,Up,GO_BP,GO:0003176,aortic valve development,13/726,45/16355,4.571119245983225e-8,4.295023643525838e-6,3.498109149294531e-6,13,ADAMTS5/SLIT3/BMP4/TWIST1/CDH11/AXIN2/SMAD6/TNFRSF1B/SNAI1/TIE1/NFATC1/EMILIN1/ROBO2
C3,Up,GO_BP,GO:0030111,regulation of Wnt signaling pathway,38/726,325/16355,4.961661403087774e-8,4.570565739550268e-6,3.7225261507170398e-6,38,RBMS3/PLPP3/DAB2/ZEB2/COL1A1/RECK/IGFBP4/ADGRA2/FZD7/CTHRC1/RSPO3/HHEX/BICC1/GPC3/AXIN2/LRRK2/DKK2/FOXO3/SOX10/TMEM237/KLF15/CMAHP/ZNF703/SOX17/FGF2/DACT1/DAAM2/TNN/FRZB/NFATC4/LRP1/EGR1/DKK3/LGR6/JADE1/LRP4/SULF1/BAMBI
C3,Up,GO_BP,GO:0007229,integrin-mediated signaling pathway,20/726,109/16355,5.9001276114372485e-8,5.3305383689484985e-6,4.341490661452308e-6,20,ADAMTS1/NID1/COL3A1/FERMT2/PLPP3/LAMA2/PRKD1/ITGA8/LIMS2/COL16A1/ITGA10/ITGA7/CCN2/ITGAM/ITGB2/PTN/ITGA11/ITGBL1/BST1/DST
C3,Up,GO_BP,GO:0030500,regulation of bone mineralization,17/726,80/16355,6.167070143079506e-8,5.4665840626768914e-6,4.452293936463556e-6,17,DDR2/SLC8A1/MEF2C/BMP4/GPM6B/OSR2/TWIST1/SRGN/PTN/ENPP1/CCN1/RFLNB/BMP7/MGP/S1PR1/GJA1/TENT5A
C3,Up,GO_BP,GO:0030199,collagen fibril organization,16/726,71/16355,6.283787872059059e-8,5.466895448691381e-6,4.452547546770892e-6,16,COL3A1/COL14A1/DDR2/COL1A1/AEBP1/TNXB/DPT/COL6A1/ADAMTS2/COL1A2/FMOD/COL5A1/FKBP10/LUM/EMILIN1/LOXL1
C3,Up,GO_BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,34/726,275/16355,6.513665443405134e-8,5.563854591475876e-6,4.531516533354577e-6,34,DAB2/ZEB1/ZEB2/ENG/FBN1/BMP4/ASPN/GREM2/ITGA8/TGFB1I1/GPC3/ACVRL1/CHRDL1/SMAD6/TFAP2B/TSC22D1/ZNF703/CHRD/MAGI2/CCN3/CITED2/MSX1/TGFBR3/CCN1/ELAPOR2/ZNF423/BMP7/EMILIN1/CRIM1/LRP1/BMPER/DKK3/SULF1/BAMBI
C3,Up,GO_BP,GO:0072073,kidney epithelium development,24/726,153/16355,6.769866584061345e-8,5.588574490675368e-6,4.551649811477441e-6,24,WNT2B/MEF2C/KANK2/BMP4/DCHS1/GPC3/PKD2/PECAM1/PODXL/BCL2/IRX3/SMAD6/TFAP2B/KLF15/FGFR1/MAGI2/FGF2/POU3F3/AQP1/IRX1/BMP7/PBX1/BMPER/ROBO2
C3,Up,GO_BP,GO:0031214,biomineral tissue development,26/726,176/16355,6.780518219848787e-8,5.588574490675368e-6,4.551649811477441e-6,26,HACD1/DDR2/COL1A1/SLC8A1/MEF2C/BMP4/ASPN/GPM6B/OSR2/TWIST1/SRGN/COL6A1/GPC3/AXIN2/COL1A2/PTN/FGFR1/CLEC3B/ENPP1/CCN1/RFLNB/BMP7/MGP/S1PR1/GJA1/TENT5A
C3,Up,GO_BP,GO:0003180,aortic valve morphogenesis,12/726,39/16355,6.924579876688673e-8,5.6089097001178255e-6,4.568211951318209e-6,12,ADAMTS5/SLIT3/BMP4/TWIST1/CDH11/AXIN2/SMAD6/SNAI1/TIE1/NFATC1/EMILIN1/ROBO2
C3,Up,GO_BP,GO:0048745,smooth muscle tissue development,10/726,26/16355,7.77181755819977e-8,6.085860607759867e-6,4.9566676321855026e-6,10,COL3A1/ENG/BMP4/NPR2/MYLK/ITGA8/PKD2/TFAP2B/TNN/ZFAND5
C3,Up,GO_BP,GO:0090596,sensory organ morphogenesis,34/726,277/16355,7.783354016221612e-8,6.085860607759867e-6,4.9566676321855026e-6,34,MFAP5/ZEB1/WNT2B/FBN1/BMP4/PRRX1/OSR2/RORB/CTHRC1/TWIST1/GATA2/ITGA8/BCL2/TBX3/TFAP2B/PITX2/FOXF2/CYP26B1/COL5A1/PTPRM/FGFR1/FGF2/CITED2/MSX1/AQP1/SOBP/FRZB/BMP7/NTRK2/COL8A2/COL8A1/SPARC/WNT2/MAFB
C3,Up,GO_BP,GO:0001936,regulation of endothelial cell proliferation,23/726,143/16355,7.902032717610725e-8,6.085860607759867e-6,4.9566676321855026e-6,23,CXCL12/PRKD1/ENG/MEF2C/FLT1/BMP4/GATA2/AGTR1/JCAD/TEK/ACVRL1/MMRN2/THBS4/TIE1/PTPRM/FGFR1/PPP1R16B/FGF2/RGCC/NR4A1/CCL2/SPARC/SULF1
C3,Up,GO_BP,GO:0001656,metanephros development,18/726,91/16355,8.161327670053837e-8,6.1841802248246665e-6,5.036744665644431e-6,18,PDGFRA/FBN1/PDGFRB/BMP4/OSR2/ITGA8/GPC3/PKD2/BCL2/IRX3/TFAP2B/SOX17/POU3F3/AQP1/IRX1/BMP7/EGR1/ROBO2
C3,Up,GO_BP,GO:0150115,cell-substrate junction organization,19/726,103/16355,1.154866191036084e-7,8.612002167440511e-6,7.014099589667779e-6,19,FERMT2/DLC1/LIMCH1/GPM6B/TNS1/CDH11/PEAK1/TEK/ACVRL1/BCL2/PIK3R1/COL16A1/EPHA3/APOD/FAM107A/MYOC/STON1/SORBS1/DST
C3,Up,GO_BP,GO:1905314,semi-lunar valve development,13/726,49/16355,1.3949144075713313e-7,1.0239543573078304e-5,8.33966097289768e-6,13,ADAMTS5/SLIT3/BMP4/TWIST1/CDH11/AXIN2/SMAD6/TNFRSF1B/SNAI1/TIE1/NFATC1/EMILIN1/ROBO2
C3,Up,GO_BP,GO:0035107,appendage morphogenesis,23/726,149/16355,1.71217265654623e-7,1.2187556273415438e-5,9.926232227345368e-6,23,COL3A1/RECK/BMP4/PRRX1/OSR2/NPR2/TWIST1/COL6A1/GPC3/TBX3/TFAP2B/MBNL1/CYP26B1/FGFR1/AFF3/MSX1/BMP7/CACNA1C/PBX1/ZBTB16/GJA1/ERRFI1/LRP4
C3,Up,GO_BP,GO:0035108,limb morphogenesis,23/726,149/16355,1.71217265654623e-7,1.2187556273415438e-5,9.926232227345368e-6,23,COL3A1/RECK/BMP4/PRRX1/OSR2/NPR2/TWIST1/COL6A1/GPC3/TBX3/TFAP2B/MBNL1/CYP26B1/FGFR1/AFF3/MSX1/BMP7/CACNA1C/PBX1/ZBTB16/GJA1/ERRFI1/LRP4
C3,Up,GO_BP,GO:0001649,osteoblast differentiation,30/726,235/16355,1.9143818185334892e-7,1.3255679504977731e-5,1.0796171943401235e-5,30,FERMT2/PRKD1/DDR2/COL1A1/MEF2C/BMP4/IGFBP5/RORB/CTHRC1/TWIST1/COL6A1/AXIN2/SMAD6/ID4/SNAI1/CHRD/FGF2/IL6ST/PENK/TNN/CCN1/ITGA11/BMP7/GJA1/CRIM1/TENT5A/JUND/MYOC/TMT1A/BAMBI
C3,Up,GO_BP,GO:0007044,cell-substrate junction assembly,18/726,96/16355,1.918659443036368e-7,1.3255679504977731e-5,1.0796171943401235e-5,18,FERMT2/DLC1/LIMCH1/GPM6B/TNS1/CDH11/PEAK1/TEK/ACVRL1/BCL2/COL16A1/EPHA3/APOD/FAM107A/MYOC/STON1/SORBS1/DST
C3,Up,GO_BP,GO:0048736,appendage development,26/726,186/16355,2.091009253113904e-7,1.4033659244470172e-5,1.142980245875044e-5,26,COL3A1/FERMT2/RECK/BMP4/PRRX1/OSR2/NPR2/TWIST1/COL6A1/GPC3/MEOX2/TBX3/TFAP2B/PITX2/MBNL1/CYP26B1/FGFR1/AFF3/MSX1/BMP7/CACNA1C/PBX1/ZBTB16/GJA1/ERRFI1/LRP4
C3,Up,GO_BP,GO:0060173,limb development,26/726,186/16355,2.091009253113904e-7,1.4033659244470172e-5,1.142980245875044e-5,26,COL3A1/FERMT2/RECK/BMP4/PRRX1/OSR2/NPR2/TWIST1/COL6A1/GPC3/MEOX2/TBX3/TFAP2B/PITX2/MBNL1/CYP26B1/FGFR1/AFF3/MSX1/BMP7/CACNA1C/PBX1/ZBTB16/GJA1/ERRFI1/LRP4
C3,Up,GO_BP,GO:0002009,morphogenesis of an epithelium,48/726,490/16355,2.3146016988354638e-7,1.5315491241026774e-5,1.2473798629009506e-5,48,MMP2/FERMT2/COL4A1/PLXND1/WNT2B/ENG/DLC1/MEF2C/BMP4/IGFBP5/CSF1/CTHRC1/DCHS1/TWIST1/RSPO3/TGFB1I1/GPC3/PKD2/ACVRL1/AR/PODXL/BCL2/IRX3/TBX3/MMRN2/ID4/SNAI1/FOXF2/SOX10/TIE1/COL5A1/FGFR1/SOX17/FGF2/CITED2/CCN1/IRX1/FRZB/BMP7/PBX1/NFATC4/GJA1/KLF4/RHOB/WNT2/SOCS3/ADM/SULF1
C3,Up,GO_BP,GO:0007162,negative regulation of cell adhesion,34/726,291/16355,2.563465883138262e-7,1.672661488747716e-5,1.3623097200595881e-5,34,MMP2/POSTN/CXCL12/FBLN1/PLXND1/COL1A1/DLC1/BMP4/LRRC32/FZD7/DAPL1/FZD4/ANGPT1/PDE5A/PLXNC1/ACVRL1/PODXL/PIK3R1/FGL2/HLX/ZNF703/PRKG1/APOD/RUNX3/FAM107A/RGCC/LAPTM5/PLA2G5/KLF4/GPNMB/MYOC/DUSP1/SPOCK1/BCL6
C3,Up,GO_BP,GO:0045667,regulation of osteoblast differentiation,21/726,131/16355,3.0584129040440245e-7,1.968277236054634e-5,1.6030758336265362e-5,21,FERMT2/PRKD1/DDR2/MEF2C/BMP4/IGFBP5/RORB/CTHRC1/TWIST1/AXIN2/SMAD6/CHRD/FGF2/IL6ST/TNN/CCN1/BMP7/CRIM1/TENT5A/JUND/BAMBI
C3,Up,GO_BP,GO:0060828,regulation of canonical Wnt signaling pathway,31/726,254/16355,3.307911776875644e-7,2.076729525287702e-5,1.6914054859673317e-5,31,RBMS3/DAB2/ZEB2/COL1A1/RECK/IGFBP4/ADGRA2/FZD7/CTHRC1/RSPO3/HHEX/BICC1/GPC3/AXIN2/LRRK2/DKK2/FOXO3/SOX10/ZNF703/SOX17/FGF2/DACT1/DAAM2/TNN/FRZB/EGR1/DKK3/LGR6/JADE1/LRP4/BAMBI
C3,Up,GO_BP,GO:0150063,visual system development,42/726,407/16355,3.331042525742922e-7,2.076729525287702e-5,1.6914054859673317e-5,42,MFAP5/COL4A1/PDGFRA/RHOJ/ZEB1/WNT2B/FBN1/PDGFRB/FLT1/BMP4/OSR2/RORB/TWIST1/FZD4/NES/MITF/VSTM4/SERPINF1/ACVRL1/BCL2/CHRDL1/TFAP2B/PITX2/FOXF2/ITGAM/COL5A1/PTPRM/FGF2/CITED2/LAMC3/AQP1/BMP7/CACNA1C/PBX1/NTRK2/GJA1/KLF4/COL8A2/COL8A1/WNT2/SLC25A25/ANGPTL7
C3,Up,GO_BP,GO:0050680,negative regulation of epithelial cell proliferation,22/726,143/16355,3.359545421921357e-7,2.076729525287702e-5,1.6914054859673317e-5,22,DAB2/ZEB1/ENG/MEF2C/FLT1/BMP4/GPC3/SERPINF1/ACVRL1/AR/LIMS2/MMRN2/PTPRM/RUNX3/RGN/RGCC/TGFBR3/CCL2/NUPR1/SPARC/SULF1/KLF9
C3,Up,GO_BP,GO:0048762,mesenchymal cell differentiation,31/726,255/16355,3.610374751196333e-7,2.1932986040658073e-5,1.7863459088479327e-5,31,FERMT2/DAB2/COL1A1/ENG/MEF2C/BMP4/TNXB/QKI/TWIST1/TGFB1I1/AXIN2/BCL2/TBX3/EPHA3/SNAI1/PITX2/FOXF2/SOX10/SEMA3G/ZNF703/FGFR1/CITED2/MSX1/RGCC/TGFBR3/RFLNB/OLFM1/FRZB/BMP7/WNT2/BAMBI
C3,Up,GO_BP,GO:0070167,regulation of biomineral tissue development,18/726,100/16355,3.6414919352305865e-7,2.1932986040658073e-5,1.7863459088479327e-5,18,DDR2/SLC8A1/MEF2C/BMP4/ASPN/GPM6B/OSR2/TWIST1/SRGN/PTN/ENPP1/CCN1/RFLNB/BMP7/MGP/S1PR1/GJA1/TENT5A
C3,Up,GO_BP,GO:0010463,mesenchymal cell proliferation,12/726,45/16355,3.984248726789188e-7,2.3633879133030983e-5,1.9248762216523858e-5,12,ZEB1/BMP4/PRRX1/DCHS1/GPC3/CHRD/FGFR1/MSX1/BMP7/IRS2/SYNE1/WNT2
C3,Up,GO_BP,GO:1901343,negative regulation of vasculature development,20/726,122/16355,4.0245004909375874e-7,2.3633879133030983e-5,1.9248762216523858e-5,20,ADAMTS1/COL4A2/THBS2/QKI/HHEX/TEK/SERPINF1/CLDN5/STAB1/THBS4/KLF2/TIE1/PTPRM/RGCC/EMILIN1/DCN/KLF4/SPARC/ANGPTL7/SULF1
C3,Up,GO_BP,GO:0048880,sensory system development,42/726,414/16355,5.272661789989367e-7,3.0581438381938325e-5,2.4907245752581354e-5,42,MFAP5/COL4A1/PDGFRA/RHOJ/ZEB1/WNT2B/FBN1/PDGFRB/FLT1/BMP4/OSR2/RORB/TWIST1/FZD4/NES/MITF/VSTM4/SERPINF1/ACVRL1/BCL2/CHRDL1/TFAP2B/PITX2/FOXF2/ITGAM/COL5A1/PTPRM/FGF2/CITED2/LAMC3/AQP1/BMP7/CACNA1C/PBX1/NTRK2/GJA1/KLF4/COL8A2/COL8A1/WNT2/SLC25A25/ANGPTL7
C3,Up,GO_BP,GO:0002062,chondrocyte differentiation,19/726,114/16355,6.014909460968568e-7,3.446103005808577e-5,2.8067003710681316e-5,19,COL3A1/WNT2B/MEF2C/BMP4/OSR2/NPR2/SCIN/AXIN2/ACVRL1/CCN2/CYTL1/FGFR1/RUNX3/CCN3/RFLNB/FGF18/ZBTB16/MUSTN1/SULF1
C3,Up,GO_BP,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,18/726,104/16355,6.675657909390328e-7,3.7429398434051496e-5,3.0484610093382896e-5,18,DAB2/ZEB2/ENG/BMP4/ITGA8/TGFB1I1/GPC3/ACVRL1/TSC22D1/CITED2/MSX1/TGFBR3/CCN1/ELAPOR2/ZNF423/BMP7/BMPER/SULF1
C3,Up,GO_BP,GO:0001654,eye development,41/726,403/16355,6.692357318987496e-7,3.7429398434051496e-5,3.0484610093382896e-5,41,MFAP5/COL4A1/PDGFRA/RHOJ/ZEB1/WNT2B/FBN1/PDGFRB/FLT1/BMP4/OSR2/RORB/TWIST1/FZD4/NES/MITF/VSTM4/SERPINF1/ACVRL1/BCL2/CHRDL1/TFAP2B/PITX2/FOXF2/COL5A1/PTPRM/FGF2/CITED2/LAMC3/AQP1/BMP7/CACNA1C/PBX1/NTRK2/GJA1/KLF4/COL8A2/COL8A1/WNT2/SLC25A25/ANGPTL7
C3,Up,GO_BP,GO:0048041,focal adhesion assembly,16/726,85/16355,8.642612930938129e-7,4.7477262367355895e-5,3.8668156372328365e-5,16,FERMT2/DLC1/LIMCH1/GPM6B/CDH11/PEAK1/TEK/ACVRL1/BCL2/COL16A1/EPHA3/APOD/FAM107A/MYOC/STON1/SORBS1
C3,Up,GO_BP,GO:0001837,epithelial to mesenchymal transition,24/726,175/16355,8.691027168140927e-7,4.7477262367355895e-5,3.8668156372328365e-5,24,FERMT2/DAB2/COL1A1/ENG/BMP4/TNXB/QKI/TWIST1/TGFB1I1/AXIN2/TBX3/EPHA3/SNAI1/FOXF2/ZNF703/FGFR1/MSX1/RGCC/TGFBR3/RFLNB/OLFM1/BMP7/WNT2/BAMBI
C3,Up,GO_BP,GO:0006956,complement activation,13/726,57/16355,9.364690070767042e-7,4.999467494598132e-5,4.071847895602656e-5,13,SERPING1/CFH/CFHR1/C1S/C1R/SVEP1/CLU/A2M/MASP1/C7/C4A/C4B/RGCC
C3,Up,GO_BP,GO:0072132,mesenchyme morphogenesis,13/726,57/16355,9.364690070767042e-7,4.999467494598132e-5,4.071847895602656e-5,13,ADAMTS5/ENG/ACTA2/DCHS1/TWIST1/ACVRL1/TBX3/SNAI1/FGFR1/MSX1/BMP7/ACTG2/ROBO2
C3,Up,GO_BP,GO:0030509,BMP signaling pathway,22/726,152/16355,9.815362657661205e-7,5.0801684202754495e-5,4.137575274517994e-5,22,ENG/FBN1/BMP4/GREM2/GPC3/ACVRL1/CHRDL1/SMAD6/TFAP2B/SMAD9/CHRD/MSX1/TGFBR3/CCN1/ELAPOR2/ZNF423/BMP7/CRIM1/BMPER/EGR1/SULF1/BAMBI
C3,Up,GO_BP,GO:0035051,cardiocyte differentiation,22/726,152/16355,9.815362657661205e-7,5.0801684202754495e-5,4.137575274517994e-5,22,COL14A1/PDGFRA/PDGFRB/SLC8A1/MEF2C/BMP4/VCAM1/FZD7/TWIST1/SGCD/IRX3/TBX3/KCNJ8/PITX2/PRKG1/SOX17/MYH11/CITED2/TGFBR3/BMP7/SYNE1/SORBS2
C3,Up,GO_BP,GO:0033002,muscle cell proliferation,27/726,214/16355,9.84025811505036e-7,5.0801684202754495e-5,4.137575274517994e-5,27,MMP2/ADAMTS1/DDR2/ZFPM2/TLR4/PDGFRB/MEF2C/PDGFD/BMP4/IGFBP5/ANGPT1/PIK3R1/PDE1A/OGN/FGFR1/PRKG1/APOD/CCN3/FGF2/CITED2/TGFBR3/CNN1/S1PR1/GJA1/KLF4/WNT2/JUN
C3,Up,GO_BP,GO:0030510,regulation of BMP signaling pathway,18/726,107/16355,1.0298555070525285e-6,5.2024313678847086e-5,4.2371531048510936e-5,18,ENG/FBN1/BMP4/GREM2/GPC3/ACVRL1/CHRDL1/SMAD6/TFAP2B/CHRD/MSX1/CCN1/ELAPOR2/ZNF423/CRIM1/BMPER/SULF1/BAMBI
C3,Up,GO_BP,GO:0032963,collagen metabolic process,18/726,107/16355,1.0298555070525285e-6,5.2024313678847086e-5,4.2371531048510936e-5,18,MMP2/CTSK/DDR2/COL1A1/ENG/BMP4/TNXB/TNS2/MFAP4/F2R/COL6A1/ADAMTS2/COL1A2/MMP27/CYGB/COL5A1/RGCC/EMILIN1
C3,Up,GO_BP,GO:0048705,skeletal system morphogenesis,28/726,228/16355,1.077590426635315e-6,5.385659387587989e-5,4.3863843234259466e-05,28,MMP2/COL3A1/PDGFRA/ZEB1/COL1A1/CSGALNACT1/MEF2C/BMP4/PRRX1/OSR2/NPR2/TWIST1/TEK/AXIN2/CCN2/CYP26B1/GHR/ARID5B/FGFR1/COL13A1/CITED2/MSX1/RFLNB/BMP7/FGF18/MGP/CSRNP1/ZFAND5
C3,Up,GO_BP,GO:0042692,muscle cell differentiation,40/726,396/16355,1.0997482722811908e-6,5.4385446138705625e-5,4.4294570301851845e-5,40,NID1/JAM2/COL14A1/LAMA2/PRKD1/PDGFRA/ADAMTS5/ZEB1/ENG/PDGFRB/SLC8A1/MEF2C/BMP4/IGFBP5/MYL9/QKI/FZD7/COL6A1/ITGA8/SGCD/ANK2/PGM5/BCL2/IRX3/TBX3/LMOD1/KCNJ8/CYP26B1/PRKG1/TMEM204/MYH11/CCN3/KIT/LDB3/NFATC1/MSX1/NFATC4/SYNE1/ADM/SORBS2
C3,Up,GO_BP,GO:0035924,cellular response to vascular endothelial growth factor stimulus,14/726,67/16355,1.117973014887138e-6,5.471080441603931e-5,4.455956040695994e-5,14,PRKD1/PDGFRA/CCBE1/PDGFRB/FLT1/TNXB/VCAM1/ADGRA2/JCAD/SMOC2/NR4A1/EMILIN1/DCN/GAS1
C3,Up,GO_BP,GO:0001763,morphogenesis of a branching structure,26/726,203/16355,1.1680631818575972e-6,5.6217547092864386e-5,4.5786736502108864e-5,26,COL4A1/PLXND1/WNT2B/ENG/BMP4/CSF1/DCHS1/RSPO3/GPC3/PKD2/AR/LRRK2/BCL2/TBX3/SOX10/TIE1/FGFR1/FGF2/COL13A1/BMP7/PBX1/NFATC4/WNT2/SOCS3/ADM/SULF1
C3,Up,GO_BP,GO:0048545,response to steroid hormone,36/726,339/16355,1.179675356061699e-6,5.6217547092864386e-5,4.5786736502108864e-5,36,DAB2/TFPI/COL1A1/SLIT3/KANK2/LMO3/A2M/AXIN2/SERPINF1/TXNIP/AR/CDO1/BCL2/FOXO3/GHR/SOX10/PDE3A/BCKDHB/TRIM63/FAM107A/PTGER2/ZFP36L2/AQP1/MGARP/PLPP1/NR1D1/JUND/SGK1/FOSB/ZFP36/ADM/NR3C2/ERRFI1/PTGDS/JUN/KLF9
C3,Up,GO_BP,GO:0016525,negative regulation of angiogenesis,19/726,119/16355,1.184660954064192e-6,5.6217547092864386e-5,4.5786736502108864e-5,19,ADAMTS1/COL4A2/THBS2/QKI/HHEX/TEK/SERPINF1/CLDN5/STAB1/THBS4/KLF2/TIE1/PTPRM/RGCC/EMILIN1/DCN/KLF4/SPARC/SULF1
C3,Up,GO_BP,GO:0045598,regulation of fat cell differentiation,20/726,131/16355,1.2931431147151163e-6,6.075186352931616e-5,4.94797391788363e-5,20,FERMT2/MEDAG/ZFPM2/RUNX1T1/GATA2/LMO3/TGFB1I1/AXIN2/ID4/LPL/CCDC3/RARRES2/CMKLR1/ZFP36L2/ENPP1/NR1D1/FRZB/BMP7/ZBTB16/ZFP36
C3,Up,GO_BP,GO:2000181,negative regulation of blood vessel morphogenesis,19/726,120/16355,1.3500798464600623e-6,6.279876355118191e-5,5.1146849837231126e-5,19,ADAMTS1/COL4A2/THBS2/QKI/HHEX/TEK/SERPINF1/CLDN5/STAB1/THBS4/KLF2/TIE1/PTPRM/RGCC/EMILIN1/DCN/KLF4/SPARC/SULF1
C3,Up,GO_BP,GO:1904018,positive regulation of vasculature development,23/726,168/16355,1.509566465669955e-6,6.952885544821028e-5,5.662821571424444e-5,23,CXCL12/PRKD1/ENG/CCBE1/FLT1/TWIST1/GATA2/PTGIS/JCAD/TEK/SMOC2/ACVRL1/TIE1/FGF2/AQP1/TNN/FGF18/DDAH1/EMILIN1/KLF4/BMPER/RHOB/ADM
C3,Up,GO_BP,GO:0014706,striated muscle tissue development,40/726,402/16355,1.607949750553727e-6,7.334124202040203e-5,5.973323805071843e-5,40,GJC1/COL14A1/PDGFRA/ZFPM2/ENG/PDGFRB/SLC8A1/MEF2C/BMP4/HLF/FZD7/TWIST1/COL6A1/MEOX2/SGCD/PLN/PGM5/BCL2/IRX3/EYA2/TBX3/KCNJ8/CYP26B1/HLX/FGFR1/PRKG1/MYH11/FGF2/CITED2/MSX1/TGFBR3/NR4A1/NUPR1/BMP7/S1PR1/GJA1/SYNE1/EGR1/WNT2/SORBS2
C3,Up,GO_BP,GO:0048738,cardiac muscle tissue development,28/726,233/16355,1.6662663995682403e-6,7.527038024203454e-5,6.130443686670601e-5,28,GJC1/COL14A1/PDGFRA/ZFPM2/ENG/PDGFRB/SLC8A1/MEF2C/BMP4/FZD7/SGCD/PLN/IRX3/TBX3/KCNJ8/FGFR1/PRKG1/MYH11/FGF2/CITED2/MSX1/TGFBR3/BMP7/S1PR1/GJA1/SYNE1/WNT2/SORBS2
C3,Up,GO_BP,GO:0010812,negative regulation of cell-substrate adhesion,13/726,60/16355,1.7475713353613319e-6,7.819133460502416e-5,6.368342660690168e-5,13,POSTN/FBLN1/COL1A1/DLC1/FZD7/FZD4/ACVRL1/PIK3R1/APOD/FAM107A/MYOC/SPOCK1/BCL6
C3,Up,GO_BP,GO:0003151,outflow tract morphogenesis,15/726,80/16355,1.9949509274516667e-6,8.841773072799934e-5,7.201237955597626e-5,15,PLXND1/ZFPM2/ENG/MEF2C/BMP4/TWIST1/SMAD6/TBX3/CLDN5/PITX2/SOX17/CITED2/TGFBR3/BMP7/ROBO2
C3,Up,GO_BP,GO:0050920,regulation of chemotaxis,26/726,209/16355,2.035814019533312e-6,8.938555386698599e-5,7.280062922777757e-5,26,CXCL12/PRKD1/PDGFRA/PDGFRB/PDGFD/CSF1/ADGRA2/NTRK3/LPAR1/SMOC2/RARRES2/THBS4/CMKLR1/PTN/FGFR1/CCN3/FGF2/CCL19/GPR183/CCL2/FGF18/S1PR1/MPP1/BST1/DUSP1/ROBO2
C3,Up,GO_BP,GO:0003156,regulation of animal organ formation,9/726,28/16355,2.0558056676241136e-6,8.942754654164894e-5,7.283483042703364e-5,9,WNT2B/BMP4/FGFR1/FGF2/CITED2/BMP7/WNT2/ROBO2/SULF1
C3,Up,GO_BP,GO:0003197,endocardial cushion development,12/726,52/16355,2.148285441375888e-6,9.259307342737544e-5,7.541301380397251e-5,12,ADAMTS5/ENG/BMP4/DCHS1/TWIST1/ACVRL1/TBX3/SNAI1/CITED2/MSX1/BMP7/ROBO2
C3,Up,GO_BP,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,33/726,305/16355,2.178269692211297e-6,9.303191830916977e-5,7.577043379127334e-5,33,FERMT2/PRKD1/PDGFRA/DDR2/ENG/PDGFRB/FLT1/PDGFD/IGFBP5/NTRK3/TWIST1/ANGPT1/F2R/COL6A1/COL6A3/TEK/PIK3R1/PEAR1/ROR1/PREX2/COL6A2/HCLS1/FGFR1/PPP1R16B/MAGI2/FGF2/KIT/CCL19/NTRK2/DCN/IRS2/MYOC/ERRFI1
C3,Up,GO_BP,GO:0003012,muscle system process,42/726,439/16355,2.4459672341929214e-6,1.0352391050665176e-4,8.431570314169056e-5,42,GJC1/COL14A1/PRKD1/CACNA2D1/SLC8A1/IGFBP5/MYL9/ACTA2/KCNE4/MYLK/TPM2/F2R/COL6A1/SGCD/PDE5A/PLN/SCN7A/ANK2/TNFRSF1B/TBX3/LMOD1/KCNJ8/SCN4B/FOXO3/ADRA2A/KLF15/SYNM/TRIM63/PRKG1/MYH11/KIT/NFATC1/IL6ST/NR4A1/CACNA1C/KCNJ2/CNN1/GJA1/SSPN/MYOC/SORBS2/SULF1
C3,Up,GO_BP,GO:0048251,elastic fiber assembly,6/726,11/16355,2.8598036417325726e-6,1.1887161327890538e-4,9.681573665587172e-5,6,COL3A1/FBLN5/TNXB/MFAP4/MYH11/EMILIN1
C3,Up,GO_BP,GO:0010811,positive regulation of cell-substrate adhesion,19/726,126/16355,2.865741992832056e-6,1.1887161327890538e-4,9.681573665587172e-5,19,NID1/HACD1/FERMT2/FBLN1/DAB2/CSF1/FBLN2/TEK/PREX1/ABI3BP/LIMS2/COL16A1/ECM2/CCN1/EDIL3/EMILIN1/COL8A1/MYOC/VIT
C3,Up,GO_BP,GO:0061138,morphogenesis of a branching epithelium,24/726,187/16355,2.884496363089658e-6,1.1887161327890538e-4,9.681573665587172e-5,24,COL4A1/PLXND1/WNT2B/ENG/BMP4/CSF1/DCHS1/RSPO3/GPC3/PKD2/AR/BCL2/TBX3/SOX10/TIE1/FGFR1/FGF2/BMP7/PBX1/NFATC4/WNT2/SOCS3/ADM/SULF1
