contrast,label,tf,NES,pvalue,regulon_size,padj,activity,interpretation
C1,Limbus vs cornea,OVOL1,-3.298045617504087,9.736031568712054e-4,65,0.0015916770710647237,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,PLSCR1,3.259248988228718,0.001117075825219233,135,0.0018160282968647866,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ARID5B,3.2543765449736224,0.0011364154141973522,14,0.0018372049196190528,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,TET2,-3.239129807104314,0.001198949940063125,14,0.0019275935500462395,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,MSX1,3.1736897670167066,0.001505144739595998,92,0.00240657757814525,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,HIVEP3,3.1687503622557944,0.001530958291304603,133,0.0024344746599433854,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF486,-3.1536813684527254,0.0016122501101127086,111,0.002549808598058686,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,PKNOX2,3.1482194232679275,0.0016426833617163633,28,0.0025838965311322255,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,SOX9,3.132834905916428,0.0017312679175634678,107,0.002708596580704135,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF324,-3.1204170125787276,0.0018059517630524729,39,0.0027943027717480663,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF141,-3.1191250909998387,0.0018138893516967357,14,0.0027943027717480663,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF326,-3.1189680430804,0.0018148564393827647,203,0.0027943027717480663,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,IRF4,3.098911665562972,0.0019423292171987885,15,0.00297483053792025,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF567,-3.0839000238291874,0.002043062396888563,69,0.0031127285732700095,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,OSR1,3.0791919445280076,0.002075629054094871,12,0.0031458752851125384,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,SOX17,3.0692341320017524,0.0021460832898157157,274,0.0032358043385304317,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,NFATC1,3.067131278140615,0.002161239166009974,123,0.0032418587490149614,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF770,-3.0472409808151184,0.002309524749167781,29,0.0034465215487580734,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF483,-3.011236603913723,0.002601860263679968,53,0.0038629660037289323,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,OTX1,-3.007707830465197,0.002632260699337624,16,0.0038882632665342568,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,DUX4,-2.994002715040351,0.0027534349433580873,52,0.004046714992511129,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,CENPS,-2.9861595115097037,0.0028250524185921655,36,0.004131106803066936,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF174,-2.980743330023935,0.0028754969042553194,18,0.00418384799569149,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZXDB,-2.9638563503932494,0.0030381007312474105,10,0.004398444342253714,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,BCL11B,2.9203251427010954,0.003496663598347715,17,0.005037272807520718,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,NR1D1,-2.865851965333575,0.004158886732236013,177,0.005961753887096944,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF77,-2.834814338028052,0.004585232456188288,18,0.00654069923897447,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF30,-2.794618379910653,0.005196101276547501,29,0.007360638718347974,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,PRDM1,2.7937158618237627,0.005210623972438772,18,0.007360638718347974,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,JUND,-2.788193096166461,0.005300294115697519,75,0.007451138104676222,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,NFIC,2.7842291117599864,0.0053655118792469815,20,0.007506557484908036,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF280D,2.7446651601197605,0.006057266618454404,19,0.00843380184674752,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF780A,2.7396376564216407,0.006150695189431868,120,0.00850133012611577,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ELF2,-2.738916926553056,0.006164194696255765,61,0.00850133012611577,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZKSCAN5,-2.684206655760408,0.007270215212317084,13,0.009979399182944677,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZBTB16,2.6694516451493557,0.007597521185213512,24,0.010379712041770572,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZBTB21,-2.6539596926506186,0.00795533290771838,31,0.010817765776383406,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,PROX1,2.64113832453089,0.008262797635615394,96,0.011183600520763162,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,GRHL1,-2.6297225736918595,0.008545457261409518,13,0.011460823186183399,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,SP5,2.629685583065691,0.008546387049490713,12,0.011460823186183399,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF226,-2.6214228178372543,0.008756358708991259,25,0.011688533873011268,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,PBX1,2.6197557444759223,0.008799276657831454,19,0.011692189531639056,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,FOXC2,2.6074619751983668,0.009121620104123242,43,0.012065415683181197,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,CEBPD,2.5923400925812774,0.009532548501204784,14,0.012551907754980055,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZBTB43,-2.526076038372081,0.011534451318539368,90,0.015119483485112413,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,PAX6,-2.498877436892521,0.012458739162533905,22,0.01625781657532451,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,STAT4,-2.487273705488734,0.012872631962581727,70,0.01672292812996108,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,CSRNP2,2.4062319624721002,0.016118026909446467,12,0.020845981469550762,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,TCF7L2,-2.4044700573720026,0.016195932948400975,57,0.020854055256569397,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,HMGN3,-2.3655014436599267,0.018005673094344317,28,0.02308216242490835,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,MEIS2,2.3599669561765206,0.01827656294724835,97,0.023326665866882763,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF10,-2.3525243607714694,0.018646468334695018,23,0.02369485714146834,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,SOX7,2.3035758110466613,0.021246466987875277,146,0.0268813995368335,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,NR4A1,-2.3005490613154618,0.02141713311675748,175,0.02698002483539579,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,NFATC2,2.295920108050267,0.02168044979615183,65,0.027194012459828373,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF451,-2.283758724124623,0.022385714698036137,18,0.027958124365358435,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,MKX,2.2816291087231595,0.022511246655175017,47,0.027994755455794572,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZFHX4,2.208284933232556,0.027224416951378852,38,0.03371193758660104,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,NR3C1,2.205377043120657,0.027427647604324534,19,0.033739493013236775,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,KLF4,-2.2046515392670667,0.027478556165419638,164,0.033739493013236775,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,SOX8,2.2010105800965087,0.02773527484949008,11,0.03391161756807401,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,HSF2,-2.193184748972249,0.02829407090231664,128,0.034348349971755746,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,IKZF5,-2.192706445514322,0.02832853605918,127,0.034348349971755746,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF280B,2.1157756777606664,0.034363890641774086,95,0.041493328534258335,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF99,-2.1074239957382472,0.035080843436882586,97,0.0421839894220365,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,FOXP2,-2.0761540441006976,0.03787970608338601,116,0.04536211716158572,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF750,-2.072911461203614,0.03818052019525539,34,0.04553496465909557,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,POU2AF1,2.0676546807072644,0.03867250630280603,91,0.04593346666986349,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,PRDM6,2.053166779194962,0.04005640514575437,29,0.04738379633095334,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,NFATC4,1.970593332209992,0.04877040992311736,13,0.05745825622521114,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,HOXD10,1.9679739781265324,0.049071031858363624,168,0.05757931560799925,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,FOSB,-1.9566882136334756,0.05038413646668329,143,0.05888266550925638,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF268,-1.9377268685267897,0.052656554098409705,16,0.061292228970548895,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,IRF2,-1.9276793650249084,0.05389502030043339,10,0.06248386815707616,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,RFX2,1.8704328302432407,0.06142373650453983,14,0.07092979096357575,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF2,-1.7547333544891595,0.07930492794109811,22,0.09121634004292313,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,EGR1,-1.6938880209740135,0.09028656367131578,96,0.10343854341871217,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,NR2F2,1.6620922100640534,0.09649428726934264,12,0.10970378106251193,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF286A,-1.6620179861167161,0.09650916821994177,23,0.10970378106251193,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF208,-1.6323746577411948,0.10260058440573626,20,0.11617420257614494,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,NR4A3,1.6039377826087535,0.1087277675331506,40,0.12263480756646056,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,PHF1,-1.4787721733945782,0.1392012153162214,68,0.15639982106957692,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ETS2,1.449110314193639,0.14730677807648163,10,0.16462229251857755,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZBTB41,1.447878898200237,0.14765092215583758,12,0.16462229251857755,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZFP30,1.4309169198657503,0.15245402721844517,21,0.1693287096204868,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,JUNB,-1.3925134339566982,0.16376697647059496,18,0.18120224392754045,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,MYB,1.3894615243875352,0.16469245292291573,63,0.18153599924457758,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,GATA3,1.351855034423787,0.17642169447717418,84,0.19373099280323655,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,MBD6,1.3069240042399217,0.1912385227580767,36,0.20921206813007637,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,BATF,1.2934580753337874,0.19585267523102107,14,0.21345741008324767,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,TRPS1,-1.256969435126387,0.20876470354639873,11,0.22668107735821652,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,FOS,-1.1763876962256308,0.23943998612176887,31,0.2590224385183448,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF804A,1.1311431210568732,0.2579948573680991,35,0.27806112405228456,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF362,-1.117772386249569,0.2636642179883989,11,0.2831228318620815,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,CSRNP1,-1.097782659985659,0.27229940495727345,136,0.2913203192741418,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF616,1.083213563445577,0.2787136407622345,19,0.29709036432897523,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ETV3,-1.0628807698567626,0.2878360247770658,20,0.30569446427053343,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,PRDM2,-1.0475315677472767,0.2948544805928503,19,0.31200965037279793,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,MTERF1,0.8879157064134037,0.3745860954019081,18,0.39494403536940315,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ATF4,-0.8532322870745913,0.39353050185259253,25,0.41342013010507017,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZNF43,-0.7229198085364437,0.46972915296232115,23,0.49169490471955196,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,MAFB,-0.7011228829818676,0.4832263308629305,101,0.5040102590720887,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,FOXE1,0.5844760186095674,0.5589000951432157,10,0.5808568845952706,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,FOXM1,-0.47458178709795434,0.6350850902993337,60,0.6576859831925485,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZSCAN20,-0.4695694634308635,0.6386626458110456,24,0.6590454962092704,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,SOX11,-0.45020736057820016,0.6525609293938476,26,0.6710078814615181,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ZFP42,0.4340673431452679,0.6642395391084981,25,0.6806116404245527,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,KLF9,-0.38916313289911625,0.6971554737226378,14,0.711832431064167,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,NFIL3,0.3459812002045752,0.7293568433201993,37,0.7421078370845385,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,NR4A2,-0.2896042567120219,0.7721190101157251,10,0.7828802506748294,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,ASH1L,-0.26130752201027097,0.7938553663120325,11,0.8021246930444496,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,HMGA2,0.252879088699101,0.8003616491931398,68,0.805900484135653,Activated in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,THAP1,-0.029342630689357774,0.9765913271532574,20,0.9799588834537857,Repressed in limbus,NES = regulon activity; not transcript abundance
C1,Limbus vs cornea,MEF2D,0.005662487505288474,0.9954820127877506,15,0.9954820127877506,Activated in limbus,NES = regulon activity; not transcript abundance
