tf,target,Limbus,Cornea,Conjunctiva,Cultured,delta_max,rewired
OSR2,XM_006718142,0.2,-0.7714285714285715,-0.5,0.5,1.2714285714285714,TRUE
OSR2,XR_242777,0.2,-0.7714285714285715,-0.5,0.5,1.2714285714285714,TRUE
OSR2,NIPSNAP1,0.4,-0.9428571428571428,-0.5,-0.5,1.342857142857143,TRUE
OSR2,XM_005261789,0.4,-0.9428571428571428,-0.5,-0.5,1.342857142857143,TRUE
OSR2,LILRA2,1,0.6,1,-0.5,1.5,TRUE
OSR2,TLE4,0.8,0.9428571428571428,-1,-0.5,1.9428571428571428,TRUE
OSR2,INPP5F,0.8,-0.8857142857142858,-0.5,0.5,1.685714285714286,TRUE
OSR2,SDK1,0.8,0.9428571428571428,-0.5,-1,1.9428571428571428,TRUE
OSR2,RAI1,0.4,0.8857142857142858,-0.5,0.5,1.3857142857142857,TRUE
OSR2,PLEKHA8,-0.4,-0.7714285714285715,0.5,0.5,1.2714285714285714,TRUE
OSR2,BRI3BP,0.8,-0.8285714285714285,0.5,-0.5,1.6285714285714286,TRUE
OSR2,DOK4,0.6000000000000001,-0.7714285714285715,-1,1,2,TRUE
OSR2,SHC2,-0.4,0.7714285714285715,-0.5,1,1.5,TRUE
OSR2,XM_005259529,-0.4,0.7714285714285715,-0.5,1,1.5,TRUE
OSR2,HLA-B,0.4,0.7714285714285715,-0.5,-1,1.7714285714285714,TRUE
OSR2,LMBRD2,-0.2,-0.8857142857142858,-0.5,0.5,1.3857142857142857,TRUE
OSR2,HDGFL3,-0.4,-0.4857142857142857,-1,1,2,TRUE
OSR2,C21orf91,-0.4,-0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
OSR2,C12orf56,-0.4,-0.8285714285714285,-0.5,0.5,1.3285714285714285,TRUE
OSR2,TMEM117,0.8,-0.8857142857142858,-1,-1,1.8,TRUE
OSR2,MMP19,0.2,0.37142857142857144,-0.5,0.5,1,TRUE
OSR2,XM_006719401,0.2,0.37142857142857144,-0.5,0.5,1,TRUE
OSR2,PAFAH1B2,-0.2,-0.7714285714285715,-1,0.5,1.5,TRUE
OSR2,LINC01116,0.2,1,-0.5,0.5,1.5,TRUE
OSR2,YAP1,0.8,-0.9428571428571428,-1,0.5,1.8,TRUE
OSR2,FAM124A,0.4,0.7714285714285715,0.5,-1,1.7714285714285714,TRUE
OSR2,NDUFC2-KCTD14,-0.6000000000000001,0.8857142857142858,0.5,-0.5,1.4857142857142858,TRUE
OSR2,API5,-0.8,-0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
OSR2,GIPC2,-0.6000000000000001,0.7142857142857143,0.5,1,1.6,TRUE
OSR2,MFSD3,-0.8,-0.8285714285714285,0.5,-1,1.5,TRUE
OSR2,AACS,0.8,-0.7714285714285715,0.5,0.5,1.5714285714285716,TRUE
OSR2,HEXIM2,0,-0.8857142857142858,-1,-0.5,1,TRUE
OSR2,XM_006721688,0,-0.8857142857142858,-1,-0.5,1,TRUE
OSR2,KIF5B,-0.8,-0.9428571428571428,1,-0.5,1.9428571428571428,TRUE
OSR2,PPP5C,-0.8,-0.8857142857142858,-1,1,2,TRUE
OSR2,MMAB,-0.4,-0.7142857142857143,-0.5,0.5,1.2142857142857144,TRUE
OSR2,MARK3,-0.8,-0.14285714285714285,-1,-1,0.8571428571428572,TRUE
OSR2,SLC2A11,-0.4,-0.6,-0.5,1,1.6,TRUE
OSR2,GAB2,0,0.6571428571428571,0.5,0.5,0.6571428571428571,TRUE
OSR2,EEF1A1,0,0.9276336570439175,0.5,0,0.9276336570439175,TRUE
OSR2,DIPK2B,-0.8,0.7714285714285715,-1,0.5,1.7714285714285714,TRUE
OSR2,FAM174B,0.8,0.6571428571428571,-0.5,1,1.5,TRUE
OSR2,SBSPON,0.8,0.8857142857142858,-0.5,1,1.5,TRUE
OSR2,XM_005251178,0.8,0.8857142857142858,-0.5,1,1.5,TRUE
OSR2,TMEM25,-0.8,-0.7714285714285715,-0.5,0.5,1.3,TRUE
OSR2,VSIG10L,-0.8,-0.6571428571428571,1,0.5,1.8,TRUE
OSR2,CDKL3,-0.4,-0.7714285714285715,0.5,0.5,1.2714285714285714,TRUE
OSR2,XM_006714643,-0.4,-0.7714285714285715,0.5,0.5,1.2714285714285714,TRUE
OSR2,XM_006714645,-0.4,-0.7714285714285715,0.5,0.5,1.2714285714285714,TRUE
OSR2,PALD1,-0.2,0.7714285714285715,1,0.5,1.2,TRUE
OSR2,XM_006717765,-0.2,0.7714285714285715,1,0.5,1.2,TRUE
OSR2,XM_005275723,0.4,0.8857142857142858,-1,-0.5,1.8857142857142857,TRUE
OSR2,PACSIN3,-1,-0.9428571428571428,-0.5,1,2,TRUE
OSR2,DENND10,-0.8,-0.7142857142857143,-0.5,0.5,1.3,TRUE
OSR2,DENND10P1,-0.8,-0.7142857142857143,-0.5,0.5,1.3,TRUE
OSR2,VAMP4,-0.8,-1,1,0.5,2,TRUE
OSR2,PPP2R1B,0.8,-0.9428571428571428,0.5,1,1.9428571428571428,TRUE
OSR2,XM_006718867,0.8,-0.9428571428571428,0.5,1,1.9428571428571428,TRUE
OSR2,XM_006718870,0.8,-0.9428571428571428,0.5,1,1.9428571428571428,TRUE
OSR2,UCHL5,0.8,-0.7714285714285715,-0.5,-0.5,1.5714285714285716,TRUE
OSR2,TMEM243,0,0.8857142857142858,-1,0.5,1.8857142857142857,TRUE
OSR2,XM_005250585,0,0.8857142857142858,-1,0.5,1.8857142857142857,TRUE
OSR2,XM_005250588,0,0.8857142857142858,-1,0.5,1.8857142857142857,TRUE
OSR2,XM_005250589,0,0.8857142857142858,-1,0.5,1.8857142857142857,TRUE
OSR2,RHCE,0,-0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
OSR2,ANAPC7,-0.4,-0.8285714285714285,0.5,0.5,1.3285714285714285,TRUE
OSR2,XR_243015,-0.4,-0.8285714285714285,0.5,0.5,1.3285714285714285,TRUE
OSR2,AKTIP,-0.4,-0.42857142857142855,-0.5,0.5,1,TRUE
OSR2,ADAT1,0.4,-0.5428571428571428,0.5,-0.5,1.0428571428571427,TRUE
OSR2,NR_036460,0.4,-0.5428571428571428,0.5,-0.5,1.0428571428571427,TRUE
OSR2,AAGAB,1,-0.6,1,-0.5,1.6,TRUE
OSR2,XM_005254664,1,-0.6,1,-0.5,1.6,TRUE
OSR2,XM_006720683,1,-0.6,1,-0.5,1.6,TRUE
OSR2,PARD6A,0.4,-0.7714285714285715,-1,-0.5,1.4,TRUE
OSR2,CSNK2A1,0.8,-0.8857142857142858,0.5,-0.5,1.685714285714286,TRUE
OSR2,XM_006723548,0.8,-0.8857142857142858,0.5,-0.5,1.685714285714286,TRUE
OSR2,EIF4G2,-0.4,-0.5428571428571428,-0.5,-1,0.6,TRUE
OSR2,SGIP1,0.2,0.6,-0.5,0.5,1.1,TRUE
OSR2,MIB2,-0.4,-0.8857142857142858,-1,1,2,TRUE
OSR2,XM_006710373,-0.4,-0.8857142857142858,-1,1,2,TRUE
OSR2,XM_006710375,-0.4,-0.8857142857142858,-1,1,2,TRUE
OSR2,PCYT1A,-1,-1,1,-1,2,TRUE
OSR2,DNAJB2,-0.8,-0.7714285714285715,-1,0.5,1.5,TRUE
OSR2,UBE2K,-0.4,-0.8857142857142858,1,0.5,1.8857142857142857,TRUE
OSR2,XM_005268749,0.8,0.2571428571428572,-1,-0.5,1.8,TRUE
OSR2,XM_005268750,0.8,0.2571428571428572,-1,-0.5,1.8,TRUE
OSR2,XM_005268751,0.8,0.2571428571428572,-1,-0.5,1.8,TRUE
OSR2,ZDHHC17,0.8,0.2571428571428572,-1,-0.5,1.8,TRUE
OSR2,LINC00526,1,-0.6,0.5,1,1.6,TRUE
OSR2,UBTD1,-0.2,-0.8285714285714285,0.5,1,1.8285714285714285,TRUE
OSR2,HNRNPA1,-0.6000000000000001,0.5428571428571428,1,-0.5,1.6,TRUE
OSR2,HNRNPA1P10,-0.6000000000000001,0.5428571428571428,1,-0.5,1.6,TRUE
OSR2,HNRNPA1P33,-0.6000000000000001,0.5428571428571428,1,-0.5,1.6,TRUE
OSR2,CNOT9,-0.8,-0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
OSR2,XM_005246943,-0.8,-0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
OSR2,XM_006712832,-0.8,-0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
IRX5,DCT,0.4,0.7714285714285715,-0.5,-0.5,1.2714285714285714,TRUE
IRX5,TYRP1,-0.4,0.7142857142857143,0.5,-0.5,1.2142857142857144,TRUE
IRX5,ADH1B,0.6000000000000001,0.8285714285714285,-0.5,1,1.5,TRUE
IRX5,MS4A4A,1,0.753702346348183,-0.5,-0.5,1.5,TRUE
IRX5,A2M,0.8,0.8857142857142858,0.5,-0.5,1.3857142857142857,TRUE
IRX5,MMRN1,0.2,0.7714285714285715,0.5,-1,1.7714285714285714,TRUE
IRX5,KRT13,0.2,0.8285714285714285,-0.8660254037844387,0.5,1.6945968323558671,TRUE
IRX5,MLANA,0.8,0.6,1,-0.5,1.5,TRUE
IRX5,CHRDL1,0.2,0.6,0.5,-0.5,1.1,TRUE
IRX5,ITM2A,-0.8,0.6,1,0.5,1.8,TRUE
IRX5,CD163,1,1,-1,1,2,TRUE
IRX5,KLHL13,0.4,0.8857142857142858,1,-1,2,TRUE
IRX5,P2RY14,0.8,0.8285714285714285,-0.5,0.5,1.3285714285714285,TRUE
IRX5,PECAM1,-0.8,0.9428571428571428,1,0.5,1.8,TRUE
IRX5,XM_006721945,-0.8,0.9428571428571428,1,0.5,1.8,TRUE
IRX5,PTGER4,1,0.7714285714285715,-0.5,1,1.5,TRUE
IRX5,XM_005248326,1,0.7714285714285715,-0.5,1,1.5,TRUE
IRX5,XM_005248327,1,0.7714285714285715,-0.5,1,1.5,TRUE
IRX5,GIMAP7,1,0.7714285714285715,-1,-1,2,TRUE
IRX5,SYNPO2,-1,0.6571428571428571,1,1,2,TRUE
IRX5,COL14A1,0.4,0.8857142857142858,1,-1,2,TRUE
IRX5,PLXNC1,0.8,0.7142857142857143,-1,0.5,1.8,TRUE
IRX5,FSIP1,0,-0.7714285714285715,-0.5,-1,1,TRUE
IRX5,XM_005254209,0,-0.7714285714285715,-0.5,-1,1,TRUE
IRX5,COL15A1,0,0.7714285714285715,-1,-0.5,1.7714285714285714,TRUE
IRX5,LEPR,0.4,0.6571428571428571,0,1,1,TRUE
IRX5,LEPROT,0.4,0.6571428571428571,0,1,1,TRUE
IRX5,FGL2,0.8,0.7142857142857143,-0.5,-0.5,1.3,TRUE
IRX5,GIMAP6,0.8,0.8285714285714285,-0.5,-0.5,1.3285714285714285,TRUE
IRX5,VSIG4,1,0.9428571428571428,-0.5,0.5,1.5,TRUE
IRX5,NR_036430,0.8,0.7142857142857143,1,-0.5,1.5,TRUE
IRX5,SRGN,0.8,0.7142857142857143,1,-0.5,1.5,TRUE
IRX5,MS4A7,1,0.9428571428571428,-0.5,-0.5,1.5,TRUE
IRX5,LYVE1,0.8,1,-0.5,0.5,1.5,TRUE
IRX5,SCARA5,-0.8,0.9428571428571428,0.5,-0.5,1.7428571428571429,TRUE
IRX5,MPEG1,1,0.9428571428571428,-1,-1,2,TRUE
IRX5,OTULINL,0,1,0.5,0.5,1,TRUE
IRX5,CD93,0.8,0.7714285714285715,0.5,-1,1.8,TRUE
IRX5,ABCC4,0.4,0.8285714285714285,1,-0.5,1.5,TRUE
IRX5,FCER1G,1,0.7714285714285715,0.5,-0.5,1.5,TRUE
IRX5,KCNE3,0.8,0.9428571428571428,1,-1,2,TRUE
IRX5,CFD,-0.4,1,1,0.5,1.4,TRUE
IRX5,CAMK2N1,0,-0.8285714285714285,-0.5,1,1.8285714285714285,TRUE
IRX5,TRPM1,-0.4,0.7142857142857143,0.5,-0.5,1.2142857142857144,TRUE
IRX5,C1QB,1,0.9428571428571428,-1,-0.5,2,TRUE
IRX5,HS6ST2,-0.6000000000000001,-0.7714285714285715,1,0.5,1.7714285714285714,TRUE
IRX5,ACKR1,0,0.9428571428571428,1,-0.5,1.5,TRUE
IRX5,MYCT1,0.8,0.8857142857142858,-1,1,2,TRUE
IRX5,FAM241A,0.6000000000000001,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
IRX5,GIMAP8,1,0.8857142857142858,-0.5,0.5,1.5,TRUE
IRX5,XM_005249951,1,0.8857142857142858,-0.5,0.5,1.5,TRUE
IRX5,NR_003191,0.4,0.7714285714285715,1,0.5,0.6,TRUE
IRX5,NR_045211,0.4,0.7714285714285715,1,0.5,0.6,TRUE
IRX5,C1QC,1,0.9428571428571428,0.5,-1,2,TRUE
IRX5,MCOLN3,0.2,0.6571428571428571,0.5,-0.5,1.157142857142857,TRUE
IRX5,XM_006710750,0.2,0.6571428571428571,0.5,-0.5,1.157142857142857,TRUE
IRX5,XM_006710751,0.2,0.6571428571428571,0.5,-0.5,1.157142857142857,TRUE
IRX5,SELE,0,0.6571428571428571,-1,1,2,TRUE
IRX5,MMP28,0.2,-0.8857142857142858,-1,-0.5,1.2,TRUE
IRX5,RNASE6,0.8,0.9428571428571428,0.5,-0.5,1.4428571428571428,TRUE
IRX5,ADGRF5,0.8,0.8285714285714285,1,-0.5,1.5,TRUE
IRX5,CCL21,-0.4,0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
IRX5,CD69,0.4,0.7142857142857143,-0.5,1,1.5,TRUE
IRX5,CPA3,0.4,0.6571428571428571,-0.5,0.5,1.157142857142857,TRUE
IRX5,ULBP2,0,-0.8857142857142858,-0.5,-0.5,0.8857142857142858,TRUE
IRX5,TMEM176B,1,1,-0.5,1,1.5,TRUE
IRX5,GALNT15,1,0.8857142857142858,-0.5,0.5,1.5,TRUE
IRX5,MMP27,0.8,0.7142857142857143,-1,-0.5,1.8,TRUE
IRX5,CAVIN2,0.2,0.9428571428571428,-0.5,1,1.5,TRUE
IRX5,NPTX2,0.8,0.8857142857142858,-0.5,-1,1.8857142857142857,TRUE
IRX5,EXOSC7,-0.4,0.7714285714285715,1,-1,2,TRUE
IRX5,CLEC3B,-0.4,0.8857142857142858,1,0.5,1.4,TRUE
IRX5,XM_005265426,-0.4,0.8857142857142858,1,0.5,1.4,TRUE
IRX5,BCL2,-0.2,0.8857142857142858,-0.5,0.5,1.3857142857142857,TRUE
IRX5,XM_006722523,-0.2,0.8857142857142858,-0.5,0.5,1.3857142857142857,TRUE
IRX5,TNXA,0.8,1,-0.5,0.5,1.5,TRUE
IRX5,TNXB,0.8,1,-0.5,0.5,1.5,TRUE
IRX5,LAPTM5,0.4,0.8285714285714285,-0.5,-0.5,1.3285714285714285,TRUE
IRX5,PTPRC,1,0.7714285714285715,-0.5,-0.5,1.5,TRUE
IRX5,SHE,0.8,0.7142857142857143,-1,0.5,1.8,TRUE
IRX5,TYROBP,1,1,0.5,-1,2,TRUE
IRX5,TYR,0.2,0.5428571428571428,-0.5,-0.5,1.0428571428571427,TRUE
IRX5,GIMAP1,0.4,1,-0.5,0.5,1.5,TRUE
IRX5,CYBB,1,0.7714285714285715,-0.5,0.5,1.5,TRUE
IRX5,C1orf162,1,1,0.5,-0.5,1.5,TRUE
IRX5,XM_005270475,1,1,0.5,-0.5,1.5,TRUE
IRX5,XM_005270476,1,1,0.5,-0.5,1.5,TRUE
IRX5,GIMAP4,0.8,0.6571428571428571,-1,0.5,1.8,TRUE
IRX5,HCLS1,0.4,1,1,-1,2,TRUE
IRX5,ITGA9,0.2,0.8285714285714285,1,1,0.8,TRUE
IRX5,LMO2,0.8,0.7714285714285715,1,-0.5,1.5,TRUE
IRX5,XM_005252921,0.8,0.7714285714285715,1,-0.5,1.5,TRUE
IRX5,XM_006718229,0.8,0.7714285714285715,1,-0.5,1.5,TRUE
IRX5,PCSK2,0.2,0.7714285714285715,1,-0.5,1.5,TRUE
IRX5,PLPPR4,0.4,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
IRX5,BAALC,0.4,1,0.5,-0.5,1.5,TRUE
IRX5,RUNDC3B,0.6000000000000001,0.7714285714285715,-0.5,1,1.5,TRUE
IRX5,XM_005250158,0.6000000000000001,0.7714285714285715,-0.5,1,1.5,TRUE
IRX5,EVI2A,0.8,0.7142857142857143,-0.5,0.5,1.3,TRUE
IRX5,SAMSN1,0.4,0.9428571428571428,-1,0.5,1.9428571428571428,TRUE
IRX5,EVI2B,1,0.8285714285714285,0.5,-1,2,TRUE
IRX5,STXBP6,0.2,0.9428571428571428,0.5,0.5,0.7428571428571429,TRUE
IRX5,SEMA3G,0.8,0.8285714285714285,-0.5,0.5,1.3285714285714285,TRUE
IRX5,XM_005265327,0.8,0.8285714285714285,-0.5,0.5,1.3285714285714285,TRUE
IRX5,C3AR1,1,0.7714285714285715,-1,0.5,2,TRUE
IRX5,PKIB,0,-0.8857142857142858,-1,-0.5,1,TRUE
IRX5,PLXDC1,-0.8,0.9428571428571428,0.5,1,1.8,TRUE
IRX5,XM_006721983,-0.8,0.9428571428571428,0.5,1,1.8,TRUE
IRX5,XM_006721984,-0.8,0.9428571428571428,0.5,1,1.8,TRUE
IRX5,AIF1,1,0.7714285714285715,-1,0.5,2,TRUE
IRX5,XM_005274925,1,0.7714285714285715,-1,0.5,2,TRUE
IRX5,XM_005275356,1,0.7714285714285715,-1,0.5,2,TRUE
IRX5,TXNIP,0.8,0.9428571428571428,-0.5,1,1.5,TRUE
IRX5,PEX5L,-0.6000000000000001,-0.8857142857142858,0.5,-0.5,1.3857142857142857,TRUE
IRX5,CALHM6,1,1,-0.5,0.5,1.5,TRUE
IRX5,TAGAP,-0.2,0.7714285714285715,-0.5,0.5,1.2714285714285714,TRUE
IRX5,ITGB2,1,0.6571428571428571,-1,0.5,2,TRUE
IRX5,HOMER3,0.2,-0.7714285714285715,-0.5,-0.5,0.9714285714285715,TRUE
IRX5,XM_006722944,0.2,-0.7714285714285715,-0.5,-0.5,0.9714285714285715,TRUE
IRX5,CHST11,-0.4,-0.9428571428571428,-1,-1,0.6,TRUE
IRX5,SMCO4,0.8,0.8857142857142858,-1,1,2,TRUE
IRX5,CD53,1,0.7142857142857143,-0.5,-0.5,1.5,TRUE
IRX5,ARL4A,0.8,0.9428571428571428,-0.5,1,1.5,TRUE
IRX5,WDPCP,0.8,0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
IRX5,PODXL,-0.8,0.8285714285714285,1,0.5,1.8,TRUE
IRX5,RCSD1,0.4,0.9428571428571428,1,0.5,0.6,TRUE
IRX5,CD84,1,0.6,-0.5,-1,2,TRUE
IRX5,XR_241101,1,0.6,-0.5,-1,2,TRUE
IRX5,KBTBD11,0.2,1,0.5,-0.5,1.5,TRUE
IRX5,VEPH1,-0.6000000000000001,-0.9428571428571428,0.5,-0.5,1.4428571428571428,TRUE
IRX5,XM_005247767,-0.6000000000000001,-0.9428571428571428,0.5,-0.5,1.4428571428571428,TRUE
IRX5,XM_005247768,-0.6000000000000001,-0.9428571428571428,0.5,-0.5,1.4428571428571428,TRUE
IRX5,GAS7,-0.2,0.9428571428571428,1,1,1.2,TRUE
IRX5,SLCO2B1,0.8,0.8857142857142858,-1,0.5,1.8857142857142857,TRUE
IRX5,XM_006718427,0.8,0.8857142857142858,-1,0.5,1.8857142857142857,TRUE
IRX5,SSX2IP,-0.8,-0.8285714285714285,0.5,-1,1.5,TRUE
IRX5,XM_006710332,-0.8,-0.8285714285714285,0.5,-1,1.5,TRUE
IRX5,ITGAM,1,0.9428571428571428,-1,-1,2,TRUE
IRX5,SPHK1,0,-0.7714285714285715,0.5,-1,1.5,TRUE
IRX5,THSD7A,0,0.7714285714285715,1,-1,2,TRUE
IRX5,C1orf105,0.4,-0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
IRX5,XM_005245609,0.4,-0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
IRX5,LCP2,0.8,1,0.5,-1,2,TRUE
IRX5,CCM2L,-0.4,0.8285714285714285,1,-0.5,1.5,TRUE
IRX5,XM_006723706,-0.4,0.8285714285714285,1,-0.5,1.5,TRUE
IRX5,ROBO4,0.4,1,-0.5,-0.5,1.5,TRUE
IRX5,TIE1,0,0.7714285714285715,1,1,1,TRUE
IRX5,XM_005271164,0,0.7714285714285715,1,1,1,TRUE
IRX5,ANG,0.4,0.7714285714285715,1,0.5,0.6,TRUE
IRX5,IL10RA,0.8,0.7714285714285715,0.5,-0.5,1.3,TRUE
IRX5,PLEKHG2,-0.2,0.6571428571428571,1,-0.5,1.5,TRUE
IRX5,XM_006723330,-0.2,0.6571428571428571,1,-0.5,1.5,TRUE
IRX5,CEP68,0.2,0.9428571428571428,1,1,0.8,TRUE
IRX5,XM_005264219,0.2,0.9428571428571428,1,1,0.8,TRUE
IRX5,PANX1,-0.8,-0.7142857142857143,0.5,-0.5,1.3,TRUE
IRX5,XM_005273863,-0.8,-0.7142857142857143,0.5,-0.5,1.3,TRUE
IRX5,XM_005248369,0,0.9428571428571428,1,1,1,TRUE
IRX5,ZDHHC11,0,0.9428571428571428,1,1,1,TRUE
IRX5,OTUD7A,0.8,-0.7714285714285715,-1,1,2,TRUE
IRX5,ICAM2,0,0.7714285714285715,1,0.5,1,TRUE
IRX5,CLEC14A,0.8,0.7714285714285715,-1,0.5,1.8,TRUE
IRX5,CORO1A,0.8,0.8285714285714285,-1,-0.5,1.8285714285714285,TRUE
IRX5,LRRC70,0,1,0.5,-0.5,1.5,TRUE
IRX5,FBXO22,-0.4,-0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
IRX5,TMEM176A,0.8,0.7714285714285715,-0.5,1,1.5,TRUE
IRX5,FGD5,-0.2,0.8857142857142858,1,1,1.2,TRUE
IRX5,DOCK2,0.8,0.8857142857142858,-0.5,-1,1.8857142857142857,TRUE
IRX5,INHBB,0.8,0.8857142857142858,0.5,-0.5,1.3857142857142857,TRUE
IRX5,SLCO4A1-AS1,0.8,0.8285714285714285,-0.5,1,1.5,TRUE
IRX5,ARHGAP9,0.4,0.7714285714285715,-1,0.5,1.7714285714285714,TRUE
IRX5,XM_005269079,0.4,0.7714285714285715,-1,0.5,1.7714285714285714,TRUE
IRX5,XM_006721749,0.8,-0.8285714285714285,-1,0.5,1.8,TRUE
IRX5,ANKS1B,0.2,0.8285714285714285,0.5,0.5,0.6285714285714286,TRUE
IRX5,XM_005269032,0.2,0.8285714285714285,0.5,0.5,0.6285714285714286,TRUE
IRX5,XM_006719515,0.2,0.8285714285714285,0.5,0.5,0.6285714285714286,TRUE
IRX5,HECTD2,1,0.7142857142857143,-1,0.5,2,TRUE
IRX5,XM_005269555,1,0.7142857142857143,-1,0.5,2,TRUE
IRX5,PLEK,1,0.7714285714285715,-1,-1,2,TRUE
IRX5,UAP1L1,-0.4,1,1,0.5,1.4,TRUE
IRX5,SLC1A4,0.6000000000000001,0.6,0.5,-1,1.6,TRUE
IRX5,RPGR,0.8,0.7714285714285715,1,-1,2,TRUE
IRX5,RNFT2,0.4,-1,-0.5,-0.5,1.4,TRUE
IRX5,XM_005253968,0.4,-1,-0.5,-0.5,1.4,TRUE
IRX5,XM_005253969,0.4,-1,-0.5,-0.5,1.4,TRUE
IRX5,TBL1X,0.4,0.9428571428571428,0.5,-0.5,1.4428571428571428,TRUE
IRX5,UBE2D3,0.4,0.9428571428571428,-1,0.5,1.9428571428571428,TRUE
IRX5,TMEM80,0.2,-0.7142857142857143,-0.5,0.5,1.2142857142857144,TRUE
IRX5,GRK4,-1,-0.9428571428571428,1,-1,2,TRUE
IRX5,XM_005247957,-1,-0.9428571428571428,1,-1,2,TRUE
IRX5,SH2B3,0,0.8285714285714285,0.5,0.5,0.8285714285714285,TRUE
IRX5,IL16,-0.4,0.7714285714285715,-0.5,0.5,1.2714285714285714,TRUE
IRX5,XM_005254342,-0.4,0.7714285714285715,-0.5,0.5,1.2714285714285714,TRUE
IRX5,XM_005254344,-0.4,0.7714285714285715,-0.5,0.5,1.2714285714285714,TRUE
IRX5,SNORD74,1,0.8857142857142858,-0.5,-0.5,1.5,TRUE
IRX5,MAML2,1,0.8285714285714285,-0.5,-0.5,1.5,TRUE
IRX5,PM20D2,-0.2,0.9428571428571428,1,0.5,1.2,TRUE
IRX5,C10orf55,0.4,-0.8857142857142858,-0.5,-0.5,1.2857142857142858,TRUE
IRX5,HNRNPLL,0.8,-1,-0.5,-1,1.8,TRUE
IRX5,DOCK1,-0.8,-0.8285714285714285,1,0.5,1.8285714285714285,TRUE
IRX5,XM_006717682,-0.8,-0.8285714285714285,1,0.5,1.8285714285714285,TRUE
IRX5,XM_006717683,-0.8,-0.8285714285714285,1,0.5,1.8285714285714285,TRUE
IRX5,GART,-0.4,-0.7714285714285715,-1,-0.5,0.6,TRUE
IRX5,DYNLRB2,-0.8,-0.7714285714285715,1,1,1.8,TRUE
IRX5,XM_005256188,-0.8,-0.7714285714285715,1,1,1.8,TRUE
IRX5,PPFIA1,-0.4,-0.7142857142857143,-1,-0.5,0.6,TRUE
IRX5,PLCL1,-0.2,0.7142857142857143,1,-0.5,1.5,TRUE
IRX5,TLE4,0.4,1,1,-0.5,1.5,TRUE
IRX5,KANSL1L,0.2,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
IRX5,XM_005246335,0.2,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
IRX5,XM_006712319,0.2,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
IRX5,MFNG,1,0.8857142857142858,-1,1,2,TRUE
IRX5,SDK1,0.4,0.8857142857142858,0.5,-1,1.8857142857142857,TRUE
IRX5,PLEKHA8,-0.8,-0.7142857142857143,-0.5,0.5,1.3,TRUE
IRX5,DYNLT2B,-0.8,-0.9428571428571428,0.5,0.5,1.4428571428571428,TRUE
IRX5,DOK4,0,-0.7142857142857143,1,1,1.7142857142857144,TRUE
IRX5,CHST15,0.4,-0.6,-1,1,2,TRUE
IRX5,XM_005269891,0.4,-0.6,-1,1,2,TRUE
IRX5,XM_005269894,0.4,-0.6,-1,1,2,TRUE
IRX5,SHC2,-0.2,0.8857142857142858,0.5,1,1.2,TRUE
IRX5,XM_005259529,-0.2,0.8857142857142858,0.5,1,1.2,TRUE
IRX5,CNOT7,-0.4,-0.9428571428571428,0.5,-0.5,1.4428571428571428,TRUE
IRX5,ZMYM6,1,0.9428571428571428,-1,-0.5,2,TRUE
IRX5,ASRGL1,0.8,1,0.5,-0.5,1.5,TRUE
IRX5,METTL21A,-0.2,-0.9428571428571428,-0.5,-1,0.8,TRUE
IRX5,DACT2,1,0.7142857142857143,1,-0.5,1.5,TRUE
IRX5,PGGHG,0.4,0.9428571428571428,1,1,0.6,TRUE
IRX5,XM_006718330,0.4,0.9428571428571428,1,1,0.6,TRUE
IRX5,XR_428853,0.4,0.9428571428571428,1,1,0.6,TRUE
IRX5,XR_428854,0.4,0.9428571428571428,1,1,0.6,TRUE
IRX5,RHEBL1,1,-0.7714285714285715,-0.5,-1,2,TRUE
IRX5,EEF1A1,0.6000000000000001,0.9276336570439175,-0.5,0,1.4276336570439176,TRUE
IRX5,DIPK2B,-0.4,0.8857142857142858,1,0.5,1.4,TRUE
IRX5,SBSPON,0.4,0.9428571428571428,0.5,1,0.6,TRUE
IRX5,XM_005251178,0.4,0.9428571428571428,0.5,1,0.6,TRUE
IRX5,ST20-AS1,-0.8,-0.7714285714285715,1,0.5,1.8,TRUE
IRX5,CTDSPL,-0.6000000000000001,-0.9428571428571428,0.5,-0.5,1.4428571428571428,TRUE
IRX5,RNGTT,-0.2,-0.9428571428571428,-0.5,-0.5,0.7428571428571429,TRUE
IRX5,XR_427976,-0.2,-0.9428571428571428,-0.5,-0.5,0.7428571428571429,TRUE
