tf,target,Limbus,Cornea,Conjunctiva,Cultured,delta_max,rewired
PLAGL1,CYB5R3,-0.8,-0.37142857142857144,-0.5,0.5,1.3,TRUE
PLAGL1,NR_040448,0.2,0.9428571428571428,0.5,-0.5,1.4428571428571428,TRUE
PLAGL1,SLC7A7,0.2,0.9428571428571428,0.5,-0.5,1.4428571428571428,TRUE
PLAGL1,USP45,-0.4,-0.8857142857142858,-1,-0.5,0.6,TRUE
PLAGL1,XM_005267175,-0.4,-0.8857142857142858,-1,-0.5,0.6,TRUE
PLAGL1,FDXACB1,0.8,-0.7142857142857143,0.5,0.5,1.5142857142857142,TRUE
PLAGL1,WNT10A,-0.8,-0.7714285714285715,0.5,0.5,1.3,TRUE
PLAGL1,LINC01588,0.4,-0.7714285714285715,-0.5,1,1.7714285714285714,TRUE
PLAGL1,ARHGAP9,0,0.8857142857142858,1,-1,2,TRUE
PLAGL1,XM_005269079,0,0.8857142857142858,1,-1,2,TRUE
PLAGL1,MTARC2,-0.4,-0.19999999999999998,0.5,-1,1.5,TRUE
PLAGL1,RHOD,-0.4,-1,1,-1,2,TRUE
PLAGL1,FHL2,0.4,0.19999999999999998,1,0.5,0.8,TRUE
PLAGL1,XM_005263901,0.4,0.19999999999999998,1,0.5,0.8,TRUE
PLAGL1,RPA3,-0.2,-0.7714285714285715,0.5,0.5,1.2714285714285714,TRUE
PLAGL1,LRP11,-0.8,-1,1,-0.5,2,TRUE
PLAGL1,XM_006715584,-0.8,-1,1,-0.5,2,TRUE
PLAGL1,SH3BGR,-1,-0.6571428571428571,-0.5,1,2,TRUE
PLAGL1,XM_005261024,-1,-0.6571428571428571,-0.5,1,2,TRUE
PLAGL1,XM_006724042,-1,-0.6571428571428571,-0.5,1,2,TRUE
PLAGL1,RNFT2,-0.2,-0.7714285714285715,0.5,1,1.7714285714285714,TRUE
PLAGL1,XM_005253968,-0.2,-0.7714285714285715,0.5,1,1.7714285714285714,TRUE
PLAGL1,XM_005253969,-0.2,-0.7714285714285715,0.5,1,1.7714285714285714,TRUE
PLAGL1,TBL1X,0.2,0.8857142857142858,-0.5,1,1.5,TRUE
PLAGL1,SLURP1,-0.8,-0.8857142857142858,0.5,-0.5,1.3857142857142857,TRUE
PLAGL1,TRIM7,0.6000000000000001,-0.7714285714285715,0.5,0.5,1.3714285714285714,TRUE
PLAGL1,SH2B3,0.4,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
PLAGL1,IL16,0.2,1,0.5,0.5,0.8,TRUE
PLAGL1,XM_005254342,0.2,1,0.5,0.5,0.8,TRUE
PLAGL1,XM_005254344,0.2,1,0.5,0.5,0.8,TRUE
PLAGL1,MAP3K7CL,0,-0.6571428571428571,-1,-1,1,TRUE
PLAGL1,XM_006724033,0,-0.6571428571428571,-1,-1,1,TRUE
PLAGL1,RTN4R,-0.4,-0.7714285714285715,0.5,0.5,1.2714285714285714,TRUE
PLAGL1,RILPL2,0,0.08571428571428572,-1,-1,1.0857142857142856,TRUE
PLAGL1,SNORA24,-0.2,0.6,-0.5,0.5,1.1,TRUE
PLAGL1,ANKRD2,-0.4,-0.6,1,0.5,1.6,TRUE
PLAGL1,GART,0.2,-0.7142857142857143,1,1,1.7142857142857144,TRUE
PLAGL1,NIPSNAP1,0.4,-0.7714285714285715,-0.5,1,1.7714285714285714,TRUE
PLAGL1,XM_005261789,0.4,-0.7714285714285715,-0.5,1,1.7714285714285714,TRUE
PLAGL1,LILRA2,0.4,0.7714285714285715,1,-0.5,1.5,TRUE
PLAGL1,PRPSAP1,0.2,-0.7714285714285715,0.5,0.8660254037844387,1.6374539752130102,TRUE
PLAGL1,MFNG,0.8,0.7714285714285715,1,-0.5,1.5,TRUE
PLAGL1,INPP5F,0.2,-0.8857142857142858,-0.5,-1,1.2,TRUE
PLAGL1,SDK1,-0.2,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
PLAGL1,PLEKHA8,-1,-0.7714285714285715,0.5,-1,1.5,TRUE
PLAGL1,BRI3BP,0.2,-1,0.5,-0.5,1.5,TRUE
PLAGL1,HLA-B,0.6000000000000001,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
PLAGL1,KCTD14,0.4,0.7714285714285715,0.5,1,0.6,TRUE
PLAGL1,IL23R,-0.8,-0.7714285714285715,-1,1,2,TRUE
PLAGL1,XM_005270512,-0.8,-0.7714285714285715,-1,1,2,TRUE
PLAGL1,MMP19,0,0.19999999999999998,-0.5,-1,1.2,TRUE
PLAGL1,XM_006719401,0,0.19999999999999998,-0.5,-1,1.2,TRUE
PLAGL1,KREMEN1,-0.4,-0.6,-1,0.5,1.5,TRUE
PLAGL1,NDUFC2-KCTD14,0.4,0.8857142857142858,0.5,-0.5,1.3857142857142857,TRUE
PLAGL1,AACS,-0.2,-0.9428571428571428,0.5,0.5,1.4428571428571428,TRUE
PLAGL1,PPM1F,-0.8,0.8857142857142858,-0.5,1,1.8,TRUE
PLAGL1,HEXIM2,-0.8,-0.8857142857142858,-1,1,2,TRUE
PLAGL1,XM_006721688,-0.8,-0.8857142857142858,-1,1,2,TRUE
PLAGL1,MMAB,-0.6000000000000001,-0.8857142857142858,-0.5,0.5,1.3857142857142857,TRUE
PLAGL1,C8orf44-SGK3,0.4,0.7714285714285715,0.5,-1,1.7714285714285714,TRUE
PLAGL1,SGK3,0.4,0.7714285714285715,0.5,-1,1.7714285714285714,TRUE
PLAGL1,CDC42BPG,-0.4,-0.2571428571428572,-1,-0.5,0.7428571428571429,TRUE
PLAGL1,PLCD1,0.4,-0.6571428571428571,0.5,-0.5,1.157142857142857,TRUE
PLAGL1,GAB2,-0.8,0.8285714285714285,0.5,-1,1.8285714285714285,TRUE
PLAGL1,VSIG10L,-0.8,-0.8285714285714285,1,0.5,1.8285714285714285,TRUE
PLAGL1,FAM27B,1,-0.5428571428571428,0.5,0.5,1.5428571428571427,TRUE
PLAGL1,FAM27C,1,-0.5428571428571428,0.5,0.5,1.5428571428571427,TRUE
PLAGL1,CDKL3,-1,-0.9428571428571428,0.5,-1,1.5,TRUE
PLAGL1,XM_006714643,-1,-0.9428571428571428,0.5,-1,1.5,TRUE
PLAGL1,XM_006714645,-1,-0.9428571428571428,0.5,-1,1.5,TRUE
PLAGL1,XM_005275723,0.4,0.8285714285714285,-1,1,2,TRUE
PLAGL1,KDM4D,0.4,-0.9428571428571428,-1,-0.5,1.4,TRUE
PLAGL1,KLHL18,-0.8,-0.028571428571428574,-0.5,-0.5,0.7714285714285715,TRUE
PLAGL1,UCHL5,0.8,-0.7714285714285715,-0.5,-0.5,1.5714285714285716,TRUE
PLAGL1,TMEM243,0.8,0.8285714285714285,-1,-1,1.8285714285714285,TRUE
PLAGL1,XM_005250585,0.8,0.8285714285714285,-1,-1,1.8285714285714285,TRUE
PLAGL1,XM_005250588,0.8,0.8285714285714285,-1,-1,1.8285714285714285,TRUE
PLAGL1,XM_005250589,0.8,0.8285714285714285,-1,-1,1.8285714285714285,TRUE
PLAGL1,PADI3,0.4,-0.8285714285714285,-0.5,0.5,1.3285714285714285,TRUE
PLAGL1,ANAPC7,-0.6000000000000001,-1,0.5,-1,1.5,TRUE
PLAGL1,XR_243015,-0.6000000000000001,-1,0.5,-1,1.5,TRUE
PLAGL1,LCA5L,0.8,-0.8285714285714285,-0.5,-0.5,1.6285714285714286,TRUE
PLAGL1,XM_006723967,0.8,-0.8285714285714285,-0.5,-0.5,1.6285714285714286,TRUE
PLAGL1,LRRC23,-0.6000000000000001,-0.9428571428571428,0.5,0.5,1.4428571428571428,TRUE
PLAGL1,PDCL3,0.8,-0.9428571428571428,0.5,-0.5,1.7428571428571429,TRUE
PLAGL1,AAGAB,0.4,-0.6,1,-0.5,1.6,TRUE
PLAGL1,XM_005254664,0.4,-0.6,1,-0.5,1.6,TRUE
PLAGL1,XM_006720683,0.4,-0.6,1,-0.5,1.6,TRUE
PLAGL1,WRAP73,-0.4,-0.8285714285714285,-1,-1,0.6,TRUE
PLAGL1,XM_005244755,-0.4,-0.8285714285714285,-1,-1,0.6,TRUE
PLAGL1,SRP68,0.8,-0.7714285714285715,1,0.5,1.7714285714285714,TRUE
PLAGL1,SH3BGRL3,1,-0.7714285714285715,0.5,0.5,1.7714285714285714,TRUE
PLAGL1,EIF4G2,-0.4,-0.4857142857142857,-0.5,0.5,1,TRUE
PLAGL1,SGIP1,0.8,0.7714285714285715,-0.5,0.5,1.3,TRUE
PLAGL1,RAB3A,0.8,-0.7714285714285715,-0.5,-0.5,1.5714285714285716,TRUE
PLAGL1,DNAJB2,-0.8,-0.7714285714285715,-1,0.5,1.5,TRUE
PLAGL1,XM_005268749,0.2,-0.14285714285714285,-1,-0.5,1.2,TRUE
PLAGL1,XM_005268750,0.2,-0.14285714285714285,-1,-0.5,1.2,TRUE
PLAGL1,XM_005268751,0.2,-0.14285714285714285,-1,-0.5,1.2,TRUE
PLAGL1,ZDHHC17,0.2,-0.14285714285714285,-1,-0.5,1.2,TRUE
PLAGL1,LINC00526,0.4,-0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
PLAGL1,UBTD1,-0.8,-0.6571428571428571,0.5,-0.5,1.3,TRUE
PLAGL1,GDF9,0.4,-0.6,-0.5,-0.5,1,TRUE
PLAGL1,HNRNPA1,0.4,0.7714285714285715,1,1,0.6,TRUE
PLAGL1,HNRNPA1P10,0.4,0.7714285714285715,1,1,0.6,TRUE
PLAGL1,HNRNPA1P33,0.4,0.7714285714285715,1,1,0.6,TRUE
MEF2C,POSTN,-0.6000000000000001,0.9428571428571428,-0.5,0.5,1.542857142857143,TRUE
MEF2C,CXCL12,-0.8,0.6,-0.5,0.5,1.4,TRUE
MEF2C,TYRP1,-0.2,0.7142857142857143,0.5,0.5,0.9142857142857144,TRUE
MEF2C,ADH1B,0.8,0.8285714285714285,-0.5,-1,1.8285714285714285,TRUE
MEF2C,SLC40A1,0.4,0.7142857142857143,-1,-0.5,1.7142857142857144,TRUE
MEF2C,COL3A1,-0.6000000000000001,0.5428571428571428,0.5,-0.5,1.1428571428571428,TRUE
MEF2C,SRPX,-0.2,0.7714285714285715,-0.5,1,1.5,TRUE
MEF2C,CTHRC1,0.4,0.8857142857142858,-1,0.5,1.8857142857142857,TRUE
MEF2C,IGFBP5,-0.4,-0.14285714285714285,-0.5,0.5,1,TRUE
MEF2C,MFAP5,0,0.8857142857142858,0.5,-0.5,1.3857142857142857,TRUE
MEF2C,XR_242903,0,0.8857142857142858,0.5,-0.5,1.3857142857142857,TRUE
MEF2C,MS4A4A,0,0.9276336570439175,-0.5,0.5,1.4276336570439176,TRUE
MEF2C,A2M,0.4,0.7142857142857143,-1,0.5,1.7142857142857144,TRUE
MEF2C,MMRN1,-0.4,0.7714285714285715,-1,1,2,TRUE
MEF2C,IL33,0.8,0.6,-0.5,0.5,1.3,TRUE
MEF2C,C1S,0.4,-0.08571428571428572,0.5,1,1.0857142857142856,TRUE
MEF2C,XM_005253760,0.4,-0.08571428571428572,0.5,1,1.0857142857142856,TRUE
MEF2C,LDB2,0.4,0.6571428571428571,-0.5,0.5,1.157142857142857,TRUE
MEF2C,XM_006713979,0.4,0.6571428571428571,-0.5,0.5,1.157142857142857,TRUE
MEF2C,MLANA,0.4,0.7714285714285715,-0.5,0.5,1.2714285714285714,TRUE
MEF2C,MMP2,0.4,0.08571428571428572,1,0.5,0.9142857142857143,TRUE
MEF2C,ITM2A,0.6000000000000001,0.7714285714285715,-0.5,-0.5,1.2714285714285714,TRUE
MEF2C,CD163,0,0.6571428571428571,0.5,-1,1.657142857142857,TRUE
MEF2C,KLHL13,-0.8,0.8857142857142858,-0.5,1,1.8,TRUE
MEF2C,LIFR,0.8,0.8857142857142858,-0.5,-0.5,1.3857142857142857,TRUE
MEF2C,ADAMTS5,0.4,0.8285714285714285,0.5,1,0.6,TRUE
MEF2C,C1R,0.8,-0.2571428571428572,0.5,1,1.2571428571428571,TRUE
MEF2C,CYP4X1,-0.8,0.9428571428571428,-0.5,-0.5,1.7428571428571429,TRUE
MEF2C,ANO4,-1,-0.7714285714285715,0.5,-0.5,1.5,TRUE
MEF2C,P2RY14,0.4,0.6571428571428571,-0.5,-0.5,1.157142857142857,TRUE
MEF2C,ENPP2,0.4,0.8285714285714285,-0.5,0.5,1.3285714285714285,TRUE
MEF2C,PECAM1,-0.4,0.6,-0.5,-0.5,1.1,TRUE
MEF2C,XM_006721945,-0.4,0.6,-0.5,-0.5,1.1,TRUE
MEF2C,GIMAP7,0,0.9428571428571428,0.5,1,1,TRUE
MEF2C,LAMA4,0.4,-0.08571428571428572,-0.5,-0.5,0.9,TRUE
MEF2C,SYNPO2,0,0.8285714285714285,-0.5,-1,1.8285714285714285,TRUE
MEF2C,ADGRL4,1,0.8285714285714285,1,-0.5,1.5,TRUE
MEF2C,GBP2,0.4,0.7714285714285715,-0.5,-0.5,1.2714285714285714,TRUE
MEF2C,COL14A1,-0.8,0.7142857142857143,-0.5,1,1.8,TRUE
MEF2C,PLXNC1,0.4,0.7142857142857143,0.5,-0.5,1.2142857142857144,TRUE
MEF2C,GPM6B,0.8,0.8857142857142858,-0.5,-0.5,1.3857142857142857,TRUE
MEF2C,XM_005274490,0.8,0.8857142857142858,-0.5,-0.5,1.3857142857142857,TRUE
MEF2C,FSIP1,-1,-0.9428571428571428,-0.5,1,2,TRUE
MEF2C,XM_005254209,-1,-0.9428571428571428,-0.5,1,2,TRUE
MEF2C,ABCA8,-0.6000000000000001,0.7142857142857143,0.5,-0.5,1.3142857142857145,TRUE
MEF2C,XR_243626,-0.6000000000000001,0.7142857142857143,0.5,-0.5,1.3142857142857145,TRUE
MEF2C,PDGFRA,0.4,-0.2571428571428572,-0.5,0.5,1,TRUE
MEF2C,F2RL2,-0.2,0.7714285714285715,-0.5,0.5,1.2714285714285714,TRUE
MEF2C,RNASE1,0,0.9428571428571428,-0.5,-0.5,1.4428571428571428,TRUE
MEF2C,LEPR,-0.8,0.8285714285714285,-0.8660254037844387,-1,1.8285714285714285,TRUE
MEF2C,LEPROT,-0.8,0.8285714285714285,-0.8660254037844387,-1,1.8285714285714285,TRUE
MEF2C,MYLK,0.8,0.7714285714285715,0.5,-0.5,1.3,TRUE
MEF2C,FGL2,-0.6000000000000001,0.8857142857142858,-0.5,0.5,1.4857142857142858,TRUE
MEF2C,GIMAP6,0.4,0.8285714285714285,-0.5,0.5,1.3285714285714285,TRUE
MEF2C,NR_036430,0.4,0.8857142857142858,-0.5,0.5,1.3857142857142857,TRUE
MEF2C,SRGN,0.4,0.8857142857142858,-0.5,0.5,1.3857142857142857,TRUE
MEF2C,ANK2,-0.2,0.2571428571428572,0.5,1,1.2,TRUE
MEF2C,SCARA5,-0.4,0.7714285714285715,0.5,0.5,1.1714285714285715,TRUE
MEF2C,DEPP1,1,0.7714285714285715,-0.5,-0.5,1.5,TRUE
MEF2C,HNMT,0.4,0.9428571428571428,-0.5,1,1.5,TRUE
MEF2C,TCERG1L,-0.8,-0.8285714285714285,-0.5,0.5,1.3285714285714285,TRUE
MEF2C,WIPF1,0.8,0.7714285714285715,0.5,-0.5,1.3,TRUE
MEF2C,AOX1,-0.2,0.7714285714285715,0.5,0.5,0.9714285714285715,TRUE
MEF2C,CLIC6,0.4,0.7714285714285715,-0.5,-0.5,1.2714285714285714,TRUE
MEF2C,MPEG1,0,0.6,0.5,1,1,TRUE
MEF2C,NEGR1,0.4,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
MEF2C,FGFBP2,-1,0.9428571428571428,0.5,0.5,1.9428571428571428,TRUE
MEF2C,PMP22,0.6000000000000001,0.6571428571428571,-0.5,-0.5,1.157142857142857,TRUE
MEF2C,OTULINL,-1,0.6571428571428571,-1,-0.5,1.657142857142857,TRUE
MEF2C,CD93,0.4,0.7714285714285715,-1,1,2,TRUE
MEF2C,FBLN1,-0.4,0.31428571428571433,-0.5,0.5,1,TRUE
MEF2C,CD302,0.4,0.8857142857142858,-0.5,1,1.5,TRUE
MEF2C,FCER1G,0,0.9428571428571428,-1,0.5,1.9428571428571428,TRUE
MEF2C,PDZRN4,-0.4,0.7714285714285715,0.5,0.5,1.1714285714285715,TRUE
MEF2C,DPT,-0.8,0.7142857142857143,-0.5,-0.5,1.5142857142857142,TRUE
MEF2C,RFTN1,0.4,0.6,-0.5,-1,1.6,TRUE
MEF2C,XM_006713071,0.4,0.6,-0.5,-1,1.6,TRUE
MEF2C,ADGRA2,0,0.7714285714285715,1,-1,2,TRUE
MEF2C,TRPM1,-0.2,0.7142857142857143,0.5,0.5,0.9142857142857144,TRUE
MEF2C,EPS8,0.4,0.6,-0.5,1,1.5,TRUE
MEF2C,XM_005253340,0.4,0.6,-0.5,1,1.5,TRUE
MEF2C,PDE1A,0.4,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
MEF2C,XM_005246635,0.4,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
MEF2C,XM_005246636,0.4,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
MEF2C,XM_005246637,0.4,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
MEF2C,XM_006712574,0.4,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
MEF2C,XM_006712575,0.4,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
MEF2C,XM_006712577,0.4,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
MEF2C,TNS1,0,0.9428571428571428,-0.5,-0.5,1.4428571428571428,TRUE
MEF2C,XM_005246825,0,0.9428571428571428,-0.5,-0.5,1.4428571428571428,TRUE
MEF2C,XM_006712721,0,0.9428571428571428,-0.5,-0.5,1.4428571428571428,TRUE
MEF2C,ACKR1,1,0.6,-0.5,0.5,1.5,TRUE
MEF2C,TCIM,0.8,0.8857142857142858,0.5,-0.5,1.3857142857142857,TRUE
MEF2C,MYCT1,0.4,0.8857142857142858,0.5,-1,1.8857142857142857,TRUE
MEF2C,KCTD12,0.8,0.5428571428571428,-0.5,-0.5,1.3,TRUE
MEF2C,FAM241A,0.8,0.7714285714285715,-1,0.5,1.8,TRUE
MEF2C,GIMAP8,0,0.5428571428571428,-0.5,-0.5,1.0428571428571427,TRUE
MEF2C,XM_005249951,0,0.5428571428571428,-0.5,-0.5,1.0428571428571427,TRUE
MEF2C,NR_003191,-0.8,0.6,-0.5,-0.5,1.4,TRUE
MEF2C,NR_045211,-0.8,0.6,-0.5,-0.5,1.4,TRUE
MEF2C,CTSK,-0.8,-0.2571428571428572,-0.5,0.5,1.3,TRUE
MEF2C,CSGALNACT1,-0.8,0.6,-1,-0.5,1.6,TRUE
MEF2C,XM_006716365,-0.8,0.6,-1,-0.5,1.6,TRUE
MEF2C,MCOLN3,-0.4,0.8285714285714285,-1,0.5,1.8285714285714285,TRUE
MEF2C,XM_006710750,-0.4,0.8285714285714285,-1,0.5,1.8285714285714285,TRUE
MEF2C,XM_006710751,-0.4,0.8285714285714285,-1,0.5,1.8285714285714285,TRUE
MEF2C,RHOJ,-0.4,0.6,-0.5,-0.5,1.1,TRUE
MEF2C,XR_245708,-0.4,0.6,-0.5,-0.5,1.1,TRUE
MEF2C,XR_245709,-0.4,0.6,-0.5,-0.5,1.1,TRUE
MEF2C,SELE,1,0.6571428571428571,0.5,-1,2,TRUE
MEF2C,DLC1,0.4,0.7714285714285715,1,1,0.6,TRUE
MEF2C,GNG2,0.4,0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
MEF2C,XM_006720173,0.4,0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
MEF2C,RSPO3,0.4,0.6571428571428571,-0.5,1,1.5,TRUE
MEF2C,XM_005267167,0.4,0.6571428571428571,-0.5,1,1.5,TRUE
MEF2C,ST6GAL2,1,0.7714285714285715,-0.5,-0.5,1.5,TRUE
MEF2C,HMCN1,0,0.37142857142857144,0.5,1,1,TRUE
MEF2C,LGALSL,-0.4,-0.6,-0.5,-1,0.6,TRUE
MEF2C,PRKD1,0,0.7714285714285715,1,-1,2,TRUE
MEF2C,ADGRF5,0.4,0.8285714285714285,-0.5,0.5,1.3285714285714285,TRUE
MEF2C,CCL21,-0.2,0.6571428571428571,0.5,0.5,0.8571428571428572,TRUE
MEF2C,CD69,0.2,0.7142857142857143,-0.5,-1,1.7142857142857144,TRUE
MEF2C,CPA3,0.2,1,-0.5,-0.5,1.5,TRUE
MEF2C,GALNT15,0,0.7142857142857143,-0.5,-0.5,1.2142857142857144,TRUE
MEF2C,CAVIN2,-0.4,0.7714285714285715,-0.5,-1,1.7714285714285714,TRUE
MEF2C,NPTX2,0.4,0.7142857142857143,1,1,0.6,TRUE
MEF2C,SLCO2A1,0.4,0.9428571428571428,-0.5,-0.5,1.4428571428571428,TRUE
MEF2C,PLTP,0.8,0.7714285714285715,-0.5,0.5,1.3,TRUE
MEF2C,GLDN,0.4,0.8285714285714285,-0.5,-1,1.8285714285714285,TRUE
MEF2C,DOCK11,0.8,0.31428571428571433,-0.5,-1,1.8,TRUE
MEF2C,PGM5,-0.4,0.6,1,1,1.4,TRUE
MEF2C,SH3BP5,-0.4,0.8857142857142858,-0.5,-1,1.8857142857142857,TRUE
MEF2C,JAM2,0,0.5428571428571428,-1,-0.5,1.5428571428571427,TRUE
MEF2C,XM_006724037,0,0.5428571428571428,-1,-0.5,1.5428571428571427,TRUE
MEF2C,CCL18,-0.6000000000000001,0.7714285714285715,1,1,1.6,TRUE
MEF2C,BCL2,0.4,0.5428571428571428,-0.5,-0.5,1.0428571428571427,TRUE
MEF2C,XM_006722523,0.4,0.5428571428571428,-0.5,-0.5,1.0428571428571427,TRUE
MEF2C,TNXA,-0.6000000000000001,0.6571428571428571,-0.5,-0.5,1.2571428571428571,TRUE
MEF2C,TNXB,-0.6000000000000001,0.6571428571428571,-0.5,-0.5,1.2571428571428571,TRUE
MEF2C,MICU3,0.6000000000000001,0.7714285714285715,-1,0.5,1.7714285714285714,TRUE
MEF2C,XM_006716331,0.6000000000000001,0.7714285714285715,-1,0.5,1.7714285714285714,TRUE
MEF2C,XM_006716334,0.6000000000000001,0.7714285714285715,-1,0.5,1.7714285714285714,TRUE
MEF2C,XR_428307,0.6000000000000001,0.7714285714285715,-1,0.5,1.7714285714285714,TRUE
MEF2C,XR_428309,0.6000000000000001,0.7714285714285715,-1,0.5,1.7714285714285714,TRUE
MEF2C,PDGFD,0,0.8857142857142858,-0.5,-0.5,1.3857142857142857,TRUE
MEF2C,C7,-0.6000000000000001,0.8285714285714285,0.5,1,1.6,TRUE
MEF2C,SHE,0.4,0.8857142857142858,0.5,-0.5,1.3857142857142857,TRUE
MEF2C,DOCK10,0.4,0.8857142857142858,-0.5,-0.5,1.3857142857142857,TRUE
MEF2C,XM_006712616,0.4,0.8857142857142858,-0.5,-0.5,1.3857142857142857,TRUE
MEF2C,XM_006712618,0.4,0.8857142857142858,-0.5,-0.5,1.3857142857142857,TRUE
MEF2C,IGFBP4,0.8,0.37142857142857144,0.5,-0.5,1.3,TRUE
MEF2C,CMAHP,-0.4,0.8285714285714285,-0.5,-0.5,1.3285714285714285,TRUE
MEF2C,LAMA2,0,0.8285714285714285,0.5,0.5,0.8285714285714285,TRUE
MEF2C,TYR,-0.4,0.8857142857142858,1,0.5,1.4,TRUE
MEF2C,CNTNAP2,-0.8,-0.8285714285714285,-1,1,2,TRUE
MEF2C,APOLD1,0.6000000000000001,0.7714285714285715,-0.5,-0.5,1.2714285714285714,TRUE
MEF2C,S100B,-0.4,0.7714285714285715,-0.5,0.5,1.2714285714285714,TRUE
MEF2C,RUNX1T1,-0.2,0.6571428571428571,-1,0.5,1.657142857142857,TRUE
MEF2C,CFHR1,0.4,0.6,-0.5,1,1.5,TRUE
MEF2C,C1orf162,0,0.6571428571428571,0.5,0.5,0.6571428571428571,TRUE
MEF2C,XM_005270475,0,0.6571428571428571,0.5,0.5,0.6571428571428571,TRUE
MEF2C,XM_005270476,0,0.6571428571428571,0.5,0.5,0.6571428571428571,TRUE
MEF2C,GIMAP4,0.4,0.8285714285714285,0.5,-0.5,1.3285714285714285,TRUE
MEF2C,EMCN,0.8,0.9428571428571428,1,-0.5,1.5,TRUE
MEF2C,XM_005263059,0.8,0.9428571428571428,1,-0.5,1.5,TRUE
MEF2C,XM_005263061,0.8,0.9428571428571428,1,-0.5,1.5,TRUE
MEF2C,XM_005269604,-0.2,0.8285714285714285,1,-0.5,1.5,TRUE
MEF2C,ZCCHC24,-0.2,0.8285714285714285,1,-0.5,1.5,TRUE
MEF2C,HCLS1,-0.8,0.6571428571428571,-0.5,1,1.8,TRUE
MEF2C,PLCL2,-0.2,0.5428571428571428,0.5,1,1.2,TRUE
MEF2C,CD200,0,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
MEF2C,XM_005247481,0,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
MEF2C,XM_005247483,0,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
MEF2C,XM_005247485,0,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
MEF2C,XM_005247491,0,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
MEF2C,XM_006713648,0,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
MEF2C,KRT27,0.2,-0.7714285714285715,-1,0.5,1.5,TRUE
MEF2C,RNASE4,-0.2,0.8857142857142858,-1,-0.5,1.8857142857142857,TRUE
MEF2C,PCSK2,-0.4,0.9428571428571428,-0.5,0.5,1.4428571428571428,TRUE
MEF2C,PLPPR4,0.2,0.7714285714285715,-1,0.5,1.7714285714285714,TRUE
MEF2C,RUNDC3B,0.8,0.6,-0.5,-1,1.8,TRUE
MEF2C,XM_005250158,0.8,0.6,-0.5,-1,1.8,TRUE
MEF2C,CPED1,-0.4,0.42857142857142855,-1,0.5,1.5,TRUE
MEF2C,CHPT1,0.8,0.7714285714285715,-1,-1,1.8,TRUE
MEF2C,XM_005269036,0.8,0.7714285714285715,-1,-1,1.8,TRUE
MEF2C,TNFRSF19,0.4,0.6571428571428571,-0.5,0.5,1.157142857142857,TRUE
MEF2C,EVI2A,-0.6000000000000001,0.8857142857142858,-0.5,-0.5,1.4857142857142858,TRUE
MEF2C,EML1,0.8,0.2571428571428572,-0.5,1,1.5,TRUE
MEF2C,CACNA2D1,0.4,0.8285714285714285,-1,1,2,TRUE
MEF2C,EVI2B,0,0.6571428571428571,-1,1,2,TRUE
MEF2C,EYA2,0.4,0.7714285714285715,1,0.5,0.6,TRUE
MEF2C,SGCD,0,0.9428571428571428,-0.5,1,1.5,TRUE
MEF2C,MRGPRF,0.8,0.7714285714285715,-1,-0.5,1.8,TRUE
MEF2C,GAPDHS,0.2,0.7714285714285715,0.5,-1,1.7714285714285714,TRUE
MEF2C,XM_005258732,0.2,0.7714285714285715,0.5,-1,1.7714285714285714,TRUE
MEF2C,SEMA3G,0.4,0.8285714285714285,1,-0.5,1.5,TRUE
MEF2C,XM_005265327,0.4,0.8285714285714285,1,-0.5,1.5,TRUE
MEF2C,LRRN4CL,0.4,0.9428571428571428,-1,1,2,TRUE
MEF2C,C3AR1,0,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
MEF2C,LIPG,0.8,-0.7714285714285715,-0.5,0.5,1.5714285714285716,TRUE
MEF2C,XM_005258390,0.8,-0.7714285714285715,-0.5,0.5,1.5714285714285716,TRUE
MEF2C,SEMA6A,-0.4,0.9428571428571428,0.5,-0.5,1.4428571428571428,TRUE
MEF2C,PPM1K,-0.8,0.7714285714285715,-1,-0.5,1.7714285714285714,TRUE
MEF2C,AIF1,0,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
MEF2C,XM_005274925,0,0.7714285714285715,0.5,-0.5,1.2714285714285714,TRUE
