Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,status,contrast
LEPR,1.8400203672181181,9.342335526041754,3.484637900204802,0.0032361980675942557,0.03188638178095128,-1.9416814764746464,Up,C3
LEPROT,1.8400203672181181,9.342335526041754,3.484637900204802,0.0032361980675942557,0.03188638178095128,-1.9416814764746464,Up,C3
P2RY14,2.3385164615766145,5.369302218786028,3.480819670135711,0.00326189966307915,0.032080715986403004,-1.9493268517786655,Up,C3
CHI3L2,2.6238687887925547,5.617072195687839,3.480320104192004,0.0032652774416624675,0.032080715986403004,-1.9503270959308336,Up,C3
CD300LG,1.1180927566699062,3.9610208200852552,3.4788807200739487,0.003275029291031371,0.03215020574369529,-1.9532089983166943,Up,C3
MYOC,3.566330494654019,8.27233403114328,3.4745805298787795,0.003304336849438049,0.03235850390053532,-1.9618181130554726,Up,C3
CLEC1A,1.0495641149477013,5.36374122465707,3.47272712722984,0.0033170492306476766,0.032456508615575023,-1.9655283895585285,Up,C3
DAPL1,1.4118055921684043,11.294976565189872,3.4634379196138063,0.0033815033157916625,0.032779823338300276,-1.9841214904296107,Up,C3
IRX3,1.6037345416016748,8.149202270196174,3.4627671130888418,0.003386205920588481,0.03281215765279157,-1.985463986462861,Up,C3
C1orf162,1.7446517998072215,6.592088825973221,3.45116072678313,0.003468613025624939,0.0333250498484047,-2.0086881542437878,Up,C3
XM_005270475,1.7446517998072215,6.592088825973221,3.45116072678313,0.003468613025624939,0.0333250498484047,-2.0086881542437878,Up,C3
XM_005270476,1.7446517998072215,6.592088825973221,3.45116072678313,0.003468613025624939,0.0333250498484047,-2.0086881542437878,Up,C3
DNM3OS,1.1595775393859977,3.450139234407003,3.451012031396939,0.003469681675325529,0.0333250498484047,-2.008985642699062,Up,C3
ZNF423,1.1552632929078372,7.202718328460027,3.4504235511493775,0.0034739142136464953,0.0333522666616217,-2.01016297762836,Up,C3
PLA2G5,1.6258539930953733,5.759658316829274,3.4463797502007627,0.0035031382717303824,0.033372140452512064,-2.018252624680562,Up,C3
XM_005245895,1.6258539930953733,5.759658316829274,3.4463797502007627,0.0035031382717303824,0.033372140452512064,-2.018252624680562,Up,C3
XM_005245896,1.6258539930953733,5.759658316829274,3.4463797502007627,0.0035031382717303824,0.033372140452512064,-2.018252624680562,Up,C3
XM_006710691,1.6258539930953733,5.759658316829274,3.4463797502007627,0.0035031382717303824,0.033372140452512064,-2.018252624680562,Up,C3
CLU,1.3730925961796538,5.07702644650915,3.441693906506002,0.0035373093984334227,0.0334261811737004,-2.027625517280031,Up,C3
XM_006716284,1.3730925961796538,5.07702644650915,3.441693906506002,0.0035373093984334227,0.0334261811737004,-2.027625517280031,Up,C3
