Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,status,contrast
XM_006713005,-3.68621712226523,5.529208117749825,-16.088723654558585,5.203778282653245e-11,3.375705036222789e-8,15.581501087406343,Down,C1
NLK,-2.0637017507577653,7.11856745464391,-15.619147812382188,7.99364170193355e-11,4.8719760992400006e-8,15.171708933105135,Down,C1
HACD1,2.1115889518766044,5.104523102320779,15.602319989637797,8.119283558436798e-11,4.8719760992400006e-8,15.156779365199908,Up,C1
XR_428651,2.1115889518766044,5.104523102320779,15.602319989637797,8.119283558436798e-11,4.8719760992400006e-8,15.156779365199908,Up,C1
COL3A1,4.760600675945179,6.246735673966753,15.501502901469388,8.917271975027048e-11,5.220301510843883e-8,15.066974224498777,Up,C1
HSD17B11,3.367780358241512,7.829291351222841,15.432916027088229,9.507468514224359e-11,5.433291887581263e-8,15.005523379684798,Up,C1
PRR16,1.905241983735955,3.779168088905413,15.336969065048853,1.0403636173931043e-10,5.675183532879384e-8,14.91907179991024,Up,C1
XM_005272012,1.905241983735955,3.779168088905413,15.336969065048853,1.0403636173931043e-10,5.675183532879384e-8,14.91907179991024,Up,C1
ADGRD1,2.933663388597275,5.04559907405745,15.139838963150016,1.253847419359472e-10,6.687743502103567e-8,14.739645709004483,Up,C1
ETS1,3.8120535775790705,7.746205596367806,15.024398763743196,1.4000612361523505e-10,7.30527604133233e-8,14.633430275549395,Up,C1
LDB2,4.454379232642326,5.509144866182135,14.883747138179064,1.6030639461171137e-10,8.015987673896451e-8,14.502859809490486,Up,C1
XM_006713979,4.454379232642326,5.509144866182135,14.883747138179064,1.6030639461171137e-10,8.015987673896451e-8,14.502859809490486,Up,C1
ST6GALNAC3,-2.268361527805756,7.252342789690249,-14.821335818725293,1.7029442200165278e-10,8.133358031634861e-8,14.444509882581658,Down,C1
XM_006710554,-2.268361527805756,7.252342789690249,-14.821335818725293,1.7029442200165278e-10,8.133358031634861e-8,14.444509882581658,Down,C1
EML1,2.2839564856786776,5.175187978176404,14.80617244157999,1.7281945655086158e-10,8.133358031634861e-8,14.430294741073789,Up,C1
RFTN1,3.2289120446513433,6.504781722419881,14.713943536000608,1.8905857603937506e-10,8.561856494522793e-8,14.343507153029273,Up,C1
XM_006713071,3.2289120446513433,6.504781722419881,14.713943536000608,1.8905857603937506e-10,8.561856494522793e-8,14.343507153029273,Up,C1
VCAN,3.332303550763396,5.813424361103567,14.603742444541558,2.1061162286926115e-10,9.288912715152562e-8,14.239067602060521,Up,C1
EPB41L4B,-1.977918661254682,6.469753888782143,-14.592974696576904,2.1285317862402757e-10,9.288912715152562e-8,14.228819285386892,Down,C1
FERMT2,3.707195148631599,8.162917809163483,14.527969148029227,2.2693448431856058e-10,9.516053386858365e-8,14.166783922230524,Up,C1
PTGFR,2.9921299409011937,5.184551743320969,14.514595607495114,2.2995212750511837e-10,9.516053386858365e-8,14.153986076455153,Up,C1
XR_426624,2.9921299409011937,5.184551743320969,14.514595607495114,2.2995212750511837e-10,9.516053386858365e-8,14.153986076455153,Up,C1
CFAP68,-1.5244245625780097,5.935343350474328,-14.466346208401953,2.4119800171732455e-10,9.802370591208299e-8,14.107712950824157,Down,C1
GJC1,2.687863586753278,4.586634295862822,14.450412243306666,2.4503884487646775e-10,9.802370591208299e-8,14.092396893197131,Up,C1
EPS8,3.15151865195587,8.258990388073071,14.374642719163923,2.642117223644992e-10,9.908119446048275e-8,14.019328488241113,Up,C1
XM_005253340,3.15151865195587,8.258990388073071,14.374642719163923,2.642117223644992e-10,9.908119446048275e-8,14.019328488241113,Up,C1
MICU3,2.7785584361554805,4.265470046969339,14.328102582579188,2.7677224138290523e-10,9.908119446048275e-8,13.974252247557084,Up,C1
XM_006716331,2.7785584361554805,4.265470046969339,14.328102582579188,2.7677224138290523e-10,9.908119446048275e-8,13.974252247557084,Up,C1
XM_006716334,2.7785584361554805,4.265470046969339,14.328102582579188,2.7677224138290523e-10,9.908119446048275e-8,13.974252247557084,Up,C1
XR_428307,2.7785584361554805,4.265470046969339,14.328102582579188,2.7677224138290523e-10,9.908119446048275e-8,13.974252247557084,Up,C1
XR_428309,2.7785584361554805,4.265470046969339,14.328102582579188,2.7677224138290523e-10,9.908119446048275e-8,13.974252247557084,Up,C1
CD302,3.49929535161327,7.9473714211128605,14.313984140157293,2.807066587498053e-10,9.908119446048275e-8,13.96054838459114,Up,C1
CFH,4.157653573231207,9.620465139794936,14.207932962395835,3.1222558243242026e-10,1.0860925260207175e-7,13.857169684237006,Up,C1
NSG1,-1.8377737400384984,8.55710032866909,-14.10074610434023,3.4792389284186097e-10,1.1929813251414782e-7,13.751885584072875,Down,C1
PRRG1,2.072318147084988,7.520369429409153,13.967570969177178,3.9841178822921143e-10,1.346856301560216e-7,13.619942977420044,Up,C1
DPYSL2,2.266742419253383,10.947968242265738,13.779691990229832,4.832608689657385e-10,1.6110038023493966e-7,13.431638498089898,Up,C1
IL1R1,2.883750249216373,9.05239241635594,13.619786597936038,5.705906824842924e-10,1.8260423414650648e-7,13.269341718307535,Up,C1
XM_005263929,2.883750249216373,9.05239241635594,13.619786597936038,5.705906824842924e-10,1.8260423414650648e-7,13.269341718307535,Up,C1
XR_244889,2.883750249216373,9.05239241635594,13.619786597936038,5.705906824842924e-10,1.8260423414650648e-7,13.269341718307535,Up,C1
TIMP2,3.3493949484583787,10.412419062465434,13.586303801907267,5.909118588221127e-10,1.8661929520326776e-7,13.235118739391718,Up,C1
COL4A1,3.6592395373817537,6.42769500140319,13.313120807027499,7.883741105900116e-10,2.397972821813497e-7,12.952747301435293,Up,C1
FYN,2.725414033853186,5.39043554773756,13.312057613164397,7.892669482679205e-10,2.397972821813497e-7,12.95163726631984,Up,C1
XM_005266887,2.725414033853186,5.39043554773756,13.312057613164397,7.892669482679205e-10,2.397972821813497e-7,12.95163726631984,Up,C1
CFHR1,2.6371061581087556,10.59917272489025,13.297092245669102,8.019487690931121e-10,2.406046794471609e-7,12.936003358220672,Up,C1
KLF12,2.1789887910569474,6.101078768474326,13.203493292187849,8.86328322911664e-10,2.6263768403118224e-7,12.837831439346699,Up,C1
ADIRF,-1.5360584341844774,13.322851476358633,-13.190032459804732,8.99217073828675e-10,2.632074171467787e-7,12.82365716323408,Down,C1
RAPH1,-1.4328065572374973,7.371820561492576,-13.132387897427842,9.567011480393578e-10,2.7665952958121286e-7,12.762797750590957,Down,C1
PLPP3,2.462513596979001,9.596713848909552,13.107802025223673,9.82392016557057e-10,2.807068235881248e-7,12.736761726759434,Up,C1
SHC1,1.4156615513078492,10.82972223425707,12.953940776354022,1.1607103392204541e-9,3.245223462361364e-7,12.572743414955555,Up,C1
C1S,4.495398337785095,9.892857136340725,12.940403492783686,1.1779639699450207e-9,3.245223462361364e-7,12.558222569284107,Up,C1
XM_005253760,4.495398337785095,9.892857136340725,12.940403492783686,1.1779639699450207e-9,3.245223462361364e-7,12.558222569284107,Up,C1
IRAK3,2.5686283494181072,4.777015902045071,12.920159818453874,1.2042740207830401e-9,3.245223462361364e-7,12.536480761081664,Up,C1
DLG3,-1.3669348031649244,5.4874047705367905,-12.910642894658215,1.2168573936027114e-9,3.245223462361364e-7,12.526248206989822,Down,C1
XR_430518,-1.3669348031649244,5.4874047705367905,-12.910642894658215,1.2168573936027114e-9,3.245223462361364e-7,12.526248206989822,Down,C1
PLTP,2.4897168426967395,6.721892575799966,12.85915558887747,1.2873939015268998e-9,3.395607519170181e-7,12.470763271667982,Up,C1
GLIPR1,3.9422168269039,5.262531207384102,12.839721277200082,1.3151338183406141e-9,3.4031798366261694e-7,12.449764564360395,Up,C1
COL14A1,3.511232699388828,4.781746537212116,12.837308074248568,1.318622301500849e-9,3.4031798366261694e-7,12.447154979921029,Up,C1
GBP2,3.486938958823507,7.004802674478795,12.820128333694113,1.3437421667835542e-9,3.431116966716901e-7,12.428563589405547,Up,C1
LGALSL,-2.847953163046207,8.843720155424588,-12.716644515318286,1.5061853199235513e-9,3.80541684724264e-7,12.316069885258043,Down,C1
VGLL3,3.5363515119258437,6.027609214350706,12.684496875614325,1.5607882766429408e-9,3.902295855831653e-7,12.280945389467549,Up,C1
MEDAG,2.6365096497884855,5.888015208401674,12.631192617182192,1.655998820116768e-9,4.0976581113858417e-7,12.222518068819076,Up,C1
ZNF711,2.4858700226086623,4.810875902809474,12.585462870612938,1.7425858735791436e-9,4.267912871188429e-7,12.172206324074585,Up,C1
SESTD1,2.669392766270848,6.80997259571169,12.560945624252843,1.7909716520400821e-9,4.342111271946066e-7,12.145161113506637,Up,C1
DEPP1,3.5872417364844686,7.955479679564358,12.542414245239604,1.8284877303296794e-9,4.388736250337297e-7,12.12468579150829,Up,C1
LAMA2,2.479072249949292,6.956825756117658,12.533130147176614,1.8475952336896778e-9,4.3906911682197665e-7,12.11441703001732,Up,C1
MSX2,-2.5651771076415253,6.316578633752121,-12.501395350217708,1.914521638678316e-9,4.4797697976280036e-7,12.079262108374495,Down,C1
PRKD1,3.157248990070313,5.544358443546619,12.497733601518485,1.922407670842781e-9,4.4797697976280036e-7,12.07520030410957,Up,C1
STEAP2,2.278081562791006,6.318616934140493,12.45846720996097,2.009168838342398e-9,4.6369298517206e-7,12.031573261586276,Up,C1
ADCY3,1.9370592149343118,5.6686166517190255,12.42083128434685,2.0962281482934595e-9,4.791777906222821e-7,11.98963601205124,Up,C1
PDGFRA,3.9216413804908337,8.908226430160846,12.391815397584967,2.1660724810901666e-9,4.874608868099817e-7,11.957222306263683,Up,C1
MAP1B,3.892640115829984,6.858926460951309,12.38895825418788,2.1730820301919856e-9,4.874608868099817e-7,11.954026730744625,Up,C1
XM_006722498,1.9953595376321251,6.461980547732534,12.32922937587075,2.3252541791258624e-9,5.027995568232338e-7,11.887064128641716,Up,C1
XM_006722499,1.9953595376321251,6.461980547732534,12.32922937587075,2.3252541791258624e-9,5.027995568232338e-7,11.887064128641716,Up,C1
XR_430078,1.9953595376321251,6.461980547732534,12.32922937587075,2.3252541791258624e-9,5.027995568232338e-7,11.887064128641716,Up,C1
ZNF532,1.9953595376321251,6.461980547732534,12.32922937587075,2.3252541791258624e-9,5.027995568232338e-7,11.887064128641716,Up,C1
MRPL33,-1.5252749708552908,11.757044214060048,-12.296456428785595,2.4135100340696614e-9,5.172238199798216e-7,11.850192872699337,Down,C1
MRGPRF,2.3011286116458693,5.838727069133647,12.264931049149189,2.5017598112052514e-9,5.229810980120129e-7,11.814638416816793,Up,C1
FBLN1,3.594288120876726,7.796040128825662,12.258112653855797,2.5212924587798307e-9,5.229810980120129e-7,11.806937380541127,Up,C1
TMEM144,-1.7977636555516332,5.4301377370852535,-12.255946585270008,2.527531346112553e-9,5.229810980120129e-7,11.80449007795873,Down,C1
XM_005263112,-1.7977636555516332,5.4301377370852535,-12.255946585270008,2.527531346112553e-9,5.229810980120129e-7,11.80449007795873,Down,C1
DDR2,3.182194770554701,7.5987758105304835,12.191718775989134,2.720157109929923e-9,5.530442959320249e-7,11.731739391298829,Up,C1
XM_006711345,3.182194770554701,7.5987758105304835,12.191718775989134,2.720157109929923e-9,5.530442959320249e-7,11.731739391298829,Up,C1
PPP1R3B,1.7615419252623878,5.534944129144554,12.181830428964188,2.751168221160488e-9,5.530442959320249e-7,11.720507210264257,Up,C1
LYPD6B,-2.145392372931001,8.95476453156019,-12.16305843651597,2.8110742481337817e-9,5.530442959320249e-7,11.699160759147214,Down,C1
XM_006712279,-2.145392372931001,8.95476453156019,-12.16305843651597,2.8110742481337817e-9,5.530442959320249e-7,11.699160759147214,Down,C1
XM_006712280,-2.145392372931001,8.95476453156019,-12.16305843651597,2.8110742481337817e-9,5.530442959320249e-7,11.699160759147214,Down,C1
C1R,3.9879074470075775,8.962124868996643,12.094902944441664,3.040453806187084e-9,5.912877687643822e-7,11.621400356966786,Up,C1
C3,4.380136786917788,9.443807380884312,12.090842038538478,3.054732244262286e-9,5.912877687643822e-7,11.616754357825963,Up,C1
COL4A2,3.4675150003765003,6.500279729224855,12.043809180043176,3.225375136734198e-9,6.169253833569736e-7,11.562839651411133,Up,C1
CCND2,3.643436297525021,7.621516836351569,12.02350774745006,3.3021247327463095e-9,6.169253833569736e-7,11.539507613567162,Up,C1
XM_005253813,3.643436297525021,7.621516836351569,12.02350774745006,3.3021247327463095e-9,6.169253833569736e-7,11.539507613567162,Up,C1
DGKB,-2.67777838876135,3.822035975392229,-12.019969547298249,3.315697627408116e-9,6.169253833569736e-7,11.535437511596667,Down,C1
XR_428070,-2.67777838876135,3.822035975392229,-12.019969547298249,3.315697627408116e-9,6.169253833569736e-7,11.535437511596667,Down,C1
PLBD2,2.1435815557277724,6.418960576439987,11.979126804895683,3.476722049000617e-9,6.37221959827113e-7,11.488374744107903,Up,C1
SACS,2.8257732309968135,5.722198149507164,11.96611041685167,3.5297634881882847e-9,6.37221959827113e-7,11.473345024450632,Up,C1
ADAMTS5,3.7895104689875083,5.007499504399439,11.95986659640245,3.5555103390442144e-9,6.37221959827113e-7,11.466130094541773,Up,C1
GABRE,2.0716202859874473,5.1390678044233775,11.959379768503629,3.557526148522337e-9,6.37221959827113e-7,11.465567404173486,Up,C1
XM_006724813,2.0716202859874473,5.1390678044233775,11.959379768503629,3.557526148522337e-9,6.37221959827113e-7,11.465567404173486,Up,C1
ADAMTSL1,2.571698766246702,5.910320960864911,11.90212320109663,3.803260807352966e-9,6.761915992450807e-7,11.399241385372333,Up,C1
PLXND1,2.0473019078478076,7.2663829382100475,11.873250633795156,3.9339347150736e-9,6.801171736392267e-7,11.365684366940576,Up,C1
RHOJ,2.6602827785756427,4.970969820875927,11.872220536930357,3.938683740348826e-9,6.801171736392267e-7,11.364485761573173,Up,C1
XR_245708,2.6602827785756427,4.970969820875927,11.872220536930357,3.938683740348826e-9,6.801171736392267e-7,11.364485761573173,Up,C1
XR_245709,2.6602827785756427,4.970969820875927,11.872220536930357,3.938683740348826e-9,6.801171736392267e-7,11.364485761573173,Up,C1
PAPSS2,4.123310822663025,7.548838877348093,11.856960438822748,4.009752371312093e-9,6.871488593205337e-7,11.346718185861713,Up,C1
ANKRD18A,-1.8128594374832838,5.597549717607515,-11.845232786486138,4.065291976648437e-9,6.871488593205337e-7,11.333049278849328,Down,C1
XM_006716749,-1.8128594374832838,5.597549717607515,-11.845232786486138,4.065291976648437e-9,6.871488593205337e-7,11.333049278849328,Down,C1
GRIN2A,-3.1770248352182744,6.740530058864213,-11.83546318498367,4.112180454269078e-9,6.902136731703945e-7,11.321653090162831,Down,C1
CACNA2D1,2.4924714856497614,6.213218827445424,11.81116305551699,4.231307769964478e-9,7.052767298242179e-7,11.293269823725497,Up,C1
KCTD12,3.14014530212369,9.436673845395255,11.743847320648365,4.580790555765138e-9,7.549086593502621e-7,11.21436422738668,Up,C1
PTPRB,3.335123733612953,5.19093822449756,11.741783150159923,4.591978346185246e-9,7.549086593502621e-7,11.211938168042588,Up,C1
DAB2,3.56230609917042,7.491763725857596,11.726599430005708,4.675168188781434e-9,7.633563732457957e-7,11.194080531255489,Up,C1
MARVELD2,-2.2028517387774533,4.946323417827924,-11.679684666092482,4.9424423894038255e-9,7.961644444998028e-7,11.13877099002414,Down,C1
XM_005276758,-2.2028517387774533,4.946323417827924,-11.679684666092482,4.9424423894038255e-9,7.961644444998028e-7,11.13877099002414,Down,C1
ZEB1,2.769638817142841,7.61428196451441,11.635211459409833,5.210773085851005e-9,8.321975437780725e-7,11.086153774390718,Up,C1
PLSCR4,2.5640911900555787,8.480400805180537,11.631240093018155,5.235473256832304e-9,8.321975437780725e-7,11.081446323815824,Up,C1
ZEB2,3.383380690997338,5.011730719166768,11.625198576910101,5.27328679988754e-9,8.326936169138206e-7,11.074282240408815,Up,C1
MFHAS1,1.888439304920774,6.672034332560555,11.609888111315643,5.370414612873715e-9,8.424881799882019e-7,11.05611188834814,Up,C1
LIFR,4.370447723289891,5.618108210750386,11.590764434900466,5.494399933088737e-9,8.546562246472525e-7,11.03338565143254,Up,C1
MAL,-3.5175293587170824,10.627385339795454,-11.586994859358821,5.519194851275899e-9,8.546562246472525e-7,11.02890196628192,Down,C1
BACE2,1.5143289261607924,5.690439385160919,11.578965208418342,5.572406674011711e-9,8.573647755745454e-7,11.019346791738661,Up,C1
DCDC1,-4.098100174791222,6.989678374708372,-11.403391542669839,6.882500931339578e-9,1.0521897283695068e-6,10.808914666731338,Down,C1
ADGRL4,4.070227668260934,5.024012730406628,11.386453831192993,7.0251060608764175e-9,1.0671936435009857e-6,10.788461102217392,Up,C1
SEPTIN6,1.9159312624026672,6.1325226564017585,11.377367129009057,7.10289606417397e-9,1.0722245995742365e-6,10.777477043335798,Up,C1
TFPI,3.9524590755011024,6.772253951655786,11.347664189817383,7.363601849396935e-9,1.1003797013694635e-6,10.741517371558873,Up,C1
GLIPR2,1.7648921464757636,4.868689999107949,11.345710725408365,7.381098738458612e-9,1.1003797013694635e-6,10.739149488405877,Up,C1
DOCK4,1.8531276445693603,6.046117932642087,11.34027040735073,7.430059098594812e-9,1.1008412252127944e-6,10.732553120091415,Up,C1
CYTH3,1.5813819501222985,8.72389866376132,11.312598252098338,7.684470908093824e-9,1.1315501272151408e-6,10.698957130430239,Up,C1
XM_005250850,2.821595625487471,4.504571567847306,11.2720229376776,8.07430901076146e-9,1.1745428174321004e-6,10.649563687234101,Up,C1
ZFPM2,2.821595625487471,4.504571567847306,11.2720229376776,8.07430901076146e-9,1.1745428174321004e-6,10.649563687234101,Up,C1
SDCBP,1.3147277644368653,11.515968161845008,11.263295174892656,8.160865947278262e-9,1.1799825570275473e-6,10.63891855883737,Up,C1
VEGFC,3.303236066397611,6.128678911205013,11.233450463711819,8.464343138272433e-9,1.2162657103583392e-6,10.602462162631296,Up,C1
DPYD,2.3865573387173002,8.374234006271955,11.228756478957209,8.513150543296433e-9,1.2162657103583392e-6,10.596720500299655,Up,C1
PLCL2,2.660524456603361,5.270367210664264,11.195114940314769,8.871783430137175e-9,1.2600032301192454e-6,10.555508190936438,Up,C1
COL1A1,3.6529420528633167,9.740859437925682,11.154609819067161,9.324910702330749e-9,1.3102391685622373e-6,10.505742619327696,Up,C1
SHISA9,-2.5578816509714652,6.149741009630668,-11.153759963434219,9.334676186323746e-9,1.3102391685622373e-6,10.504696763682555,Down,C1
SGCE,3.275436130671393,5.881836854437862,11.114742013743058,9.794879052652176e-9,1.3437170703922741e-6,10.456604632125307,Up,C1
XM_005250675,3.275436130671393,5.881836854437862,11.114742013743058,9.794879052652176e-9,1.3437170703922741e-6,10.456604632125307,Up,C1
XM_006716167,3.275436130671393,5.881836854437862,11.114742013743058,9.794879052652176e-9,1.3437170703922741e-6,10.456604632125307,Up,C1
FA2H,-2.063383166526121,9.504088944862522,-11.114556751178434,9.797120544898257e-9,1.3437170703922741e-6,10.45637593073876,Down,C1
AEBP1,3.186133073881881,8.722126290757423,11.105632918197221,9.90573514525935e-9,1.350894630434744e-6,10.445355749885165,Up,C1
WNT3,-2.344436461752905,7.722735751870044,-11.06114299872117,1.0466567086515033e-8,1.405530789321051e-6,10.390298403831666,Down,C1
LARP6,2.4304533424237693,7.807624274709632,11.058996974135278,1.049445471287539e-8,1.405530789321051e-6,10.387637749392502,Up,C1
KRT3,-4.404383534580761,5.480580836468752,-11.05614815835443,1.0531596595519904e-8,1.405530789321051e-6,10.384105072568007,Down,C1
TLR4,2.0651965708723883,4.363904247113973,11.055458995286982,1.0540602536363186e-8,1.405530789321051e-6,10.38325035567267,Up,C1
WNT2B,1.4050136604513241,5.642403773269272,11.042817539800335,1.070725348042029e-8,1.4127959310175537e-6,10.3675638456227,Up,C1
RAB27A,1.9323116449088582,8.049312082286171,11.03510761059204,1.0810258898615133e-8,1.4127959310175537e-6,10.35798905641318,Up,C1
XM_005254577,1.9323116449088582,8.049312082286171,11.03510761059204,1.0810258898615133e-8,1.4127959310175537e-6,10.35798905641318,Up,C1
GIPC1,-1.1049960169902082,9.187158393487021,-11.033599258592238,1.083053292672402e-8,1.4127959310175537e-6,10.356115184454863,Down,C1
ADD1,0.9212451424352874,9.568741596890945,11.00323269657868,1.1247366119794069e-8,1.4592393600394444e-6,10.318342242020615,NS,C1
ARMCX1,2.4901004592635525,8.243753613125048,10.90487440742928,1.2718048873083577e-8,1.6411753174825375e-6,10.195368433024862,Up,C1
SLC9B2,1.828595061287352,5.009782380589601,10.867682642421787,1.332599418365513e-8,1.7104305475726761e-6,10.14861814210638,Up,C1
PTPRG,2.8560252132737567,6.379316009480254,10.859123266273118,1.3470211182590138e-8,1.7197447276836623e-6,10.137839368558973,Up,C1
MIR224,2.0643952342172156,5.135116302197759,10.85356065073308,1.3564819848418645e-8,1.7226603492155785e-6,10.130830463063637,Up,C1
PLAGL1,3.1533866167032327,7.036310557638349,10.84440906322803,1.3722001655664928e-8,1.7334499144172084e-6,10.119292694624013,Up,C1
GRB10,2.032295596114478,7.254812739462749,10.827510854263114,1.4017317531593954e-8,1.751695418174218e-6,10.09796635690927,Up,C1
XM_006715704,2.032295596114478,7.254812739462749,10.827510854263114,1.4017317531593954e-8,1.751695418174218e-6,10.09796635690927,Up,C1
SLIT3,2.1571642457703257,5.066951290286355,10.823669820358543,1.4085376873078247e-8,1.751695418174218e-6,10.093114787564646,Up,C1
CCDC80,3.832942827854649,6.214094409138529,10.799396527384895,1.4523637153660353e-8,1.7968883451657515e-6,10.062421097380168,Up,C1
FBLN5,3.072881537052467,7.245266040304289,10.77827342312814,1.4916756310071097e-8,1.8088724263311182e-6,10.035662481465176,Up,C1
XM_005267267,3.072881537052467,7.245266040304289,10.77827342312814,1.4916756310071097e-8,1.8088724263311182e-6,10.035662481465176,Up,C1
CCDC68,1.9635634696550457,4.464430018518347,10.773214302582394,1.5012570836407808e-8,1.8088724263311182e-6,10.029246927714633,Up,C1
ARHGAP12,-1.350190401385781,8.962479346517734,-10.772456343395294,1.5026981757237075e-8,1.8088724263311182e-6,10.028285524278024,Down,C1
ATP23,-1.7474014796137904,9.148506341297018,-10.762637084706524,1.5215001090709792e-8,1.8088724263311182e-6,10.01582541790482,Down,C1
XM_005269223,-1.7474014796137904,9.148506341297018,-10.762637084706524,1.5215001090709792e-8,1.8088724263311182e-6,10.01582541790482,Down,C1
XM_006719689,-1.7474014796137904,9.148506341297018,-10.762637084706524,1.5215001090709792e-8,1.8088724263311182e-6,10.01582541790482,Down,C1
PLEKHM1,-1.519737111522713,4.960003393815957,-10.75830346011596,1.5298771041797225e-8,1.8088724263311182e-6,10.010323178564592,Down,C1
XM_006725632,-1.519737111522713,4.960003393815957,-10.75830346011596,1.5298771041797225e-8,1.8088724263311182e-6,10.010323178564592,Down,C1
ATP8B2,2.683754100767077,7.285644022737392,10.744933245986653,1.5560307486126942e-8,1.8280061704782533e-6,9.993335528195884,Up,C1
